step_time,gneJ00_offset,gneJ9_offset,reward
56916,18,54,5.380368098159509
57222,80,92,-4.472222222222222
57528,89,97,-2.851674641148325
57834,78,37,9.865079365079366
58140,47,20,-3.3692307692307693
58446,76,21,-4.909090909090909
58752,78,92,3.9214285714285713
59058,101,31,-5.682080924855492
59364,33,78,0.4502923976608187
59670,34,2,1.5396039603960396
59976,32,35,16.01904761904762
60282,89,20,-3.876923076923077
60588,84,88,0.8583333333333333
60894,63,4,-5.98581560283688
61200,6,31,-4.155913978494624
61506,68,4,8.89041095890411
61812,7,9,-1.7055837563451777
62118,49,45,5.3604651162790695
62424,32,23,2.024793388429752
62730,46,43,-6.534391534391534
63036,26,26,7.475806451612903
63342,26,101,-0.8854961832061069
63648,101,31,-1.5925925925925926
63954,43,60,0.006211180124223602
64260,83,47,-7.490445859872612
64566,12,7,6.811188811188811
64872,88,16,0.0
65178,63,7,3.3577235772357725
65484,71,30,-6.529411764705882
65790,83,85,3.98
66096,90,46,-0.7025316455696202
66402,8,6,0.3819444444444444
66708,81,75,5.285714285714286
67014,64,2,-3.4642857142857144
67320,89,69,-4.260869565217392
67626,101,30,0.8908045977011494
67932,4,5,5.0
68238,32,91,2.9523809523809526
68544,32,12,-3.2395833333333335
68850,100,89,2.4296875
69156,29,63,0.20567375886524822
69462,72,72,-3.6890243902439024
69768,1,77,0.8374384236453202
70074,85,24,3.877049180327869
70380,43,13,0.3333333333333333
70686,53,69,-2.6887417218543046
70992,32,87,-2.9709302325581395
71298,70,83,7.115702479338843
71604,75,65,-4.0503597122302155
71910,66,29,-1.1594202898550725
72216,51,86,-0.6644295302013423
72522,39,73,0.1450381679389313
72828,21,36,0.5658914728682171
73134,24,58,-3.3608247422680413
73440,26,96,0.8523809523809524
73746,97,9,4.179856115107913
74052,43,97,4.608333333333333
74358,56,26,-5.089887640449438
74664,37,27,1.9820359281437125
74970,50,39,-2.4145077720207255
75276,74,46,-0.7182320441988951
75582,42,84,-0.2716049382716049
75888,88,98,-1.7317073170731707
76194,64,91,9.761061946902656
76500,60,31,-5.638888888888889
76806,83,55,-6.634517766497462
77112,22,61,5.615384615384615
77418,26,30,-1.6436781609195403
77724,87,42,8.476510067114093
78030,48,28,2.139344262295082
78336,8,11,0.8770491803278688
78642,45,71,4.3561643835616435
78948,9,56,-6.872340425531915
79254,71,2,-0.2733333333333333
79560,51,56,0.695364238410596
79866,49,96,-5.316129032258065
80172,39,14,15.201754385964913
80478,3,68,-3.2789115646258504
80784,9,70,-3.5
81090,68,23,5.2026143790849675
81396,43,8,0.29508196721311475
81702,95,62,-7.225806451612903
82008,83,90,7.462809917355372
82314,37,87,2.9401709401709404
82620,19,22,0.9923664122137404
82926,94,63,-1.1307692307692307
83232,53,4,-1.086092715231788
83538,90,2,0.7256637168141593
83844,43,65,-3.8380281690140845
84150,17,48,0.45864661654135336
84456,56,50,2.9523809523809526
84762,76,47,3.4622641509433962
85068,47,68,-4.019108280254777
85374,22,100,5.0703125
85680,38,21,-4.704918032786885
85986,18,43,4.962121212121212
86292,52,56,-1.9709302325581395
86598,63,85,-3.8959276018099547
86904,30,69,7.992592592592593
87210,71,65,-4.201438848920863
87516,9,76,-1.646153846153846
87822,62,5,3.1761006289308176
88128,61,47,-1.3356643356643356
88434,17,38,6.142857142857143
88740,72,14,0.10294117647058823
89046,86,75,-6.1931034482758625
89352,63,0,-0.6737588652482269
89658,49,16,-1.793548387096774
89964,14,47,4.402877697841727
90270,4,33,9.382608695652173
90576,27,84,-3.6964285714285716
90882,54,43,-3.1180124223602483
91188,35,60,-0.46153846153846156
91494,37,6,-1.2575757575757576
91800,49,89,8.5859375
92106,52,34,-6.035294117647059
92412,72,10,2.9357142857142855
92718,3,75,-0.6830985915492958
93024,75,89,0.958904109589041
93330,7,59,0.2689655172413793
93636,52,62,0.6094674556213018
93942,61,38,-4.686746987951807
94248,8,66,0.22043010752688172
94554,11,34,3.2470588235294118
94860,62,97,-1.2838709677419355
95166,87,74,0.05384615384615385
95472,39,19,0.696969696969697
95778,42,29,-1.1280788177339902
96084,66,49,-3.2903225806451615
96390,53,62,4.397350993377484
96696,84,3,-3.218905472636816
97002,3,25,4.135416666666667
97308,2,97,5.598290598290598
97614,99,8,-1.6944444444444444
97920,53,46,-2.9602649006622515
98226,71,52,-6.55
98532,49,35,6.006451612903226
98838,7,70,2.1301369863013697
99144,69,7,0.5
99450,53,0,4.765217391304348
99756,56,84,0.7398373983739838
100062,4,83,-5.190082644628099
100368,84,13,0.7153284671532847
100674,87,22,-2.797979797979798
100980,78,19,7.207207207207207
101286,76,49,-3.0546875
101592,94,26,0.41732283464566927
101898,80,41,-1.1612903225806452
102204,98,4,-8.17123287671233
102510,53,54,4.655629139072848
102816,43,100,-5.832298136645963
103122,52,99,13.085714285714285
103428,53,58,-2.828767123287671
103734,70,54,-5.82
104040,42,47,1.2229299363057324
104346,29,39,12.405405405405405
104652,87,6,-1.7083333333333333
104958,66,89,0.125
105264,2,33,-4.280701754385965
105570,83,49,9.653225806451612
105876,14,46,4.065420560747664
106182,10,34,1.2935779816513762
106488,45,36,-3.6761363636363638
106794,7,86,-2.3076923076923075
107100,67,29,1.0649350649350648
107406,75,0,3.0150375939849625
107712,41,25,-0.9938650306748467
108018,54,82,0.5533333333333333
108324,77,53,-4.317880794701987
108630,90,101,-2.521951219512195
108936,43,85,13.15126050420168
109242,26,88,2.225806451612903
109548,29,18,-4.758064516129032
109854,55,35,-2.569060773480663
110160,16,9,3.3617021276595747
110466,80,87,0.2846153846153846
110772,43,36,-0.5962732919254659
111078,84,32,7.11864406779661
111384,30,62,-6.758620689655173
111690,101,101,4.2444444444444445
111996,83,32,-0.8512396694214877
112302,88,84,-9.083333333333334
112608,22,48,9.333333333333334
112914,27,45,6.148148148148148
113220,57,76,-6.8125
113526,100,67,-1.532846715328467
113832,69,3,1.7703703703703704
114138,30,68,-1.0201342281879195
114444,17,70,9.333333333333334
114750,13,100,1.091743119266055
115056,29,24,-2.672222222222222
115362,50,85,5.3061224489795915
115668,59,79,-4.576
115974,57,73,-5.625954198473282
116280,40,50,-1.7272727272727273
116586,30,64,8.408333333333333
116892,17,49,0.905982905982906
117198,63,58,-0.9813664596273292
117504,9,86,-2.169230769230769
117810,43,0,2.3876404494382024
118116,25,88,0.9747899159663865
118422,35,67,-0.21897810218978103
118728,6,69,-0.5694444444444444
119034,17,65,1.4964028776978417
119340,67,93,-2.828025477707006
119646,8,41,-1.049079754601227
119952,95,76,8.055555555555555
120258,8,76,-20.93877551020408
120564,52,73,28.290076335877863
120870,14,71,-3.0977443609022557
121176,86,69,-1.3185185185185184
121482,70,94,-1.2537313432835822
121788,44,97,-1.9
122094,22,82,2.9918032786885247
122400,20,21,6.149122807017544
122706,75,80,-3.3684210526315788
123012,92,70,-3.328358208955224
123318,7,34,3.2588235294117647
123624,62,14,0.8897058823529411
123930,69,72,-3.581081081081081
124236,99,70,2.4925373134328357
124542,71,84,-2.045112781954887
124848,62,53,-1.1971830985915493
125154,26,58,-3.848314606741573
125460,100,7,1.1029411764705883
125766,92,82,4.955357142857143
126072,77,72,-2.52755905511811
126378,44,69,-2.8296296296296295
126684,2,90,-4.472972972972973
126990,41,28,3.9457831325301207
127296,79,26,11.80373831775701
127602,48,93,-4.381294964028777
127908,33,67,2.9833333333333334
128214,21,58,-0.04310344827586207
128520,2,32,-3.446969696969697
128826,92,6,1.5739130434782609
129132,23,46,-3.584795321637427
129438,30,97,1.0903225806451613
129744,69,1,1.4910179640718564
130050,48,50,-0.00641025641025641
130356,36,8,5.247863247863248
130662,50,2,3.831858407079646
130968,12,83,-4.782258064516129
131274,36,14,-1.9189189189189189
131580,24,33,6.531746031746032
131886,71,58,-3.8848484848484848
132192,50,56,-1.445945945945946
132498,31,78,10.721311475409836
132804,24,36,-3.3454545454545452
133110,14,58,4.541666666666667
133416,54,7,-5.676646706586826
133722,58,22,-0.9948717948717949
134028,22,28,-2.2472527472527473
134334,11,100,6.8861788617886175
134640,32,80,2.596774193548387
134946,89,90,-4.7
135252,87,31,0.15384615384615385
135558,53,6,-1.3541666666666667
135864,95,12,-6.697560975609756
136170,1,36,4.707182320441989
136476,61,16,0.373134328358209
136782,5,15,5.3478260869565215
137088,77,12,4.613207547169812
137394,63,101,-2.2155172413793105
137700,7,45,-4.371069182389937
138006,41,94,6.2025316455696204
138312,25,81,2.040650406504065
138618,34,31,-3.8092485549132946
138924,40,62,-0.8947368421052632
139230,89,73,-3.1595092024539877
139536,21,86,2.9508196721311477
139842,29,67,5.9489051094890515
140148,25,2,2.146788990825688
140454,70,34,-6.608433734939759
140760,35,46,0.22485207100591717
141066,41,14,2.838235294117647
141372,47,93,0.48031496062992124
141678,82,49,-8.12258064516129
141984,22,9,5.6875
142290,21,37,8.663716814159292
142596,80,87,-7.455128205128205
142902,71,59,0.2781954887218045
143208,31,82,-3.005780346820809
143514,90,75,3.5348837209302326
143820,59,27,-1.6413793103448275
144126,58,80,-0.6986301369863014
144432,34,66,-1.065217391304348
144738,50,7,-6.248677248677248
145044,65,48,1.1952662721893492
145350,50,90,0.6883116883116883
145656,26,70,11.984251968503937
145962,75,27,-1.9813664596273293
146268,97,26,11.913461538461538
146574,43,46,-5.596273291925466
146880,61,101,-3.152317880794702
147186,99,77,1.141732283464567
147492,16,21,1.469945355191257
147798,34,31,1.7754010695187166
148104,53,3,1.6258503401360545
148410,59,30,-2.732620320855615
148716,99,33,-2.217821782178218
149022,65,1,3.273381294964029
149328,63,29,-1.7943262411347518
149634,49,69,-3.193548387096774
149940,53,16,0.05851063829787234
150246,58,18,-2.8411214953271027
150552,57,88,5.569444444444445
150858,51,42,-1.7124183006535947
151164,15,69,-4.6775956284153
151470,29,75,5.307291666666667
151776,35,96,-0.9850746268656716
152082,76,59,1.2137931034482758
152388,14,48,0.11538461538461539
152694,79,41,13.839285714285714
153000,65,26,-6.169354838709677
153306,86,70,-4.537037037037037
153612,70,52,2.5223880597014925
153918,51,31,-3.633986928104575
154224,79,64,-6.026595744680851
154530,16,0,2.75531914893617
154836,9,35,20.418181818181818
155142,7,37,1.5446428571428572
155448,45,44,-4.1022727272727275
155754,19,64,5.145038167938932
156060,63,91,-3.701863354037267
156366,12,64,-1.3928571428571428
156672,20,22,-2.032967032967033
156978,9,100,7.752
157284,89,70,-4.651515151515151
157590,54,36,1.6733333333333333
157896,11,48,-4.507772020725389
158202,2,26,9.675213675213675
158508,6,54,-3.3202247191011236
158814,57,11,-0.6951219512195121
159120,22,71,0.5753424657534246
159426,89,41,-0.23809523809523808
159732,59,91,-1.8827586206896552
160038,27,75,3.705426356589147
160344,86,61,-1.8951048951048952
160650,49,25,-1.8
160956,92,62,-1.7423312883435582
161262,2,66,1.9702970297029703
161568,0,80,8.638095238095238
161874,55,19,-5.559210526315789
162180,90,61,-4.035087719298246
162486,97,89,0.583732057416268
162792,9,74,7.869230769230769
163098,43,65,3.115107913669065
163404,100,64,-7.9714285714285715
163710,44,32,3.9125
164016,48,24,3.992063492063492
164322,27,53,0.8888888888888888
164628,85,92,-3.8211920529801326
164934,47,14,-1.1146496815286624
165240,65,4,4.219298245614035
165546,46,89,-1.125
165852,46,95,-0.9077669902912622
166158,1,29,-1.3825503355704698
166464,58,6,5.417322834645669
166770,52,85,-3.8181818181818183
167076,63,36,-5.208333333333333
167382,93,71,-4.50828729281768
167688,18,19,4.518918918918919
167994,86,20,7.217391304347826
168300,99,61,-2.719298245614035
168606,58,13,1.5136986301369864
168912,23,43,-2.937853107344633
169218,32,20,4.553846153846154
169524,88,91,0.7092198581560284
169830,11,55,-0.16778523489932887
170136,4,80,8.521739130434783
170442,82,18,-8.151079136690647
170748,65,90,1.6546762589928057
171054,57,57,-4.081632653061225
171360,80,40,-4.7439024390243905
171666,93,63,-0.5978835978835979
171972,6,75,3.98989898989899
172278,96,63,6.536
172584,5,36,-2.267857142857143
172890,73,67,2.4324324324324325
173196,83,18,-3.4946236559139785
173502,43,30,4.645962732919255
173808,82,40,-4.652941176470589
174114,82,50,-10.990099009900991
174420,76,91,12.59375
174726,54,57,4.170068027210885
175032,52,26,-5.006578947368421
175338,75,31,-2.2139303482587063
175644,70,46,6.507462686567164
175950,89,10,-5.421428571428572
176256,6,3,11.964285714285714
176562,95,90,1.6111111111111112
176868,93,21,-2.7477477477477477
177174,15,27,-6.349206349206349
177480,15,18,19.089285714285715
177786,65,17,1.6106194690265487
178092,29,66,-4.4156626506024095
178398,48,47,-0.17197452229299362
178704,96,35,5.3130434782608695
179010,10,61,-3.837696335078534
179316,65,61,-6.955128205128205
179622,93,16,0.9627659574468085
179928,3,71,4.875776397515528
180234,15,2,-0.27722772277227725
180540,35,68,6.467625899280575
180846,41,98,-3.168269230769231
181152,24,62,5.396825396825397
181458,30,73,-3.7475728155339807
181764,69,76,-1.6946107784431137
182070,45,87,1.8742138364779874
182376,53,9,-1.3487179487179488
182682,69,24,-3.082901554404145
182988,43,94,6.391304347826087
183294,97,85,-6.151260504201681
183600,78,83,3.8677685950413223
183906,32,70,-1.3208955223880596
184212,79,9,-2.7125
184518,26,31,2.741573033707865
184824,79,70,3.305732484076433
185130,85,78,-4.199095022624435
185436,24,33,3.3157894736842106
185742,29,76,2.5454545454545454
186048,16,76,2.7711864406779663
186354,65,84,-1.4679487179487178
186660,59,60,-3.9097222222222223
186966,59,39,-13.672727272727272
187272,30,85,2.311377245508982
187578,28,1,27.91509433962264
187884,42,98,0.3302752293577982
188190,94,5,-10.405063291139241
188496,97,14,1.0
188802,46,22,6.7594936708860756
189108,36,88,4.754385964912281
189414,2,90,-9.135135135135135
189720,81,1,4.507936507936508
190026,85,82,-2.896
190332,11,79,-1.768
190638,26,49,2.470967741935484
190944,89,49,-0.9183673469387755
191250,58,27,6.817460317460317
191556,32,78,-6.8441558441558445
191862,95,62,1.4014084507042253
192168,27,77,2.937853107344633
192474,67,91,-3.029585798816568
192780,99,90,0.8245614035087719
193086,93,87,-0.6396396396396397
193392,59,4,-4.882758620689655
193698,44,14,-4.95625
194004,91,67,-0.0392156862745098
194310,76,56,4.546875
194616,73,101,-3.877862595419847
194922,57,39,0.4421768707482993
195228,18,36,8.447368421052632
195534,70,47,-4.116883116883117
195840,79,100,-8.664473684210526
196146,31,68,10.470588235294118
196452,83,77,2.1437908496732025
196758,37,82,-3.1497005988023954
197064,71,65,1.330935251798561
197370,12,43,-4.944099378881988
197676,12,35,16.417391304347827
197982,56,14,0.2867647058823529
198288,93,76,-10.006944444444445
198594,92,10,7.285714285714286
198900,34,73,-2.0069444444444446
199206,74,39,-3.521212121212121
199512,64,3,1.8428571428571427
199818,12,3,-3.4010416666666665
200124,65,82,11.703703703703704
200430,88,73,-5.015267175572519
200736,27,34,0.23529411764705882
201042,3,21,8.232558139534884
201348,30,27,-0.14136125654450263
201654,13,24,7.990566037735849
201960,20,95,-3.9562043795620436
202266,23,19,-3.7837837837837838
202572,48,55,-0.3672316384180791
202878,60,81,-0.8256410256410256
203184,4,40,3.6280487804878048
203490,83,83,0.057971014492753624
203796,46,36,-1.1835443037974684
204102,55,76,-4.732954545454546
204408,2,43,1.9813664596273293
204714,71,31,5.899159663865547
205020,60,58,-3.4722222222222223
205326,1,5,-6.030150753768845
205632,30,29,6.3107344632768365
205938,10,100,6.782258064516129
206244,36,60,1.1666666666666667
206550,51,12,-4.828125
206856,13,30,-2.304812834224599
207162,65,19,13.508771929824562
207468,34,6,-5.467741935483871
207774,21,17,0.5344827586206896
208080,31,20,-3.7170731707317075
208386,98,4,7.611111111111111
208692,43,10,-0.8509316770186336
208998,15,7,3.0185185185185186
209304,67,35,-2.7857142857142856
209610,12,65,-5.144385026737968
209916,82,63,5.805755395683454
210222,60,10,-3.0833333333333335
210528,64,46,-1.567251461988304
210834,68,86,-2.5240963855421685
211140,90,16,1.351063829787234
211446,14,43,5.285714285714286
211752,69,95,-1.9605263157894737
212058,63,18,-0.6099290780141844
212364,60,45,-3.0
212670,19,1,-6.147651006711409
212976,11,101,16.641509433962263
213282,19,48,1.0320512820512822
213588,81,12,-1.6453900709219857
213894,89,40,-2.785310734463277
214200,77,10,1.2283464566929134
214506,47,93,2.3306451612903225
214812,61,65,-3.0719424460431655
215118,53,65,-13.364238410596027
215424,87,52,7.342105263157895
215730,26,90,1.0617977528089888
216036,34,71,7.360902255639098
216342,36,96,-1.6206896551724137
216648,22,88,3.310344827586207
216954,70,88,-11.05421686746988
217260,4,15,8.322751322751323
217566,84,0,1.771186440677966
217872,75,35,0.10077519379844961
218178,45,54,-2.238993710691824
218484,40,46,10.709090909090909
218790,88,49,-6.579268292682927
219096,70,6,-2.0223880597014925
219402,44,62,0.3032258064516129
219708,32,80,11.669491525423728
220014,4,8,-6.466165413533835
220320,59,94,4.40650406504065
220626,75,13,-6.712041884816754
220932,33,51,4.946745562130178
221238,97,68,4.183098591549296
221544,12,59,-3.6413793103448278
221850,17,49,0.43870967741935485
222156,23,37,6.396551724137931
222462,43,22,-0.4921875
222768,51,58,-6.873563218390805
223074,71,17,-2.550802139037433
223380,62,36,5.366197183098592
223686,86,29,4.12396694214876
223992,53,72,-3.185430463576159
224298,4,17,-7.850267379679145
224604,12,21,0.4019138755980861
224910,17,6,14.39516129032258
225216,93,60,0.07633587786259542
225522,78,72,-0.6984126984126984
225828,37,96,-4.640718562874252
226134,38,22,-1.6043956043956045
226440,22,95,7.265625
226746,31,12,-1.8072916666666667
227052,2,44,5.098484848484849
227358,97,9,-2.7636363636363637
227664,3,41,1.0965909090909092
227970,54,74,-3.035928143712575
228276,99,94,-6.053140096618358
228582,94,71,10.545454545454545
228888,85,23,-4.798319327731092
229194,25,74,-1.0379746835443038
229500,97,74,-2.3093525179856114
229806,73,78,7.6183206106870225
230112,11,38,-5.686746987951807
230418,13,65,2.374331550802139
230724,55,39,5.587878787878788
231030,101,100,-6.822368421052632
231336,90,42,9.710526315789474
231642,40,74,-3.2134146341463414
231948,25,80,6.968
232254,72,83,-4.134146341463414
232560,49,7,-0.2709677419354839
232866,98,75,-4.894366197183099
233172,43,83,4.720496894409938
233478,31,47,4.319327731092437
233784,14,79,5.108333333333333
234090,14,55,-5.114093959731544
234396,72,39,-2.0671140939597317
234702,25,19,2.5877862595419847
235008,13,87,0.11570247933884298
235314,80,25,-0.624113475177305
235620,5,20,4.863636363636363
235926,53,18,2.1875
236232,27,24,-6.570621468926554
236538,82,30,2.948051948051948
236844,73,86,-3.198473282442748
237150,98,20,-1.358695652173913
237456,50,53,3.948051948051948
237762,95,84,-3.33125
238068,31,75,6.093023255813954
238374,83,92,-4.411764705882353
238680,20,47,1.3312101910828025
238986,73,61,0.294478527607362
239292,19,41,-1.2453987730061349
239598,0,33,8.307692307692308
239904,82,23,-2.936
240210,21,21,2.2477064220183487
240516,68,49,-7.589285714285714
240822,2,39,10.535087719298245
241128,74,71,-8.150375939849624
241434,70,93,-3.1641791044776117
241740,37,84,3.558333333333333
242046,10,94,-1.3428571428571427
242352,57,49,2.8774193548387097
242658,40,19,-1.1044776119402986
242964,27,59,5.520325203252033
243270,8,86,2.4761904761904763
243576,12,87,-4.521531100478469
243882,14,83,5.396694214876033
244188,54,52,-1.493421052631579
244494,14,92,-4.157894736842105
244800,79,11,5.211267605633803
245106,28,7,5.787037037037037
245412,49,58,-6.70440251572327
245718,82,66,-3.439306358381503
246024,91,29,1.7257142857142858
246330,57,34,6.36734693877551
246636,78,93,-8.345911949685535
246942,25,70,8.074626865671641
247248,34,101,-2.742574257425743
247554,5,91,8.902654867256636
247860,45,41,-1.6257668711656441
248166,68,15,4.777777777777778
248472,73,101,-3.9159663865546217
248778,97,36,-5.065476190476191
249084,44,59,2.40625
249390,57,84,-2.3076923076923075
249696,56,53,0.2972972972972973
250002,91,84,-4.502325581395349
250308,68,60,3.4338235294117645
250614,4,88,-5.005
250920,97,79,16.096774193548388
251226,0,52,-4.032894736842105
251532,18,4,-1.8518518518518519
251838,31,37,4.777777777777778
252144,55,7,6.888111888111888
252450,55,40,-14.677966101694915
252756,91,6,8.118055555555555
253062,80,33,3.9516129032258065
253368,84,69,-5.912568306010929
253674,89,67,4.416058394160584
253980,88,65,5.112068965517241
254286,52,68,-1.980263157894737
254592,99,22,-6.1208791208791204
254898,93,36,8.99099099099099
255204,50,93,-7.12987012987013
255510,6,20,3.4761904761904763
255816,14,91,6.872340425531915
256122,99,16,1.6557377049180328
256428,79,19,-1.064
256734,45,2,-0.4765625
257040,97,52,-6.103225806451613
257346,50,21,4.305194805194805
257652,44,57,10.339449541284404
257958,7,8,-6.706293706293707
258264,39,88,5.51937984496124
258570,0,72,-9.878787878787879
258876,17,9,-0.6684210526315789
259182,4,60,11.677966101694915
259488,82,36,-4.9640287769784175
259794,88,41,-2.639810426540284
260100,48,62,6.089743589743589
260406,63,88,-5.479166666666667
260712,3,4,2.265
261018,36,58,2.842767295597484
261324,70,24,-6.655555555555556
261630,90,74,4.860759493670886
261936,91,69,-0.25925925925925924
262242,97,95,-1.6794258373205742
262548,39,56,6.195945945945946
262854,51,6,-6.636363636363637
263160,57,6,3.8056872037914693
263466,49,90,1.2755905511811023
263772,46,20,3.663551401869159
264078,25,63,2.248
264384,56,37,-6.532934131736527
264690,19,21,6.124031007751938
264996,61,2,0.9296875
265302,61,17,-14.968421052631578
265608,58,90,15.880281690140846
265914,68,78,2.8968253968253967
266220,43,93,-3.372670807453416
266526,7,90,0.06140350877192982
266832,13,81,5.6016260162601625
267138,43,67,-0.34306569343065696
267444,87,16,-10.2
267750,54,80,9.646666666666667
268056,14,30,-5.022988505747127
268362,36,31,5.854054054054054
268668,15,15,2.3185185185185184
268974,93,58,-1.265625
269280,52,91,-2.7039473684210527
269586,31,81,-0.14634146341463414
269892,47,16,-2.7872340425531914
270198,44,2,14.471698113207546
270504,59,33,-6.385057471264368
270810,32,76,-1.9244186046511629
271116,53,34,0.9117647058823529
271422,2,88,-5.5060975609756095
271728,74,30,8.548872180451127
