step_time,gneJ00_offset,gneJ9_offset,queue_sum
128520,7,39,22.3
129132,66,36,29.0
129744,2,10,29.7
130356,10,44,22.0
130968,88,44,25.7
131580,2,37,23.0
132192,61,37,29.7
132804,3,12,24.5
133416,4,37,26.0
134028,60,34,31.3
134640,99,11,27.7
135252,7,37,24.0
135864,61,37,31.0
136476,101,12,27.8
137088,11,35,25.3
137700,57,34,30.0
138312,3,5,27.3
138924,10,35,24.0
139536,63,34,28.7
140148,7,12,31.5
140760,12,39,25.7
141372,70,39,31.0
141984,6,21,28.0
142596,16,38,24.7
143208,66,38,28.3
143820,9,17,22.0
144432,19,42,26.0
145044,3,42,22.7
145656,89,42,24.0
146268,98,29,28.0
146880,11,42,23.7
147492,85,42,24.7
148104,100,29,29.0
148716,8,38,22.7
149328,65,36,30.0
149940,4,13,25.3
150552,13,36,27.3
151164,63,30,26.7
151776,96,14,28.7
152388,6,31,26.7
153000,52,27,27.0
153612,93,23,28.3
154224,2,36,25.0
154836,62,35,27.7
155448,5,9,26.7
156060,13,33,24.0
156672,60,29,29.0
157284,99,14,29.7
157896,6,35,24.7
158508,66,30,27.0
159120,2,14,28.7
159732,14,33,27.3
160344,58,28,29.3
160956,99,12,29.7
161568,5,34,25.7
162180,59,29,28.3
162792,100,9,27.3
163404,5,28,27.0
164016,17,33,24.3
164628,58,24,29.7
165240,92,15,29.3
165852,3,33,27.0
166464,61,27,27.3
167076,99,13,27.3
167688,6,26,28.0
168300,17,30,24.0
168912,54,22,28.0
169524,87,19,29.7
170136,96,34,22.3
170748,2,36,27.0
171360,60,35,30.0
171972,3,9,29.0
172584,9,39,21.7
173196,65,38,31.0
173808,4,13,30.0
174420,7,40,24.7
175032,65,40,30.0
175644,0,13,26.7
176256,5,38,26.3
176868,59,37,31.7
177480,96,11,27.0
178092,96,36,29.7
178704,98,39,27.0
179316,1,57,23.3
179928,86,10,29.7
180540,90,37,26.3
181152,100,28,24.0
181764,1,39,25.2
182376,62,39,30.0
182988,98,12,27.2
183600,98,38,29.7
184212,1,48,24.0
184824,89,101,29.3
185436,93,12,30.2
186048,101,35,26.0
186660,6,40,25.0
187272,63,40,30.0
187884,3,12,25.8
188496,7,40,21.3
189108,67,40,30.3
189720,6,18,27.3
190332,13,40,25.0
190944,66,40,31.3
191556,5,17,25.7
192168,8,37,22.3
192780,59,37,30.7
193392,3,11,32.0
194004,9,36,24.7
194616,59,34,28.0
195228,1,15,29.8
195840,5,37,23.3
196452,59,36,31.3
197064,101,13,27.3
197676,9,32,23.3
198288,54,32,29.0
198900,3,25,24.7
199512,13,35,28.7
200124,58,32,27.0
200736,101,15,30.3
201348,7,36,23.7
201960,60,36,27.0
202572,100,16,26.0
203184,3,40,23.7
203796,66,40,32.3
204408,0,11,28.7
205020,3,36,21.3
205632,62,35,29.0
206244,2,9,26.3
206856,8,38,24.3
207468,68,37,30.7
208080,7,12,26.3
208692,16,36,24.3
209304,68,33,26.7
209916,6,13,27.0
210528,16,35,24.3
211140,61,29,30.0
211752,1,12,27.8
212364,10,33,21.7
212976,57,26,28.0
213588,96,18,27.0
214200,7,38,24.7
214812,68,35,28.0
215424,7,11,26.0
216036,16,32,22.7
216648,57,31,29.3
217260,0,18,27.0
217872,8,38,23.7
218484,61,38,28.3
219096,0,11,27.3
219708,4,39,22.7
220320,64,39,30.0
220932,4,9,26.7
221544,10,37,25.0
222156,62,36,29.7
222768,4,10,27.3
223380,8,40,23.3
223992,67,40,29.3
224604,8,13,27.0
225216,11,40,26.3
225828,68,40,29.3
226440,6,18,22.7
227052,11,39,24.7
227664,66,38,28.0
228276,6,12,28.0
228888,12,37,24.7
229500,61,36,26.3
230112,3,14,25.7
230724,8,42,25.7
231336,69,42,30.0
231948,101,26,25.0
232560,1,41,25.5
233172,64,41,31.3
233784,98,25,28.0
234396,99,45,24.0
235008,100,45,23.7
235620,101,45,23.3
236232,101,43,27.0
236844,4,41,25.0
237456,66,41,29.0
238068,3,18,25.0
238680,7,37,24.3
239292,59,37,27.7
239904,3,15,26.7
240516,7,40,23.0
241128,65,40,30.0
241740,1,22,25.0
242352,10,41,27.0
242964,72,41,25.3
243576,6,23,25.0
244188,12,41,23.3
244800,68,41,28.3
245412,1,18,28.7
246024,8,44,24.7
246636,72,44,27.3
247248,2,16,28.0
247860,6,39,23.0
248472,65,39,30.3
249084,101,13,31.3
249696,3,37,24.0
250308,60,33,28.0
250920,99,8,27.0
251532,5,39,25.3
252144,64,36,31.3
252756,4,10,29.3
253368,7,37,24.3
253980,61,37,31.3
254592,5,11,28.3
255204,10,39,20.7
255816,66,39,29.3
256428,5,14,25.7
257040,8,36,23.7
257652,63,33,30.0
258264,1,13,30.0
258876,11,35,25.0
259488,62,33,27.3
260100,0,11,27.3
260712,6,35,27.0
261324,34,20,24.7
261936,71,36,29.7
262548,2,7,24.3
263160,9,27,24.0
263772,20,27,24.3
264384,34,35,30.7
264996,84,31,24.3
265608,97,19,28.3
266220,101,29,24.0
266832,2,36,27.3
267444,15,40,26.3
268056,62,34,31.0
268668,99,11,27.3
269280,99,25,37.3
269892,99,29,33.7
270504,4,36,27.0
271116,17,39,25.0
271728,62,36,31.3
272340,101,15,28.3
272952,1,34,26.7
273564,11,42,24.7
274176,68,40,26.3
274788,2,16,26.7
275400,8,39,23.7
276012,67,36,30.0
276624,3,13,27.7
277236,10,38,25.3
277848,63,35,29.7
278460,0,7,29.0
279072,1,34,25.5
279684,16,36,21.3
280296,60,30,27.0
280908,97,11,27.3
281520,4,45,24.7
282132,79,43,27.3
282744,9,14,27.0
283356,15,34,26.7
283968,58,30,27.7
284580,94,10,26.3
285192,98,42,26.0
285804,1,29,26.2
286416,13,38,23.3
287028,62,37,28.0
287640,100,11,27.3
288252,1,26,28.5
288864,10,35,25.0
289476,64,33,27.7
290088,99,9,28.7
290700,101,30,25.7
291312,4,33,28.3
291924,22,39,26.0
292536,74,39,27.3
293148,5,22,26.7
293760,20,38,25.0
294372,73,38,27.3
294984,10,23,25.3
295596,27,41,29.3
296208,82,41,25.7
296820,13,24,23.0
297432,31,33,25.0
298044,88,33,25.7
298656,1,31,23.5
299268,19,42,26.3
299880,72,42,31.3
300492,1,23,27.3
301104,12,43,23.7
301716,73,43,28.0
302328,100,19,28.0
302940,10,34,26.0
303552,59,34,29.0
304164,1,13,28.7
304776,4,41,23.7
305388,69,40,30.0
306000,7,12,25.5
306612,11,35,25.3
307224,57,31,29.7
307836,0,4,29.0
308448,0,35,23.7
309060,28,43,24.3
309672,66,38,30.0
310284,96,10,28.0
310896,0,30,25.3
311508,9,40,24.7
312120,63,40,32.7
312732,2,11,27.0
313344,5,42,26.7
313956,68,42,26.0
314568,4,13,30.3
315180,7,38,24.0
315792,62,33,30.7
316404,99,8,29.7
317016,17,28,24.0
317628,46,22,29.7
318240,89,18,28.0
318852,1,34,26.7
319464,32,45,28.0
320076,71,41,30.7
320688,2,22,23.7
321300,10,39,23.7
321912,65,39,27.0
322524,3,19,26.3
323136,11,43,23.7
323748,71,43,25.0
324360,3,21,28.3
324972,13,39,26.0
325584,70,39,27.3
326196,2,20,27.0
326808,12,39,22.3
327420,72,39,27.3
328032,6,20,24.7
328644,17,39,24.7
329256,71,39,28.0
329868,4,23,26.0
330480,10,42,24.3
331092,68,42,30.0
331704,7,16,29.0
332316,13,38,24.3
332928,67,33,28.7
333540,2,14,24.3
334152,9,32,25.7
334764,54,30,28.0
335376,0,28,24.0
335988,13,41,22.3
336600,69,41,27.3
337212,7,19,25.0
337824,11,45,26.0
338436,74,45,26.7
339048,0,18,27.3
339660,0,46,23.7
340272,84,46,24.0
340884,1,29,26.3
341496,13,42,24.7
342108,73,42,26.0
342720,4,17,26.7
343332,11,42,26.0
343944,73,42,25.7
344556,6,23,27.3
345168,10,44,23.7
345780,74,44,28.7
346392,10,29,24.7
347004,21,44,25.0
347616,74,44,26.7
348228,8,30,23.3
348840,21,41,24.7
349452,71,41,28.0
350064,6,22,27.0
350676,12,38,26.3
351288,68,36,28.3
351900,3,17,26.7
352512,10,37,25.0
353124,61,37,29.0
353736,0,15,24.3
354348,8,42,23.7
354960,77,42,27.3
355572,6,25,24.0
356184,18,44,27.0
356796,86,44,24.7
357408,7,33,22.7
358020,62,33,26.7
358632,5,17,25.7
359244,13,39,24.0
359856,71,39,28.3
360468,15,15,25.7
361080,26,36,25.0
361692,76,36,24.0
362304,7,26,23.7
362916,21,42,24.7
363528,79,42,26.7
364140,13,23,26.0
364752,19,38,24.3
365364,66,38,30.3
365976,7,14,26.7
366588,12,43,28.3
367200,74,43,26.3
367812,8,21,23.7
368424,16,39,27.3
369036,68,39,29.7
369648,3,15,27.0
370260,12,37,25.0
370872,67,36,28.7
371484,7,14,28.0
372096,15,35,23.7
372708,66,31,27.0
373320,101,14,28.0
373932,5,29,25.3
374544,18,31,25.0
375156,55,30,27.7
375768,2,18,27.0
376380,15,39,21.0
376992,72,37,27.3
377604,9,13,26.7
378216,20,33,25.3
378828,64,31,28.0
379440,4,19,27.3
380052,15,32,22.7
380664,61,31,28.3
381276,1,28,26.0
381888,14,40,23.7
382500,68,40,31.7
383112,6,19,24.7
383724,16,43,25.0
384336,75,43,24.7
384948,3,20,26.0
385560,9,41,24.7
386172,69,41,28.3
386784,101,17,26.3
387396,6,45,26.3
388008,87,45,26.0
388620,97,27,24.7
389232,97,41,26.3
389844,101,37,28.3
390456,2,46,24.3
391068,95,45,25.0
391680,100,34,25.3
392292,3,40,25.0
392904,67,36,28.7
393516,2,12,27.0
394128,10,37,24.3
394740,64,37,28.3
395352,4,15,27.0
395964,13,37,24.0
396576,68,37,28.7
397188,8,17,22.7
397800,14,39,24.0
398412,71,39,27.7
399024,8,20,25.7
399636,20,36,26.0
400248,65,34,29.7
400860,2,18,23.7
401472,15,39,25.7
402084,68,39,29.7
402696,3,15,25.3
403308,11,38,22.3
403920,66,34,27.7
404532,98,10,30.3
405144,2,47,22.3
405756,88,18,27.7
406368,95,40,23.3
406980,98,29,23.0
407592,0,37,26.0
408204,59,35,28.3
408816,101,3,28.7
409428,1,36,23.2
410040,57,34,30.0
410652,1,7,31.3
411264,5,35,24.7
411876,62,33,28.7
412488,0,11,29.0
413100,7,34,23.7
413712,60,31,28.3
414324,96,14,30.7
414936,13,33,20.7
415548,60,30,28.0
416160,1,18,28.0
416772,13,33,28.3
417384,61,27,28.3
417996,91,21,28.7
418608,7,34,27.3
419220,60,29,30.0
419832,98,23,29.3
420444,10,40,23.0
421056,68,40,29.0
421668,6,22,24.7
422280,15,44,27.3
422892,76,44,26.3
423504,11,28,27.7
424116,24,47,25.7
424728,93,47,27.0
425340,9,40,22.7
425952,67,40,29.3
426564,6,20,27.0
427176,14,43,23.0
427788,73,43,28.7
428400,8,24,28.7
429012,19,46,25.3
429624,81,46,25.7
430236,14,25,26.3
430848,27,44,25.3
431460,81,44,27.3
432072,13,25,25.7
432684,24,42,24.3
433296,74,42,26.3
433908,0,23,24.7
434520,6,43,25.0
435132,72,43,30.0
435744,99,20,28.7
436356,3,44,25.3
436968,68,44,30.7
437580,100,16,29.3
438192,4,38,24.0
438804,58,38,28.7
439416,100,18,27.0
440028,9,37,23.0
440640,62,37,30.7
441252,101,20,27.3
441864,5,44,25.0
442476,69,44,29.3
443088,1,20,26.0
443700,8,36,23.0
444312,60,36,28.0
444924,0,12,27.2
445536,2,39,25.7
446148,62,39,28.7
446760,1,11,27.8
447372,2,38,26.7
447984,65,38,28.7
448596,6,13,29.0
449208,18,34,23.0
449820,64,27,29.3
450432,93,17,28.3
451044,5,28,25.3
451656,17,30,26.0
452268,54,26,27.0
452880,94,20,32.0
453492,3,33,24.0
454104,18,33,25.3
454716,56,29,28.3
455328,99,26,29.0
455940,4,34,23.3
456552,18,34,24.7
457164,55,29,29.0
457776,95,21,25.7
458388,3,29,23.0
459000,8,33,26.0
459612,19,37,25.3
460224,61,36,31.0
460836,101,9,27.3
461448,10,41,25.3
462060,69,41,28.7
462672,1,14,26.3
463284,4,41,24.3
463896,65,41,29.7
464508,0,9,27.3
465120,6,43,24.3
465732,79,43,25.0
466344,3,17,28.3
466956,11,39,23.7
467568,72,37,27.7
468180,7,13,25.0
468792,17,38,27.7
469404,69,36,28.7
470016,4,13,28.0
470628,12,38,24.7
471240,67,37,28.3
471852,8,13,28.3
472464,17,39,28.0
473076,68,39,27.0
473688,5,20,26.7
474300,15,39,23.0
474912,66,39,28.7
475524,0,11,26.3
476136,0,32,24.7
476748,13,32,25.7
477360,48,28,31.0
477972,96,28,27.3
478584,2,33,26.0
479196,15,35,25.7
479808,59,34,31.0
480420,100,8,28.3
481032,0,39,24.3
481644,63,36,32.7
482256,3,11,29.7
482868,10,35,25.7
483480,62,33,28.7
484092,3,8,28.0
484704,9,40,25.3
485316,68,40,29.0
485928,1,13,29.8
486540,8,37,23.3
487152,64,32,27.0
487764,98,14,28.3
488376,101,37,25.0
488988,101,22,32.3
489600,101,35,29.3
490212,0,35,26.3
490824,16,35,26.0
491436,60,31,30.3
492048,93,12,30.5
492660,99,40,23.0
493272,99,35,31.7
493884,99,46,28.7
494496,99,34,32.3
495108,99,42,30.0
495720,99,36,28.7
496332,100,48,23.7
496944,100,34,30.3
497556,2,41,24.0
498168,69,41,28.0
498780,4,22,25.7
499392,9,42,27.7
500004,72,42,28.0
500616,8,23,27.0
501228,14,43,26.0
501840,72,43,28.3
502452,10,24,26.3
503064,17,42,26.0
503676,72,42,28.3
504288,2,24,25.7
504900,9,42,28.0
505512,70,42,27.3
506124,5,15,28.3
506736,11,40,23.3
507348,67,40,30.0
507960,5,15,26.7
508572,13,40,23.3
509184,68,40,27.3
509796,7,17,27.0
510408,19,34,23.0
511020,62,30,28.3
511632,96,21,26.7
512244,4,33,28.0
512856,56,30,26.3
513468,99,23,26.0
514080,4,38,27.0
514692,64,38,28.0
515304,2,15,27.0
515916,5,36,26.7
516528,61,31,30.7
517140,99,8,27.7
517752,4,39,26.3
518364,60,35,32.0
518976,95,4,28.3
519588,98,46,24.3
520200,98,25,30.7
520812,98,33,33.3
521424,98,33,28.3
522036,98,33,32.0
522648,98,36,34.3
523260,98,41,29.3
523872,98,32,30.3
524484,98,40,29.3
525096,98,26,32.7
525708,98,37,27.7
526320,1,47,25.3
526932,90,27,29.3
527544,101,38,26.3
528156,5,49,26.7
528768,95,5,33.3
529380,101,36,25.0
529992,3,43,24.3
530604,69,43,31.0
531216,99,18,29.3
531828,99,45,27.0
532440,100,34,26.7
533052,1,36,23.5
533664,58,36,27.3
534276,1,14,31.3
534888,9,39,22.7
535500,68,39,29.0
536112,8,17,25.3
536724,15,35,26.0
537336,65,34,29.0
537948,6,15,26.0
538560,17,39,24.3
539172,65,39,29.3
539784,4,17,26.3
540396,12,40,24.7
541008,69,40,30.3
541620,9,17,26.0
542232,20,38,24.3
542844,71,38,28.3
543456,8,9,23.0
544068,16,31,25.0
544680,58,26,29.7
545292,97,9,28.0
545904,11,35,26.0
546516,65,32,29.7
547128,101,12,28.0
547740,7,32,22.7
548352,58,26,28.0
548964,91,10,27.3
549576,9,36,24.0
550188,69,36,27.7
550800,9,16,26.3
551412,23,36,24.7
552024,74,34,25.0
552636,9,21,26.3
553248,28,36,27.0
553860,80,34,26.7
554472,4,23,24.3
555084,22,33,23.0
555696,64,26,27.7
556308,93,9,26.3
556920,6,28,27.7
557532,29,28,25.3
558144,95,20,26.3
558756,10,34,24.0
559368,66,30,27.3
559980,99,16,27.7
560592,7,31,26.0
561204,61,27,29.0
561816,94,15,24.0
562428,7,34,26.0
563040,67,27,26.3
563652,96,14,27.3
564264,9,34,26.0
564876,66,32,27.0
565488,100,21,26.7
566100,6,40,21.7
566712,71,38,26.3
567324,4,16,28.7
567936,10,33,25.3
568548,58,27,30.0
569160,92,16,29.7
569772,3,38,24.3
570384,67,38,28.0
570996,7,13,24.7
571608,16,34,24.3
572220,64,34,28.7
572832,2,20,22.7
573444,12,40,24.3
574056,65,40,31.3
574668,6,17,24.0
575280,13,42,23.0
575892,73,42,26.0
576504,5,23,27.0
577116,16,43,26.0
577728,76,43,24.7
578340,6,27,25.0
578952,19,50,23.3
579564,8,19,29.3
580176,16,48,24.7
580788,6,48,24.3
581400,98,44,23.3
582012,3,35,24.7
582624,61,35,29.0
583236,100,13,27.7
583848,12,44,24.3
584460,76,44,26.7
585072,0,18,24.7
585684,10,32,25.0
586296,54,31,27.0
586908,100,19,25.3
587520,12,37,22.7
588132,66,33,28.0
588744,98,14,28.3
589356,18,33,26.3
589968,65,30,26.3
590580,3,16,27.0
591192,23,33,20.3
591804,73,31,29.7
592416,2,23,24.7
593028,21,36,23.3
593640,70,36,24.7
594252,4,17,27.7
594864,13,40,23.3
595476,71,40,26.7
596088,1,17,31.3
596700,6,40,24.0
597312,68,40,28.3
597924,5,15,27.0
598536,13,39,23.3
599148,72,38,28.0
599760,5,15,29.7
600372,14,33,23.7
600984,63,29,28.0
601596,100,16,27.0
602208,7,37,24.7
602820,64,34,27.0
603432,2,11,27.7
604044,8,37,23.7
604656,62,32,28.3
605268,101,10,29.0
605880,3,38,23.0
606492,60,38,29.3
607104,3,19,23.0
607716,11,40,23.7
608328,69,40,31.3
608940,7,20,25.0
609552,15,37,25.0
610164,67,37,28.3
610776,5,20,25.0
611388,17,36,22.7
612000,63,35,30.0
612612,4,16,26.0
613224,15,37,22.7
613836,67,37,27.3
614448,8,17,25.0
615060,18,41,21.7
615672,74,41,24.7
616284,6,19,25.7
616896,15,37,23.7
617508,67,37,29.0
618120,7,24,20.7
618732,24,38,24.7
619344,68,36,29.7
619956,2,20,27.3
620568,14,39,25.7
621180,69,39,27.0
621792,8,19,26.3
622404,15,35,22.3
623016,60,31,30.0
623628,99,14,26.0
624240,12,29,27.0
624852,33,26,27.7
625464,86,24,29.7
626076,1,33,27.2
626688,14,35,24.0
627300,52,31,28.0
627912,96,21,26.7
628524,1,32,26.7
629136,15,34,24.0
629748,54,29,30.7
630360,92,24,27.3
630972,101,34,25.0
631584,7,41,24.3
632196,71,40,27.3
632808,5,18,27.7
633420,17,38,27.3
634032,68,38,30.3
634644,5,20,26.0
635256,13,43,23.3
635868,75,43,28.0
636480,7,22,26.7
637092,16,37,25.7
637704,63,37,28.3
638316,3,13,26.7
638928,10,35,24.0
639540,60,35,31.3
640152,4,9,26.3
640764,10,40,23.3
641376,70,40,28.0
641988,4,21,25.0
642600,19,39,24.0
643212,75,39,25.3
643824,9,20,25.3
644436,26,39,24.7
645048,74,39,26.3
645660,3,18,22.3
646272,11,42,23.7
646884,65,42,30.7
647496,93,12,27.0
648108,93,37,26.0
648720,93,33,32.7
649332,93,23,31.0
649944,96,37,24.3
650556,99,36,25.7
651168,101,32,22.3
651780,8,42,22.3
652392,78,42,24.7
653004,9,24,25.0
653616,24,42,23.7
654228,82,42,24.7
654840,6,32,24.3
655452,59,32,30.3
656064,2,14,31.0
656676,10,39,24.7
657288,67,39,29.3
657900,1,19,26.0
658512,8,40,23.7
659124,66,40,30.3
659736,3,20,23.3
660348,14,38,23.0
660960,67,38,29.3
661572,3,23,25.7
662184,17,47,20.7
662796,1,12,29.2
663408,5,45,23.7
664020,95,33,25.3
664632,2,29,21.3
665244,22,42,21.0
665856,74,42,28.0
666468,1,15,26.7
667080,8,35,25.7
667692,62,34,29.3
668304,100,8,28.3
668916,12,38,22.7
669528,60,35,30.3
670140,101,4,26.0
670752,20,36,22.0
671364,64,32,29.0
671976,100,12,26.7
672588,24,38,22.7
673200,63,37,27.3
673812,4,10,28.3
674424,9,37,25.3
675036,61,36,28.7
675648,2,6,28.0
676260,2,31,25.0
676872,27,34,21.3
677484,73,31,27.0
678096,94,21,26.0
678708,11,40,25.7
679320,75,40,24.7
679932,4,24,26.0
680544,16,45,21.0
681156,89,45,23.3
681768,5,29,24.7
682380,21,39,22.0
682992,67,39,28.7
683604,3,18,25.3
684216,13,41,26.3
684828,73,41,26.7
685440,10,27,23.7
686052,28,27,29.0
686664,87,27,25.7
687276,5,41,25.0
687888,70,40,26.7
688500,1,19,26.8
689112,12,36,23.3
689724,64,36,26.7
690336,2,13,25.3
690948,10,37,24.0
691560,66,37,29.0
692172,6,16,27.3
692784,14,38,25.7
693396,64,38,29.3
694008,0,18,27.3
694620,8,43,21.3
695232,75,43,28.7
695844,8,26,26.0
696456,24,40,22.7
697068,71,40,27.7
697680,10,22,27.0
698292,22,37,22.3
698904,71,37,28.3
699516,11,24,23.0
700128,29,37,24.7
700740,76,35,25.3
701352,3,24,24.7
701964,20,35,22.7
702576,63,34,28.7
703188,5,11,28.0
703800,13,37,25.3
704412,68,35,28.0
705024,10,14,26.0
705636,18,34,23.3
706248,64,31,30.0
706860,1,15,25.2
707472,12,35,25.7
708084,57,35,30.3
708696,0,16,27.0
709308,7,42,22.3
709920,70,42,28.0
710532,1,25,31.0
711144,13,42,21.3
711756,69,42,30.7
712368,1,19,28.3
712980,7,34,23.3
713592,59,33,29.0
714204,2,10,27.3
714816,11,41,24.0
715428,74,41,26.7
716040,1,22,26.2
716652,14,41,23.0
717264,72,41,28.0
717876,7,17,25.3
718488,19,37,24.0
719100,66,34,27.7
719712,2,12,23.0
720324,15,30,29.7
720936,59,23,28.7
721548,94,16,26.7
722160,14,32,25.7
722772,56,26,29.0
723384,94,22,26.3
723996,10,41,25.3
724608,75,39,27.7
725220,10,22,22.7
725832,26,36,23.3
726444,67,34,29.3
727056,1,15,24.5
727668,12,34,24.3
728280,63,33,29.0
728892,2,12,27.8
729504,15,30,26.7
730116,63,28,26.7
730728,2,24,22.3
731340,21,38,24.7
731952,72,38,25.7
732564,7,22,24.7
733176,15,35,24.7
733788,61,35,29.7
734400,3,18,27.0
735012,14,37,25.3
735624,69,37,29.0
736236,12,28,23.0
736848,57,28,30.0
737460,99,28,23.7
738072,15,42,26.7
738684,83,42,25.7
739296,12,27,26.3
739908,48,27,27.7
740520,0,27,23.3
741132,20,37,23.0
741744,68,37,29.0
742356,2,17,26.7
742968,11,37,22.0
743580,63,37,29.3
744192,4,14,24.7
744804,14,39,23.3
745416,70,39,30.0
746028,11,19,23.3
746640,23,39,22.7
747252,67,39,29.3
747864,13,17,26.7
748476,25,37,27.0
749088,78,37,27.0
749700,9,29,21.3
750312,32,41,24.3
750924,83,41,24.7
751536,11,35,23.3
752148,67,35,28.3
752760,5,30,24.3
753372,32,44,28.0
753984,82,44,25.0
754596,11,30,24.7
755208,39,30,29.0
755820,93,30,27.0
756432,98,30,27.7
757044,12,41,23.7
757656,77,41,27.3
758268,4,23,23.7
758880,10,43,22.3
759492,76,43,25.7
760104,4,25,29.0
760716,14,42,26.0
761328,73,42,27.7
761940,2,12,27.2
762552,5,39,26.3
763164,70,39,27.7
763776,5,13,27.3
764388,8,35,22.0
765000,31,42,27.7
765612,77,42,25.3
766224,1,21,26.0
766836,6,38,25.0
767448,63,38,30.0
768060,100,10,26.7
768672,12,38,23.3
769284,62,38,31.7
769896,99,13,28.0
770508,7,42,25.3
771120,66,41,29.3
771732,4,15,27.7
772344,13,38,23.3
772956,69,38,28.3
773568,8,18,28.0
774180,19,40,24.7
774792,75,40,27.3
775404,12,25,25.7
776016,29,42,23.3
