step_time,gneJ00_offset,gneJ9_offset,reward
27234,91,65,-1.4396551724137931
27540,84,63,3.810810810810811
27846,79,57,-2.415929203539823
28152,72,55,-2.8666666666666667
28458,65,52,-2.6363636363636362
28764,61,42,-7.0
29070,68,39,-10.258503401360544
29376,91,36,0.8933333333333333
29682,12,34,5.598684210526316
29988,35,32,-6.922077922077922
30294,58,29,30.254716981132077
30600,19,20,0.2857142857142857
30906,45,11,-1.0661157024793388
31212,52,2,5.15929203539823
31518,96,94,4.366666666666666
31824,17,95,-3.9157894736842107
32130,24,93,14.50943396226415
32436,68,91,-5.712962962962963
32742,91,88,3.189189189189189
33048,53,86,-1.8053097345132743
33354,1,83,5.216981132075472
33660,24,84,-4.366120218579235
33966,21,82,5.485981308411215
34272,14,80,-2.9622641509433962
34578,9,40,1.1160714285714286
34884,16,37,-3.1812080536912752
35190,23,33,-2.5620915032679736
35496,30,31,-1.4193548387096775
35802,16,22,12.575221238938052
36108,39,7,-2.616
36414,62,5,0.5514018691588785
36720,69,97,-3.9401709401709404
37026,76,95,2.2336448598130842
37332,83,92,3.94392523364486
37638,4,27,-2.75
37944,27,25,6.570093457943925
38250,20,47,-7.864516129032258
38556,27,38,0.7297297297297297
38862,50,60,-4.427312775330397
39168,43,82,3.409090909090909
39474,36,2,-0.2302158273381295
39780,58,95,6.621848739495798
40086,65,86,-1.0353982300884956
40392,13,76,4.725663716814159
40698,36,71,-2.860869565217391
41004,29,62,-5.508064516129032
41310,22,35,-3.437086092715232
41616,45,33,-5.588235294117647
41922,52,24,0.8271604938271605
42228,75,14,16.779661016949152
42534,61,11,-0.41025641025641024
42840,68,8,2.0186915887850465
43146,91,5,-3.485981308411215
43452,98,3,3.770642201834862
43758,19,1,4.54954954954955
44064,42,94,-1.5583333333333333
44370,65,43,-6.961538461538462
44676,72,33,0.43137254901960786
44982,79,30,-0.7884615384615384
45288,72,28,10.242990654205608
45594,97,25,4.719626168224299
45900,90,26,-3.6153846153846154
46206,85,24,2.1481481481481484
46512,6,23,1.3302752293577982
46818,29,21,-3.630630630630631
47124,13,96,-6.688405797101449
47430,24,91,7.981481481481482
47736,47,89,1.9727272727272727
48042,50,5,-5.670103092783505
48348,57,27,-1.0427807486631016
48654,80,18,10.710526315789474
48960,1,16,0.28448275862068967
49266,8,17,-5.78391959798995
49572,31,14,6.830508474576271
49878,17,12,-0.25833333333333336
50184,57,10,4.085714285714285
50490,80,1,-2.8684210526315788
50796,87,101,1.991150442477876
51102,49,99,-2.4347826086956523
51408,72,93,0.47706422018348627
51714,14,90,0.8990825688073395
52020,9,50,0.13392857142857142
52326,86,47,-5.014598540145985
52632,93,44,-2.3450704225352115
52938,86,54,6.421487603305785
53244,79,51,-3.327433628318584
53550,67,49,-1.64
53856,60,46,-3.7217391304347824
54162,83,43,-1.6153846153846154
54468,90,39,1.510204081632653
54774,11,36,-3.66
55080,34,34,-5.6644736842105265
55386,57,32,0.12337662337662338
55692,80,23,17.696428571428573
55998,1,13,0.9411764705882353
56304,41,14,-0.963855421686747
56610,27,45,-0.7567567567567568
56916,20,67,-4.574193548387097
57222,13,58,11.063063063063064
57528,8,53,-1.3716814159292035
57834,1,50,2.033333333333333
58140,78,51,-0.7209302325581395
58446,66,48,-1.253968253968254
58752,59,45,-4.862068965517241
59058,52,42,-4.796747967479675
59364,59,32,-6.35064935064935
59670,82,29,21.971698113207548
59976,3,26,6.179245283018868
60282,100,23,-0.9724770642201835
60588,21,18,-1.7543859649122806
60894,44,16,1.456896551724138
61200,51,14,-1.271186440677966
61506,37,3,-5.124031007751938
61812,60,88,-0.9285714285714286
62118,22,85,-1.587719298245614
62424,45,83,1.0471698113207548
62730,68,74,-1.6071428571428572
63036,61,71,-5.131578947368421
63342,54,68,-7.576271186440678
63648,46,59,-1.2992125984251968
63954,39,32,-3.9044117647058822
64260,62,30,15.571428571428571
64566,55,27,-6.527777777777778
64872,78,24,6.851851851851852
65178,85,21,0.0990990990990991
65484,69,20,5.535714285714286
65790,95,18,-2.6140350877192984
66096,16,17,-1.2608695652173914
66402,23,13,-0.8991596638655462
66708,63,7,0.432
67014,86,4,1.5648148148148149
67320,28,1,6.702702702702703
67626,35,63,-2.4503311258278146
67932,30,60,-3.3174603174603177
68238,23,51,-3.5185185185185186
68544,11,45,-1.8652482269503545
68850,4,43,6.52991452991453
69156,11,41,-6.103448275862069
69462,18,39,-2.258503401360544
69768,41,37,-4.859060402684563
70074,48,68,-4.372727272727273
70380,40,82,11.718518518518518
70686,33,83,0.4859154929577465
70992,56,81,5.819047619047619
71298,100,78,1.1018518518518519
71604,97,73,1.0363636363636364
71910,90,74,4.9743589743589745
72216,83,71,4.482142857142857
72522,76,67,-0.7672413793103449
72828,69,64,-2.819672131147541
73134,64,62,-1.6126126126126126
73440,57,59,-5.169491525423729
73746,50,50,-5.696
74052,25,72,-3.86
74358,17,70,7.991379310344827
74664,10,68,4.45945945945946
74970,2,66,-3.3445378151260505
75276,96,64,0.5675675675675675
75582,91,65,3.0258620689655173
75888,84,63,3.4234234234234235
76194,79,57,3.47787610619469
76500,72,54,-4.3
76806,65,51,-3.8
77112,53,48,-3.9754098360655736
77418,46,45,-5.0852713178294575
77724,39,18,-6.176470588235294
78030,46,16,15.982758620689655
78336,53,91,-5.174825174825175
78642,60,88,8.73873873873874
78948,22,85,0.07894736842105263
79254,45,83,-0.16037735849056603
79560,68,74,-3.7767857142857144
79866,61,71,-10.12280701754386
80172,54,68,-2.4152542372881354
80478,46,59,-3.015748031496063
80784,39,32,-2.514705882352941
81090,62,30,18.895238095238096
81396,55,27,-7.203703703703703
81702,78,24,10.703703703703704
82008,85,21,2.891891891891892
82314,69,20,1.3303571428571428
82620,95,18,2.175438596491228
82926,0,17,2.9130434782608696
83232,7,8,-4.612903225806452
83538,14,5,4.91588785046729
83844,21,67,-4.081632653061225
84150,14,65,5.081818181818182
84456,7,25,3.517543859649123
84762,14,22,5.6
85068,21,84,-2.8466666666666667
85374,18,82,6.6415094339622645
85680,11,80,-3.349056603773585
85986,34,78,-2.1018518518518516
86292,31,76,-4.409090909090909
86598,24,74,-2.3392857142857144
86904,17,72,-2.719298245614035
87210,9,70,0.32142857142857145
87516,2,67,-2.7815126050420167
87822,97,65,0.5272727272727272
88128,90,66,7.111111111111111
88434,82,63,-2.061946902654867
88740,77,60,1.8782608695652174
89046,70,56,-5.073770491803279
89352,67,53,0.7592592592592593
89658,60,50,-2.626086956521739
89964,35,47,-8.338129496402878
90270,42,44,-5.077464788732394
90576,35,42,1.5642857142857143
90882,42,39,-4.190476190476191
91188,65,37,-2.2885906040268456
91494,72,34,-0.4407894736842105
91800,95,31,2.2838709677419353
92106,81,30,23.123809523809523
92412,74,27,-0.3611111111111111
92718,97,20,5.142857142857143
93024,21,21,-8.672043010752688
93330,5,19,16.38053097345133
93636,7,17,3.0956521739130434
93942,14,14,5.169491525423729
94248,0,76,-5.264462809917355
94554,95,67,2.4642857142857144
94860,88,66,-2.092436974789916
95166,80,64,-1.4196428571428572
95472,75,61,1.8717948717948718
95778,68,58,-2.9272727272727272
96084,63,55,-6.0
96390,56,52,-4.571428571428571
96696,52,49,-2.4390243902439024
97002,45,39,-3.6615384615384614
97308,68,30,-5.67948717948718
97614,61,27,13.13888888888889
97920,84,24,8.787037037037036
98226,91,18,1.631578947368421
98532,98,16,1.543103448275862
98838,3,14,2.6186440677966103
99144,10,11,-1.7272727272727273
99450,17,9,3.3962264150943398
99756,24,7,2.8190476190476192
100062,47,5,1.102803738317757
100368,54,23,-7.732984293193717
100674,77,14,7.364406779661017
100980,84,10,3.7459016393442623
101286,5,4,3.5945945945945947
101592,75,3,-2.36697247706422
101898,98,0,-0.23214285714285715
102204,3,100,-1.5350877192982457
102510,10,97,0.6581196581196581
102816,17,95,3.7196261682242993
103122,24,93,-0.49056603773584906
103428,68,91,-7.361111111111111
103734,75,88,0.6666666666666666
104040,37,85,-1.6403508771929824
104346,60,68,-2.884297520661157
104652,52,65,-2.5785123966942147
104958,45,55,-2.923076923076923
105264,38,46,-5.678832116788321
105570,45,43,0.11188811188811189
105876,52,34,-3.5723684210526314
106182,75,24,-1.2962962962962963
106488,82,21,21.243243243243242
106794,66,18,4.2631578947368425
107100,73,15,1.4957264957264957
107406,35,12,1.3833333333333333
107712,75,49,-6.523809523809524
108018,68,46,7.990909090909091
108324,75,43,-7.335664335664336
108630,82,40,0.2191780821917808
108936,89,37,0.9932885906040269
109242,96,36,-1.48
109548,4,37,-4.389162561576355
109854,11,85,1.035175879396985
110160,34,83,14.99056603773585
110466,57,81,-2.8095238095238093
110772,17,72,-0.40350877192982454
111078,9,90,6.392857142857143
111384,90,87,0.36607142857142855
111690,97,84,-2.965217391304348
111996,94,85,2.5398230088495577
112302,15,83,3.5660377358490565
112608,38,66,-5.525
112914,30,63,-4.983739837398374
113220,37,54,-1.4393939393939394
113526,30,37,-5.6689655172413795
113832,49,28,-5.7594936708860756
114138,74,22,18.19090909090909
114444,81,15,-0.8205128205128205
114750,43,12,4.933333333333334
115056,83,34,-6.759562841530054
115362,4,31,6.187096774193549
115668,92,49,4.872881355932203
115974,85,46,0.07272727272727272
116280,92,45,-5.148936170212766
116586,85,42,5.454545454545454
116892,92,41,-5.0344827586206895
117198,99,38,-2.777027027027027
117504,20,48,-2.0481283422459895
117810,13,39,13.08108108108108
118116,36,34,-12.296052631578947
118422,42,33,-1.908496732026144
118728,49,31,-3.8193548387096774
119034,35,25,17.618181818181817
119340,28,22,0.6
119646,35,84,-8.3
119952,32,81,10.194444444444445
120258,94,78,-3.6666666666666665
120564,91,76,0.2636363636363636
120870,84,64,2.5945945945945947
121176,79,3,5.6902654867256635
121482,0,0,5.651785714285714
121788,7,93,-0.71900826446281
122094,32,90,-2.541284403669725
122400,11,87,-0.08035714285714286
122706,18,85,-0.8333333333333334
123012,41,83,0.6886792452830188
123318,64,80,0.0
123624,71,77,-2.3944954128440368
123930,78,76,-2.463636363636364
124236,71,73,-2.1946902654867255
124542,64,72,-5.72972972972973
124848,56,69,-4.418803418803419
125154,60,66,-1.2416666666666667
125460,52,63,-3.4878048780487805
125766,59,60,-2.5634920634920637
126072,52,57,0.04878048780487805
126378,45,54,-5.484615384615385
126684,38,45,-6.240875912408759
126990,31,42,-6.541666666666667
127296,38,40,-0.1232876712328767
127602,45,37,-4.416107382550336
127908,52,28,0.2911392405063291
128214,77,25,34.504672897196265
128520,70,21,0.8738738738738738
128826,54,18,-2.3947368421052633
129132,61,9,2.967479674796748
129438,68,6,11.367924528301886
129744,75,3,4.862385321100917
130050,98,0,0.7410714285714286
130356,3,100,-1.1491228070175439
130662,10,97,1.0341880341880343
130968,17,95,2.196261682242991
131274,24,93,-1.471698113207547
131580,77,91,-2.6296296296296298
131886,84,87,1.625
132192,91,81,-0.05084745762711865
132498,51,79,-2.3738317757009346
132804,47,68,-2.9152542372881354
133110,39,86,-6.6911764705882355
133416,89,84,10.542857142857143
133722,86,83,7.283018867924528
134028,82,80,-3.7735849056603774
134334,89,77,-0.22935779816513763
134640,96,76,-0.02727272727272727
134946,89,84,1.2457627118644068
135252,8,83,7.037735849056604
135558,4,80,-3.8679245283018866
135864,11,58,-1.03125
136170,6,56,2.373913043478261
136476,3,54,-1.8898305084745763
136782,98,51,-0.25892857142857145
137088,8,49,-2.6496350364963503
137394,1,46,-0.03333333333333333
137700,8,47,-4.437185929648241
138006,15,44,5.894366197183099
138312,8,27,2.84070796460177
138618,31,24,-0.7407407407407407
138924,38,22,5.3090909090909095
139230,45,19,-0.168141592920354
139536,47,10,0.13934426229508196
139842,70,28,-7.158730158730159
140148,95,25,13.542056074766355
140454,88,24,-1.3796296296296295
140760,95,22,1.8454545454545455
141066,0,21,-1.3063063063063063
141372,86,12,-0.625
141678,24,9,2.0283018867924527
141984,31,7,-0.6666666666666666
142290,54,5,-1.1308411214953271
142596,61,98,-2.2327586206896552
142902,25,95,2.411214953271028
143208,32,93,-0.05660377358490566
143514,57,90,-3.2477064220183487
143820,36,81,-5.169491525423729
144126,98,72,1.5614035087719298
144432,90,70,-3.0
144738,83,67,0.6875
145044,76,64,-2.3275862068965516
145350,71,61,-2.6363636363636362
145656,64,60,-2.18018018018018
145962,57,57,-4.245762711864407
146268,50,48,-3.92
146574,43,70,-3.106060606060606
146880,36,68,2.805084745762712
147186,28,59,-4.818897637795276
147492,21,19,-7.6688311688311686
147798,23,17,17.156521739130437
148104,30,11,2.4049586776859506
148410,37,2,5.513274336283186
148716,44,87,-0.2755905511811024
149022,51,78,0.2809917355371901
149328,48,76,-0.8636363636363636
149634,41,59,-4.708661417322834
149940,34,90,-6.319148936170213
150246,13,88,14.702702702702704
150552,77,83,-3.5086206896551726
150858,73,79,3.9813084112149535
151164,69,77,-1.81651376146789
151470,76,75,-0.3063063063063063
151776,69,72,5.43859649122807
152082,61,70,-4.008771929824562
152388,54,67,-3.5294117647058822
152694,47,58,-5.1875
153000,40,76,-1.451851851851852
153306,33,59,3.2598425196850394
153612,26,57,-2.441860465116279
153918,19,54,-5.378787878787879
154224,12,45,13.392857142857142
154530,5,43,-0.5344827586206896
154836,12,42,-7.743055555555555
155142,19,40,-1.1849315068493151
155448,26,31,-3.0580645161290323
155754,12,28,18.065420560747665
156060,37,26,2.7830188679245285
156366,32,9,-5.032520325203252
156672,39,6,10.38679245283019
156978,46,4,-0.6851851851851852
157284,14,79,-8.748148148148148
157590,10,39,10.18018018018018
157896,33,37,-11.791946308724832
158202,40,35,-2.7218543046357615
158508,42,18,-2.7142857142857144
158814,49,16,21.25
159120,56,10,0.4098360655737705
159426,79,7,4.277777777777778
159732,0,4,5.898148148148148
160038,70,97,0.358974358974359
160344,77,94,3.0925925925925926
160650,84,92,0.9719626168224299
160956,80,86,-2.7857142857142856
161262,73,83,0.7075471698113207
161568,69,81,-3.933333333333333
161874,29,79,-1.691588785046729
162180,25,52,-3.888059701492537
162486,21,50,-5.345588235294118
162792,98,48,1.078125
163098,91,46,2.456896551724138
163404,98,44,-3.528169014084507
163710,91,42,6.137931034482759
164016,98,40,-4.267123287671233
164322,3,38,0.9391891891891891
164628,26,35,-3.006622516556291
164934,28,32,-1.4870129870129871
165240,51,94,4.706293706293707
165546,58,92,12.205607476635514
165852,54,83,-4.224137931034483
166158,50,74,-1.9821428571428572
166464,43,96,-4.946969696969697
166770,54,94,9.39047619047619
167076,61,85,-2.245614035087719
167382,84,82,2.1588785046728973
167688,77,76,4.9363636363636365
167994,70,74,-1.2857142857142858
168300,63,71,-4.223214285714286
168606,56,68,-9.05084745762712
168912,48,65,0.7024793388429752
169218,41,63,-4.040650406504065
169524,36,94,-3.273381294964029
169830,43,85,11.070175438596491
170136,66,83,3.2169811320754715
170442,62,80,-5.9245283018867925
170748,57,77,-1.7798165137614679
171054,64,68,0.4576271186440678
171360,56,65,-5.5966386554621845
171666,49,62,-4.346774193548387
171972,42,56,-3.9076923076923076
172278,39,54,-4.090909090909091
172584,32,52,-2.9776119402985075
172890,28,50,-3.25
173196,3,26,-9.2375
173502,100,23,36.862385321100916
173808,93,31,-1.2543859649122806
174114,79,26,3.7155963302752295
174420,74,23,8.880733944954128
174726,67,16,-2.3783783783783785
175032,74,13,1.226890756302521
175338,12,6,-6.174603174603175
175644,76,4,9.63888888888889
175950,44,1,0.8738738738738738
176256,51,101,4.495575221238938
176562,13,99,-1.0521739130434782
176868,36,94,-0.7222222222222222
177174,59,85,-5.12280701754386
177480,82,82,4.121495327102804
177786,75,79,1.514018691588785
178092,71,76,-1.1962616822429906
178398,64,75,-5.018018018018018
178704,57,72,-5.692982456140351
179010,49,63,-3.048780487804878
179316,44,57,-3.798449612403101
179622,37,55,-5.106870229007634
179928,30,15,-6.0
180234,94,6,9.158730158730158
180540,56,4,17.074074074074073
180846,24,1,0.3783783783783784
181152,47,101,-0.831858407079646
181458,9,17,-10.909638554216867
181764,11,14,13.398305084745763
182070,99,12,0.725
182376,37,10,2.8380952380952382
182682,60,72,-8.641379310344828
182988,52,69,0.017094017094017096
183294,37,59,-5.031496062992126
183600,30,19,-5.0344827586206895
183906,32,10,16.31967213114754
184212,55,8,4.364485981308412
184518,78,5,2.97196261682243
184824,85,2,1.3909090909090909
185130,38,1,2.4774774774774775
185436,61,101,0.17699115044247787
185742,23,98,-1.4482758620689655
186048,89,96,-1.3962264150943395
186354,100,95,6.3076923076923075
186660,5,1,-10.146464646464647
186966,28,0,21.776785714285715
187272,35,62,-4.3881578947368425
187578,28,59,-1.9291338582677164
187884,21,19,-5.746753246753247
188190,23,17,12.173913043478262
188496,25,15,1.017094017094017
188802,89,13,-1.4369747899159664
189108,27,12,6.183333333333334
189414,67,10,-0.22857142857142856
189720,90,7,0.6296296296296297
190026,11,5,0.719626168224299
190332,18,3,-0.5137614678899083
190638,41,1,0.7387387387387387
190944,64,32,-8.12087912087912
191250,87,29,13.99056603773585
191556,8,27,-1.0476190476190477
191862,31,24,-0.4166666666666667
192168,54,22,-0.6545454545454545
192474,77,13,-3.53781512605042
192780,15,11,1.0413223140495869
193086,22,9,6.037735849056604
193392,15,7,-5.104761904761904
193698,38,5,-1.794392523364486
194004,45,3,0.22935779816513763
194310,68,96,-4.271186440677966
194616,79,93,6.349056603773585
194922,2,91,3.7037037037037037
195228,25,21,-6.370786516853933
195534,9,19,6.486725663716814
195840,11,16,0.9396551724137931
196146,18,14,0.9322033898305084
196452,4,12,-1.9059829059829059
196758,44,10,1.1142857142857143
197064,67,8,1.0560747663551402
197370,90,5,2.635514018691589
197676,97,3,-1.9908256880733946
197982,94,4,0.21238938053097345
198288,62,2,-2.3545454545454545
198594,69,101,-0.8053097345132744
198900,31,99,-0.9391304347826087
199206,54,97,2.5619047619047617
199512,61,88,-3.008771929824561
199818,23,85,-0.16666666666666666
200124,46,83,-1.3962264150943395
200430,42,81,-2.2666666666666666
200736,2,79,-1.8504672897196262
201042,100,77,3.4018691588785046
201348,97,72,2.5636363636363635
201654,89,73,0.5508474576271186
201960,82,72,0.00909090909090909
202266,74,69,-1.811965811965812
202572,62,62,-3.8275862068965516
202878,55,59,-5.783333333333333
203184,48,56,-3.456692913385827
203490,45,54,-4.030769230769231
203796,38,45,-4.0583941605839415
204102,31,43,-3.5524475524475525
204408,38,41,-2.110344827586207
204714,45,39,-0.9047619047619048
205020,68,30,-0.7115384615384616
205326,61,27,19.37962962962963
205632,84,24,2.9074074074074074
205938,5,18,5.412280701754386
206244,28,17,3.8173913043478263
206550,30,79,-4.167741935483871
206856,26,70,3.1810344827586206
207162,19,68,-3.5254237288135593
207468,11,59,4.814159292035399
207774,4,57,-2.547008547008547
208080,99,55,2.4324324324324325
208386,92,53,0.0
208692,85,51,2.827272727272727
208998,73,50,-3.7563025210084033
209304,48,48,-7.861538461538461
209610,41,46,-2.5
209916,64,77,-10.914691943127963
210222,61,74,18.616071428571427
210528,54,71,-3.0608695652173914
210834,47,62,-4.774193548387097
211140,40,80,-5.792592592592593
211446,63,78,9.314814814814815
211752,60,69,-7.034782608695652
212058,48,66,-3.058333333333333
212364,36,64,-3.2295081967213113
212670,31,55,-6.809160305343512
212976,24,53,-5.458646616541353
213282,17,51,-3.562962962962963
213588,5,49,21.853448275862068
213894,100,48,-0.4727272727272727
214200,93,43,-0.38596491228070173
214506,100,41,-12.724137931034482
214812,5,36,-0.9733333333333334
215118,28,35,-3.2980132450331126
215424,30,33,-2.6209150326797386
215730,37,24,-4.796296296296297
216036,60,86,11.743243243243244
216342,8,83,30.141509433962263
216648,4,80,-4.19811320754717
216954,27,78,1.0092592592592593
217260,24,76,-6.4
217566,47,74,-0.08928571428571429
217872,40,92,-7.725925925925926
218178,36,90,10.46788990825688
218484,15,81,-4.97457627118644
218790,77,79,4.691588785046729
219096,73,77,1.2293577981651376
219402,70,75,-4.916666666666667
219708,64,72,-7.648648648648648
220014,56,69,-3.3162393162393164
220320,44,66,-3.975
220626,32,64,-2.1065573770491803
220932,27,62,-8.451612903225806
221238,20,60,-3.7777777777777777
221544,13,51,23.792792792792792
221850,1,46,-6.216666666666667
222156,24,44,-10.077464788732394
222462,17,42,-13.63888888888889
222768,24,40,1.0753424657534247
223074,31,38,0.3783783783783784
223380,54,36,-6.8
223686,77,27,3.358490566037736
223992,100,25,50.22429906542056
224298,93,20,1.1696428571428572
224604,17,18,0.7631578947368421
224910,40,16,0.06896551724137931
225216,47,14,2.559322033898305
225522,33,32,-9.147887323943662
225828,56,30,22.952380952380953
226134,49,27,-6.435185185185185
226440,72,21,5.252252252252252
226746,56,18,-10.078947368421053
227052,79,15,13.957264957264957
227358,41,13,3.4285714285714284
227664,81,44,-12.76842105263158
227970,74,42,20.220338983050848
228276,81,40,-7.36986301369863
228582,88,38,0.7094594594594594
228888,9,36,5.826666666666667
229194,32,33,-2.65359477124183
229500,39,31,-3.7225806451612904
229806,25,29,20.358490566037737
230112,48,27,0.7333333333333333
230418,71,25,5.345794392523365
230724,64,24,-7.712962962962963
231030,87,21,4.648648648648648
231336,71,19,1.008849557522124
231642,73,18,2.017543859649123
231948,96,16,0.07758620689655173
232254,1,24,-6.470873786407767
232560,24,22,12.809090909090909
232866,47,20,0.8660714285714286
233172,73,38,-6.928571428571429
233478,96,36,5.953333333333333
233784,17,44,-1.6
234090,10,42,11.27027027027027
234396,17,40,-5.787671232876712
234702,24,38,-2.972972972972973
235008,47,36,-4.6466666666666665
235314,70,54,-1.8647342995169083
235620,63,51,11.589285714285714
235926,51,48,-5.411290322580645
236232,44,46,-4.137404580152672
236538,67,44,-4.140845070422535
236844,60,41,5.356521739130435
237150,67,38,-9.006756756756756
237456,90,35,0.9668874172185431
237762,92,33,2.823529411764706
238068,99,31,1.1225806451612903
238374,85,29,17.669811320754718
238680,6,28,7.605769230769231
238986,31,26,-1.169811320754717
239292,26,24,-0.25
239598,49,22,-0.07272727272727272
239904,72,16,0.8706896551724138
240210,79,13,1.3697478991596639
240516,17,11,-2.479338842975207
240822,24,93,1.2419354838709677
241128,21,91,-2.824074074074074
241434,44,89,-0.06363636363636363
241740,37,87,-4.482142857142857
242046,34,70,-3.0387596899224807
242352,27,68,-2.7203389830508473
242658,19,66,-3.7666666666666666
242964,11,57,4.336283185840708
243270,4,55,-0.2905982905982906
243576,99,53,5.297297297297297
243882,92,51,-0.8173913043478261
244188,80,49,1.017391304347826
244494,73,46,-1.680672268907563
244800,96,44,-3.9859154929577465
245106,89,52,8.703389830508474
245412,85,51,0.5233644859813084
245718,73,50,-4.19327731092437
246024,48,48,-5.276923076923077
246330,41,46,-3.2313432835820897
246636,64,77,-8.327014218009479
246942,61,74,17.205357142857142
247248,54,71,0.28695652173913044
247554,47,62,-5.588709677419355
247860,40,80,-6.674074074074074
248166,63,81,-9.091787439613526
248472,23,78,31.61111111111111
248778,20,76,-4.545454545454546
249084,13,67,2.72972972972973
249390,6,62,-0.8782608695652174
249696,101,50,-2.3278688524590163
250002,76,57,2.236641221374046
250308,69,54,1.983739837398374
250614,62,52,-1.9026548672566372
250920,58,49,-4.367521367521367
251226,51,40,-3.596774193548387
251532,58,38,-7.635135135135135
251838,81,29,0.3885350318471338
252144,2,27,28.504761904761907
252450,25,25,2.149532710280374
252756,18,23,0.3486238532110092
253062,41,21,0.25225225225225223
253368,25,52,-10.393333333333333
253674,21,50,4.132352941176471
253980,98,48,1.5234375
254286,91,46,2.7241379310344827
254592,12,44,0.9507042253521126
254898,5,42,5.982758620689655
255204,12,44,-6.797979797979798
255510,5,42,11.75
255816,12,41,-2.503448275862069
256122,19,39,-2.7346938775510203
256428,7,30,4.632478632478633
256734,0,27,0.8981481481481481
257040,23,18,0.3157894736842105
257346,46,16,6.137931034482759
257652,69,14,-0.3389830508474576
257958,55,12,-2.9916666666666667
258264,95,9,5.330188679245283
258570,88,8,0.14423076923076922
258876,9,6,0.7924528301886793
259182,73,3,-1.6972477064220184
259488,70,1,-1.3055555555555556
259794,93,100,-0.8859649122807017
260100,85,98,0.31896551724137934
260406,49,97,0.2857142857142857
260712,42,91,-4.684684684684685
261018,65,89,3.4
261324,58,86,-4.265486725663717
261630,6,77,4.526785714285714
261936,3,75,-0.17117117117117117
262242,99,72,1.054054054054054
262548,91,70,-3.956896551724138
262854,70,68,-1.9406779661016949
263160,62,65,-2.327433628318584
263466,55,62,-5.783333333333333
263772,48,59,-4.346456692913386
264078,41,57,-5.124031007751938
264384,34,54,-3.6742424242424243
264690,27,52,-0.5
264996,23,50,-5.625
265302,100,48,-3.3043478260869565
265608,93,43,11.447368421052632
265914,100,41,-8.537931034482758
266220,5,36,-3.026666666666667
266526,28,35,-2.4768211920529803
266832,30,33,-1.3006535947712419
267138,37,24,-2.771604938271605
267444,60,7,22.92
267750,83,4,13.00925925925926
268056,51,2,7.3
268362,39,0,1.8571428571428572
268668,46,100,4.4298245614035086
268974,38,98,-4.706896551724138
269280,2,96,2.1320754716981134
269586,95,94,-0.10476190476190476
269892,16,93,2.1320754716981134
270198,2,91,1.5925925925925926
270504,25,89,3.9454545454545453
