step_time,gneJ00_offset,gneJ9_offset,queue_sum
468180,99,39,29.3
468792,99,16,29.7
469404,99,12,32.7
470016,100,7,28.3
470628,101,5,29.0
471240,101,5,35.7
471852,101,5,33.3
472464,101,5,32.0
473076,101,5,31.3
473688,2,5,29.0
474300,2,5,34.0
474912,3,5,31.7
475524,4,5,29.3
476136,4,5,36.7
476748,4,5,34.7
477360,4,5,31.3
477972,4,5,37.0
478584,4,5,32.3
479196,4,5,31.7
479808,6,5,30.7
480420,6,5,35.0
481032,6,5,33.7
481644,6,5,32.3
482256,6,5,31.3
482868,6,4,33.0
483480,6,3,35.0
484092,6,3,35.3
484704,6,3,36.3
485316,6,3,34.3
485928,6,3,33.0
486540,6,3,33.3
487152,7,3,29.3
487764,8,3,29.3
488376,12,1,28.3
488988,15,0,26.3
489600,18,0,24.7
490212,20,101,22.7
490824,101,97,28.7
491436,5,92,28.0
492048,99,76,29.0
492660,6,72,26.0
493272,80,68,28.0
493884,10,64,23.7
494496,84,63,29.0
495108,8,62,25.7
495720,80,60,30.0
496332,10,59,23.7
496944,83,58,29.7
497556,4,56,25.0
498168,87,48,31.7
498780,0,44,25.0
499392,90,11,28.0
500004,1,4,29.3
500616,3,98,27.3
501228,3,46,24.7
501840,89,36,28.0
502452,95,15,27.0
503064,2,7,30.0
503676,3,0,28.3
504288,8,94,28.0
504900,3,84,27.7
505512,1,2,27.3
506124,2,98,28.3
506736,2,11,28.0
507348,3,7,28.7
507960,3,4,34.7
508572,4,4,28.0
509184,5,4,31.3
509796,5,4,35.3
510408,5,4,32.0
511020,5,2,36.5
511632,5,0,36.0
512244,5,99,37.3
512856,0,81,27.3
513468,98,92,27.0
514080,2,92,30.0
514692,2,40,23.0
515304,90,40,26.0
515916,100,40,24.3
516528,2,25,27.3
517140,100,25,24.7
517752,7,49,20.0
518364,89,49,30.0
518976,2,48,22.3
519588,83,46,29.7
520200,2,46,24.7
520812,87,46,27.3
521424,3,46,23.3
522036,84,46,29.3
522648,3,46,21.7
523260,81,46,34.0
