step_time,gneJ00_offset,gneJ9_offset,reward
22950,56,24,3.2936507936507935
23256,18,100,-3.515151515151515
23562,101,84,1.5
23868,78,30,-1.992063492063492
24174,87,43,-6.708333333333333
24480,26,56,3.207865168539326
24786,84,94,1.3026315789473684
25092,58,72,2.1136363636363638
25398,90,29,-6.782857142857143
25704,80,23,11.718181818181819
26010,24,69,-4.429447852760736
26316,39,29,-2.8114285714285714
26622,0,8,4.816
26928,68,91,-0.023809523809523808
27234,30,79,-1.432
27540,19,39,5.6521739130434785
27846,97,15,-0.3228346456692913
28152,15,25,-0.8148148148148148
28458,8,52,10.26126126126126
28764,50,64,-4.152046783625731
29070,3,65,-1.94
29376,89,87,3.0
29682,67,28,-2.204379562043796
29988,61,40,-1.048951048951049
30294,1,51,-7.104477611940299
30600,80,85,10.062992125984252
30906,58,22,-4.321917808219178
31212,57,4,-0.3412698412698413
31518,63,96,2.12396694214876
31824,95,15,-9.518518518518519
32130,57,65,9.380952380952381
32436,62,82,-9.450892857142858
32742,49,72,14.93939393939394
33048,11,6,-1.7605633802816902
33354,45,33,3.414772727272727
33660,2,46,1.8783783783783783
33966,79,19,4.7421875
34272,29,91,-2.7943262411347516
34578,91,0,-0.8137931034482758
34884,26,12,0.8595505617977528
35190,10,66,7.911290322580645
35496,54,96,-2.281437125748503
35802,6,98,-3.1565656565656566
36108,90,6,4.0534351145038165
36414,28,32,-1.2556818181818181
36720,35,45,-2.5223880597014925
37026,84,71,-1.8273809523809523
37332,93,66,5.521739130434782
37638,92,61,3.830357142857143
37944,40,81,-1.7621951219512195
38250,26,42,4.67741935483871
38556,38,55,-4.746192893401015
38862,55,18,-0.9139784946236559
39168,18,78,3.1103896103896105
39474,91,64,3.1503759398496243
39780,26,54,-1.0933333333333333
40086,46,1,-2.289473684210526
40392,77,61,-1.0342465753424657
40698,85,66,-3.7963800904977374
41004,42,9,5.938271604938271
41310,74,26,-3.151685393258427
41616,63,77,3.9858156028368796
41922,73,98,-6.048076923076923
42228,40,101,3.7865853658536586
42534,43,27,-1.0112994350282485
42840,27,1,11.0
43146,83,75,-4.416666666666667
43452,87,18,-4.102150537634409
43758,1,89,6.839160839160839
44064,87,4,3.7583333333333333
44370,81,98,-3.9495798319327733
44676,11,91,-2.0
44982,15,9,-3.882051282051282
45288,56,1,14.31578947368421
45594,75,63,-8.319444444444445
45900,43,22,1.1801242236024845
46206,22,40,6.7421875
46512,63,18,2.507575757575758
46818,91,17,-0.5752212389380531
47124,12,9,-1.421487603305785
47430,59,46,-1.3950617283950617
47736,21,27,-0.34146341463414637
48042,75,86,2.2465753424657535
48348,40,25,-3.707317073170732
48654,32,81,6.415254237288136
48960,25,28,0.7321428571428571
49266,81,15,0.22033898305084745
49572,1,42,-7.404494382022472
49878,82,11,4.272
50184,92,17,-5.86
50490,26,92,10.785714285714286
50796,22,33,2.2142857142857144
51102,90,70,-3.308219178082192
51408,14,57,-2.17687074829932
51714,30,97,0.6178010471204188
52020,74,23,0.037037037037037035
52326,80,34,-2.3838383838383836
52632,22,92,2.29375
52938,24,45,2.79874213836478
53244,88,11,-4.287769784172662
53550,27,60,3.343949044585987
53856,94,42,-1.8661971830985915
54162,18,58,-0.26344086021505375
54468,26,70,1.0757575757575757
54774,39,41,-2.478527607361963
55080,28,53,9.729508196721312
55386,87,31,-7.0
55692,6,87,-1.6303030303030304
55998,58,62,6.71830985915493
56304,23,6,-3.2044198895027622
56610,73,29,2.1104294478527605
56916,14,101,-1.3507462686567164
57222,13,1,7.688679245283019
57528,1,83,-3.5847457627118646
57834,1,77,-6.0
58140,65,21,-1.3169014084507042
58446,75,73,0.6792452830188679
58752,19,73,-15.275675675675675
59058,89,21,23.696296296296296
59364,53,58,-0.6887417218543046
59670,26,96,-2.550561797752809
59976,17,69,7.47008547008547
60282,18,29,-2.302857142857143
60588,66,49,2.7025316455696204
60894,34,92,-4.975460122699387
61200,6,91,7.752212389380531
61506,63,90,-1.263157894736842
61812,4,28,-5.267045454545454
62118,6,66,5.485207100591716
62424,63,59,-1.896551724137931
62730,22,47,-1.5541401273885351
63036,25,73,2.3966480446927374
63342,29,51,1.0065359477124183
63648,60,56,-2.772727272727273
63954,59,8,-4.0137931034482754
64260,45,25,-0.1509433962264151
64566,74,1,4.310077519379845
64872,91,8,-10.246231155778894
65178,72,85,9.06060606060606
65484,81,27,-6.926553672316384
65790,13,31,2.4293193717277486
66096,22,5,8.151724137931035
66402,93,47,3.839160839160839
66708,44,45,11.552380952380952
67014,71,92,-10.83125
67320,12,65,6.151079136690647
67626,82,40,-2.0
67932,47,82,-3.611464968152866
68238,6,72,3.0454545454545454
68544,6,10,-0.4639175257731959
68850,32,39,4.02808988764045
69156,62,53,-4.367231638418079
69462,33,17,0.10526315789473684
69768,71,3,6.31496062992126
70074,52,70,-2.5170068027210886
70380,76,63,-4.127659574468085
70686,99,36,-1.7083333333333333
70992,66,86,2.4130434782608696
71298,39,86,-15.884848484848485
71604,89,84,22.783333333333335
71910,4,63,-0.6666666666666666
72216,32,26,-0.5955056179775281
72522,49,36,1.605263157894737
72828,37,91,7.568965517241379
73134,55,69,-2.933333333333333
73440,37,90,-4.167664670658683
73746,100,30,0.6907894736842105
74052,72,0,1.9696969696969697
74358,23,95,4.857142857142857
74664,21,59,2.734513274336283
74970,43,97,-4.077720207253886
75276,66,5,-3.204301075268817
75582,45,54,2.0125786163522013
75888,89,73,-4.9079754601226995
76194,58,14,6.02054794520548
76500,20,65,0.8193548387096774
76806,37,9,-0.9692307692307692
77112,10,68,2.9785714285714286
77418,101,57,1.3166666666666667
77724,48,82,-3.173076923076923
78030,32,17,7.975206611570248
78336,95,76,-2.326388888888889
78642,32,78,-1.686046511627907
78948,13,11,3.3306451612903225
79254,91,49,-1.523076923076923
79560,28,29,1.8548387096774193
79866,28,90,-0.7310344827586207
80172,42,79,1.52
80478,58,96,-5.474226804123711
80784,33,61,5.783216783216783
81090,35,62,-2.3970588235294117
81396,27,45,4.528455284552845
81702,85,60,-2.390728476821192
82008,40,92,-1.774390243902439
82314,26,20,6.282258064516129
82620,27,0,-1.853846153846154
82926,87,10,-3.684563758389262
83232,85,21,-1.184873949579832
83538,60,73,0.7222222222222222
83844,23,33,-4.309941520467836
84150,75,26,12.008064516129032
84456,22,12,-3.8813559322033897
84762,80,32,-1.6474358974358974
85068,79,3,-3.296
85374,99,84,0.23308270676691728
85680,72,95,0.8863636363636364
85986,4,84,-1.9916666666666667
86292,61,36,3.9
86598,56,25,2.712
86904,73,53,-6.804469273743017
87210,65,35,2.179856115107914
87516,52,58,-2.5592105263157894
87822,99,53,-2.2980132450331126
88128,83,12,2.7355371900826446
88434,55,52,0.42953020134228187
88740,74,96,-9.652380952380952
89046,68,67,12.772058823529411
89352,82,4,-8.415
89658,50,51,10.357142857142858
89964,91,22,-6.536585365853658
90270,69,13,15.145299145299145
90576,54,7,-0.5675675675675675
90882,58,22,-7.630769230769231
91188,38,66,0.21686746987951808
91494,79,77,-2.433526011560694
91800,1,77,-15.807881773399014
92106,55,31,25.93421052631579
92412,100,43,-8.12621359223301
92718,77,100,11.181102362204724
93024,28,21,-0.8352272727272727
93330,12,85,15.065573770491802
93636,37,48,-2.0833333333333335
93942,63,93,-6.987654320987654
94248,63,92,8.089285714285714
94554,63,78,-1.619047619047619
94860,67,73,7.32824427480916
95166,31,76,1.7745664739884393
95472,68,6,-1.9821428571428572
95778,92,91,1.7777777777777777
96084,32,4,-2.191860465116279
96390,97,27,4.0
96696,72,27,-0.8863636363636364
97002,87,1,0.18604651162790697
97308,101,10,-1.1827411167512691
97614,56,2,2.84070796460177
97920,92,94,-0.23008849557522124
98226,45,50,0.7597402597402597
98532,46,56,-3.8944723618090453
98838,43,30,13.785046728971963
99144,39,39,0.2072072072072072
99450,38,60,-0.29464285714285715
99756,17,45,-5.7293233082706765
100062,63,95,-2.229299363057325
100368,39,86,-0.03389830508474576
100674,64,10,-5.26595744680851
100980,93,58,3.509433962264151
101286,54,41,2.2333333333333334
101592,39,12,-1.2318840579710144
101898,7,70,1.1818181818181819
102204,76,44,1.4137931034482758
102510,67,90,-4.065693430656935
102816,17,52,1.8092105263157894
103122,13,97,12.275229357798166
103428,67,74,-5.7846153846153845
103734,28,52,-3.1315789473684212
104040,89,96,-2.9115646258503403
104346,69,24,2.696296296296296
104652,36,4,-3.484126984126984
104958,72,30,-2.088888888888889
105264,98,54,-1.9337016574585635
105570,49,26,3.1870967741935483
105876,98,36,-0.5477707006369427
106182,49,9,2.1773049645390072
106488,101,49,-4.357142857142857
106794,63,56,9.71631205673759
107100,89,40,-5.530487804878049
107406,71,14,3.3909774436090228
107712,4,28,-4.479166666666667
108018,29,16,18.145299145299145
108324,55,62,-3.911764705882353
108630,84,67,-3.8333333333333335
108936,91,36,2.0654761904761907
109242,6,73,2.983240223463687
109548,93,5,0.5703125
109854,25,56,0.515527950310559
110160,77,64,-2.509433962264151
110466,36,21,-2.6607142857142856
110772,79,44,-0.2832369942196532
111078,27,6,1.8958333333333333
111384,76,18,1.98125
111690,70,37,0.8208955223880597
111996,2,75,-4.621468926553672
112302,98,23,10.082568807339449
112608,79,94,-7.2
112914,91,33,-2.415204678362573
113220,88,90,1.7155172413793103
113526,68,99,-1.8529411764705883
113832,75,36,-3.1845238095238093
114138,34,4,1.4452054794520548
114444,67,34,-0.1511627906976744
114750,57,86,-2.510204081632653
115056,14,20,-1.076086956521739
115362,50,82,15.76
115668,29,70,1.5564516129032258
115974,64,47,-7.350318471337579
116280,61,68,0.4405594405594406
116586,76,54,-2.2733333333333334
116892,43,76,0.937888198757764
117198,74,70,-0.31343283582089554
117504,100,41,-5.171779141104294
117810,21,83,2.899408284023669
118116,2,80,7.798387096774194
118422,15,82,-1.0260416666666667
118728,99,94,7.680327868852459
119034,46,27,-1.4113924050632911
119340,64,55,-6.954802259887006
119646,90,33,1.2923976608187135
119952,35,96,0.1346153846153846
120258,42,0,1.8627450980392157
120564,65,26,-2.4861878453038675
120870,12,84,3.2094594594594597
121176,54,58,3.7465753424657535
121482,79,52,-6.125
121788,71,38,3.037593984962406
122094,58,54,0.7054794520547946
122400,10,70,-6.546391752577319
122706,57,93,6.75
123012,76,16,-2.515957446808511
123318,78,97,7.059259259259259
123624,40,38,-1.9817073170731707
123930,9,44,2.9858156028368796
124236,58,94,-3.9177215189873418
124542,83,91,4.274336283185841
124848,57,51,-2.251700680272109
125154,32,91,-3.2674418604651163
125460,42,100,0.8629441624365483
125766,44,27,2.4237288135593222
126072,29,41,5.132231404958677
126378,67,1,-5.241610738255034
126684,73,24,-2.8524590163934427
126990,94,51,2.2209944751381214
127296,44,45,1.3522012578616351
127602,31,93,8.361344537815127
127908,38,43,-1.7763975155279503
128214,10,47,-1.65
128520,0,8,-1.8991596638655461
128826,62,46,-1.0206896551724138
129132,94,54,-5.47979797979798
129438,29,74,6.011428571428572
129744,72,81,-1.6951219512195121
130050,11,53,1.7417218543046358
130356,95,32,-0.5714285714285714
130662,95,68,-14.478260869565217
130968,8,74,12.443877551020408
131274,94,44,4.244094488188976
131580,67,90,-7.029197080291971
131886,69,58,0.863013698630137
132192,94,43,-2.9627329192546585
132498,4,68,5.086956521739131
132804,27,77,0.979381443298969
133110,11,32,3.178861788617886
133416,42,99,0.49019607843137253
133722,90,72,-5.234848484848484
134028,2,15,-1.417989417989418
134334,82,101,1.3781512605042017
134640,19,70,-0.4552238805970149
134946,25,8,-4.066326530612245
135252,45,80,10.087591240875913
135558,14,69,-2.259259259259259
135864,36,63,-1.049645390070922
136170,93,57,-6.503401360544218
136476,5,75,0.05025125628140704
136782,87,1,4.17910447761194
137088,70,30,1.455223880597015
137394,79,11,7.139344262295082
137700,62,34,-5.676056338028169
138006,80,90,-9.074074074074074
138312,51,72,13.636363636363637
138618,6,65,-5.64748201438849
138924,62,88,1.7358490566037736
139230,15,35,1.6568047337278107
139536,38,50,1.5737704918032787
139842,69,56,-4.2349726775956285
140148,25,77,2.1284916201117317
140454,59,20,-0.05084745762711865
140760,94,70,-1.8703703703703705
141066,93,13,3.3513513513513513
141372,14,46,0.40229885057471265
141678,21,2,1.1689189189189189
141984,36,94,7.743362831858407
142290,51,34,-3.088235294117647
142596,49,67,-7.780645161290322
142902,6,35,2.2108843537414966
143208,59,5,5.248275862068965
143514,58,63,-1.7534246575342465
143820,89,12,-8.145833333333334
144126,79,45,9.088
144432,76,22,-4.734375
144738,11,47,-5.92972972972973
145044,89,64,16.863636363636363
145350,68,65,-3.3676470588235294
145656,48,20,-4.923076923076923
145962,14,1,6.162790697674419
146268,51,95,10.794642857142858
146574,68,49,-6.490322580645161
146880,65,34,3.6638655462184873
147186,33,32,-1.5423728813559323
147492,32,1,4.371428571428571
147798,77,33,-5.7407407407407405
148104,90,71,-2.9889502762430937
148410,84,74,11.108333333333333
148716,39,59,-4.255172413793104
149022,94,89,-6.018987341772152
149328,6,6,2.4343434343434343
149634,33,2,13.548672566371682
149940,101,18,-5.594202898550725
150246,99,14,0.2
150552,39,6,4.598214285714286
150858,30,35,-2.158333333333333
151164,30,63,-2.582010582010582
151470,89,1,-0.013605442176870748
151776,64,66,3.142857142857143
152082,76,35,-4.982248520710059
152388,10,66,1.6989247311827957
152694,67,19,0.5064935064935064
153000,7,19,-3.49746192893401
153306,86,40,9.133333333333333
153612,28,58,-2.9545454545454546
153918,23,65,8.72972972972973
154224,5,70,0.35658914728682173
154530,69,87,-5.401315789473684
154836,51,82,1.0163934426229508
155142,26,79,-2.736
155448,59,75,3.7209302325581395
155754,26,37,-3.2994011976047903
156060,37,49,0.07035175879396985
156366,48,5,7.25
156672,3,95,-6.344262295081967
156978,96,93,0.0
157284,91,56,0.05309734513274336
157590,15,60,-3.0793650793650795
157896,42,21,3.3128491620111733
158202,99,46,-1.2941176470588236
158508,26,57,0.6685393258426966
158814,50,96,-0.5053763440860215
159120,74,2,-4.685082872928176
159426,16,58,4.912751677852349
159732,20,96,0.7611940298507462
160038,83,22,-0.20915032679738563
160344,63,69,0.6595744680851063
160650,100,60,-3.201388888888889
160956,48,46,-0.4935897435897436
161262,58,82,-2.7470588235294118
161568,69,79,2.904
161874,41,45,-0.7169811320754716
162180,95,74,-1.0573248407643312
162486,50,99,4.311688311688312
162792,11,19,2.8450704225352115
163098,46,96,4.573529411764706
163404,16,95,-5.63302752293578
163710,29,23,-1.5469613259668509
164016,74,28,4.882716049382716
164322,89,1,-4.553030303030303
164628,58,74,0.22556390977443608
164934,90,83,-9.662037037037036
165240,19,16,7.405405405405405
165546,44,16,2.5555555555555554
165852,72,62,-0.9411764705882353
166158,36,52,1.0328947368421053
166464,37,99,-2.743961352657005
166770,79,7,0.6184971098265896
167076,3,43,3.603448275862069
167382,59,21,5.612403100775194
167688,45,47,-6.666666666666667
167994,73,17,1.481203007518797
168300,64,23,-2.0428571428571427
168606,46,70,-3.8734177215189876
168912,99,90,-1.7516339869281046
169218,8,61,7.916083916083916
169524,80,99,-0.6666666666666666
169830,20,84,1.975
170136,90,41,0.18493150684931506
170442,8,39,7.8558558558558556
170748,67,42,-2.207792207792208
171054,12,79,-7.416184971098266
171360,22,42,3.4691358024691357
171666,39,92,0.8625
171972,17,57,3.774436090225564
172278,8,60,4.7894736842105265
172584,77,101,-6.854166666666667
172890,88,74,-0.46923076923076923
173196,62,43,-1.0352112676056338
173502,97,74,-5.151685393258427
173808,86,15,5.406779661016949
174114,93,87,-0.9398496240601504
174420,52,26,-0.8223684210526315
174726,70,74,0.006329113924050633
175032,36,19,-1.5714285714285714
175338,84,33,1.3511904761904763
175644,47,13,1.6569343065693432
175950,95,52,-3.254777070063694
176256,50,92,5.175324675324675
176562,68,17,-1.9839572192513368
176868,21,63,1.2248520710059172
177174,85,81,2.3112582781456954
177480,76,46,0.671875
177786,74,79,-2.6
178092,69,18,-3.7111111111111112
178398,49,93,-1.158273381294964
178704,89,92,1.6607142857142858
179010,64,53,-3.5428571428571427
179316,2,58,-8.663366336633663
179622,48,85,6.566037735849057
179928,37,10,17.663793103448278
180234,83,5,-1.3363636363636364
180540,101,53,-5.670731707317073
180846,61,18,1.2797202797202798
181152,20,88,0.8472222222222222
181458,84,65,1.4676258992805755
181764,16,97,-5.223404255319149
182070,38,27,7.621468926553672
182376,60,70,0.5061728395061729
182682,60,46,-10.60126582278481
182988,93,85,2.035928143712575
183294,61,79,12.328
183600,51,80,-4.2745098039215685
183906,53,51,3.477124183006536
184212,18,12,-7.306451612903226
184518,21,95,12.434426229508198
184824,81,83,0.3140495867768595
185130,99,71,-4.834586466165414
185436,38,94,-0.6807228915662651
185742,24,52,9.238095238095237
186048,42,45,-5.352201257861635
186354,64,3,2.857142857142857
186660,16,8,-2.978723404255319
186966,61,22,3.61875
187272,99,90,-3.035211267605634
187578,49,23,-0.896774193548387
187884,23,67,8.892307692307693
188190,12,66,-2.7459016393442623
188496,87,95,-3.470149253731343
188802,1,48,-1.8012820512820513
189108,81,60,5.7063492063492065
189414,67,20,-6.043795620437956
189720,43,63,-3.8944099378881987
190026,28,66,10.663934426229508
190332,20,98,2.789473684210526
190638,48,67,-1.3503649635036497
190944,87,14,-9.898809523809524
191250,75,0,8.966101694915254
191556,30,74,1.2406015037593985
191862,91,20,-3.9655172413793105
192168,47,28,5.063694267515924
192474,46,73,4.375
192780,101,3,-10.072847682119205
193086,25,34,4.558659217877095
193392,38,69,-4.6775956284153
193698,80,73,0.8023255813953488
194004,62,94,0.19718309859154928
194310,95,47,0.4012738853503185
194616,60,11,3.856115107913669
194922,38,34,-5.240963855421687
195228,39,23,8.275590551181102
195534,100,15,2.8260869565217392
195840,9,62,-5.1455696202531644
196146,13,19,0.8756756756756757
196452,73,14,6.275862068965517
196758,32,69,-2.4172185430463577
197064,19,73,7.110169491525424
197370,16,56,1.4622641509433962
197676,57,92,-6.987804878048781
197982,79,89,1.1391304347826088
198288,79,36,-14.851190476190476
198594,50,97,10.551948051948052
198900,25,17,11.171875
199206,52,91,0.3049645390070922
199512,46,38,-6.89873417721519
199818,68,101,-0.9801324503311258
200124,14,96,6.046296296296297
200430,90,12,-0.183206106870229
200736,31,78,3.4532374100719423
201042,36,39,0.7151515151515152
201348,66,83,-6.816568047337278
201654,76,79,5.792
201960,99,39,-5.696969696969697
202266,58,67,3.6506849315068495
202572,91,66,-5.8478260869565215
202878,19,38,1.3072289156626506
203184,14,45,13.75
203490,20,87,-4.260606060606061
203796,31,92,-1.3170731707317074
204102,54,19,1.8956043956043955
204408,74,99,1.0676691729323309
204714,55,68,0.6764705882352942
205020,78,29,-7.011428571428572
205326,35,62,2.224852071005917
205632,61,76,-4.408376963350785
205938,99,19,1.7837837837837838
206244,60,10,9.783333333333333
206550,18,85,-4.5
206856,92,41,1.621212121212121
207162,42,77,1.0123456790123457
207468,23,47,4.354330708661418
207774,92,17,-1.3233082706766917
208080,30,22,-1.5402298850574712
208386,81,79,0.2222222222222222
208692,50,59,0.05517241379310345
208998,84,75,-6.43859649122807
209304,29,60,6.951388888888889
209610,10,13,1.403225806451613
209916,78,97,0.7886178861788617
210222,33,38,-2.644578313253012
210528,0,65,5.627737226277373
210834,85,89,-2.737704918032787
211140,81,96,-5.3983739837398375
211446,47,21,-0.20382165605095542
211752,52,21,-2.21
212058,33,0,4.615384615384615
212364,26,13,5.288288288288288
212670,21,45,0.7876106194690266
212976,61,36,0.3508771929824561
213282,38,32,-0.576271186440678
213588,82,73,-8.305882352941177
213894,8,42,3.5308641975308643
214200,60,47,4.60248447204969
214506,48,66,-5.576923076923077
214812,12,100,6.26241134751773
215118,4,56,5.0
215424,37,78,-1.9565217391304348
215730,44,15,-1.6296296296296295
216036,71,28,-2.2209944751381214
216342,37,73,1.7160493827160495
216648,62,91,-5.957894736842105
216954,40,32,4.5
217260,18,94,0.015151515151515152
217566,62,69,3.237037037037037
217872,71,40,-7.25
218178,17,76,1.9204545454545454
218484,97,55,8.755905511811024
218790,47,95,-1.0509554140127388
219096,6,96,-1.4375
219402,60,18,-0.34782608695652173
219708,28,32,0.36363636363636365
220014,12,94,0.5491803278688525
220320,75,7,-1.0136986301369864
220626,17,53,0.9024390243902439
220932,81,84,1.6783216783216783
221238,50,15,-2.4155844155844157
221544,100,17,-0.7290322580645161
221850,59,17,2.5310344827586206
222156,34,30,-2.5823529411764707
222462,11,0,3.3968253968253967
222768,65,62,-0.7103448275862069
223074,48,4,-3.3076923076923075
223380,33,0,9.452173913043477
223686,5,8,-2.6818181818181817
223992,8,86,-1.0305343511450382
224298,99,19,-0.8360655737704918
224604,6,73,0.44025157232704404
224910,46,81,0.18285714285714286
225216,37,36,5.672566371681416
225522,56,39,-5.9438775510204085
225828,75,51,-3.63681592039801
226134,21,88,2.0054644808743167
226440,45,91,3.6910994764397906
226746,29,49,7.545454545454546
227052,12,7,-6.450819672131147
227358,72,30,0.5503355704697986
227664,6,94,0.41843971631205673
227970,68,21,-1.8104575163398693
228276,18,48,-1.9673913043478262
228582,58,70,2.1867469879518073
228888,97,45,-2.6792452830188678
229194,48,68,5.326923076923077
229500,21,98,2.0984848484848486
229806,12,26,-0.7131147540983607
230112,92,37,1.441860465116279
230418,62,64,-2.2464788732394365
230724,37,12,-6.754491017964072
231030,32,28,9.466101694915254
231336,47,52,-3.9562841530054644
231642,18,86,6.696969696969697
231948,83,98,-3.893617021276596
232254,83,55,-12.523489932885907
232560,76,1,11.40625
232866,100,2,-3.180487804878049
233172,88,49,10.03448275862069
233478,16,97,-7.139240506329114
233784,47,89,16.217391304347824
234090,80,52,-10.19078947368421
234396,47,17,2.821656050955414
234702,64,84,1.2297297297297298
235008,39,100,1.393939393939394
235314,16,96,-0.07407407407407407
235620,7,43,7.339285714285714
235926,31,100,-5.3881578947368425
236232,75,1,-1.15527950310559
236538,83,76,-0.9618320610687023
236844,20,38,1.1204819277108433
237150,33,15,4.0814814814814815
237456,92,75,-5.048275862068966
237762,81,93,0.24390243902439024
238068,71,50,-1.3383458646616542
238374,84,65,-7.563157894736842
238680,1,47,4.1847133757961785
238986,30,50,2.76271186440678
239292,50,19,2.828358208955224
239598,61,94,4.6521739130434785
239904,76,86,-0.8220338983050848
240210,41,36,-1.2085889570552146
240516,83,23,2.9763779527559056
240822,33,6,-0.12096774193548387
241128,8,95,-2.9672131147540983
241434,79,79,-0.192
241740,7,54,-1.0533333333333332
242046,97,84,2.975806451612903
242352,52,21,0.07894736842105263
242658,2,89,-2.6153846153846154
242964,72,61,0.08148148148148149
243270,96,71,-1.9
243576,88,54,5.224137931034483
243882,87,78,-6.068376068376068
244188,67,55,-2.9197080291970803
244494,83,77,-7.3991031390134525
244800,10,46,6.120253164556962
245106,16,41,17.119266055045873
245412,60,33,2.4615384615384617
245718,71,72,-8.355555555555556
246024,39,72,-7.1454545454545455
246330,10,94,16.4
246636,75,73,1.0534351145038168
246942,45,70,-1.1417910447761195
247248,90,75,-7.95679012345679
247554,9,19,2.383783783783784
247860,30,58,6.724137931034483
248166,90,35,-6.308219178082192
248472,99,10,3.1214285714285714
248778,58,61,-0.03424657534246575
249084,86,72,-5.259090909090909
249390,1,40,3.981707317073171
249696,23,0,0.6933333333333334
250002,74,11,1.8271604938271604
250308,61,10,5.3428571428571425
250614,6,17,-8.030303030303031
250920,101,72,15.083333333333334
251226,17,15,-5.385026737967914
251532,73,65,2.8675496688741724
251838,85,62,-6.816901408450704
252144,78,19,0.9365079365079365
252450,43,16,7.824561403508772
252756,82,19,-9.305882352941177
253062,39,88,5.625
253368,49,14,-1.9578947368421054
253674,74,93,3.2755905511811023
253980,1,17,-7.636363636363637
254286,10,14,20.75
254592,72,0,-3.76271186440678
254898,53,24,-3.9735099337748343
255204,55,51,-3.4198895027624308
255510,72,48,-0.07692307692307693
255816,23,53,0.850828729281768
256122,52,67,3.130434782608696
256428,8,3,-2.8979591836734695
256734,41,41,6.681818181818182
257040,30,16,6.625
257346,83,37,-2.215686274509804
257652,55,48,-0.7718120805369127
257958,61,36,2.2564102564102564
258264,100,22,-3.75
258570,61,98,1.1492537313432836
258876,80,61,-4.496503496503497
259182,2,78,-2.118811881188119
259488,54,95,3.0326797385620914
259794,60,40,0.823170731707317
260100,32,8,-1.7394366197183098
260406,85,33,1.7012987012987013
260712,19,6,1.3958333333333333
261018,62,61,1.641025641025641
261324,16,24,-3.3444444444444446
261630,18,40,0.5208333333333334
261936,86,1,-0.6811594202898551
262242,49,50,1.4322580645161291
262548,20,36,5.871794871794871
262854,38,98,-0.7727272727272727
263160,101,50,-3.642384105960265
263466,39,57,2.4424242424242424
263772,100,76,-2.9407894736842106
264078,41,99,0.09202453987730061
264384,89,71,-1.5112781954887218
264690,94,58,-1.0205479452054795
264996,61,65,4.153846153846154
265302,48,81,-4.288461538461538
265608,73,60,-0.3611111111111111
265914,12,89,-4.661458333333333
266220,56,8,8.648484848484848
266526,71,82,-0.4148148148148148
266832,67,59,0.4306569343065693
267138,33,43,-6.341614906832298
267444,66,88,3.1646341463414633
267750,91,7,-0.2639593908629442
268056,99,93,4.92741935483871
268362,16,3,-1.2872340425531914
268668,84,80,3.7226277372262775
268974,59,50,-3.496551724137931
269280,68,15,0.6956521739130435
269586,17,32,-3.8449197860962565
269892,100,50,11.959677419354838
270198,77,48,-2.142857142857143
270504,35,44,5.26605504587156
270810,18,76,-1.3106060606060606
271116,97,62,-3.84251968503937
271422,89,101,-2.9217391304347826
271728,35,24,-3.230769230769231
272034,97,66,0.3419354838709677
272340,44,30,1.15
