step_time,reward_gneJ00,gneJ00_offset,reward_gneJ9,gneJ9_offset
120360.0,-1137,41,-1403,44
121380.0,-969,35,-1698,2
122400.0,-1418,74,-1373,31
123420.0,-1767,86,-1294,10
124440.0,-866,34,-1612,4
125460.0,-1687,89,-1265,35
126480.0,-1729,67,-1227,9
127500.0,-1746,85,-1365,92
128520.0,-1307,15,-1389,25
129540.0,-1007,39,-1413,1
130560.0,-1169,6,-1324,62
131580.0,-1349,84,-1607,49
132600.0,-1160,42,-1497,28
133620.0,-1692,76,-1289,88
134640.0,-1431,68,-1589,49
135660.0,-993,24,-1548,92
136680.0,-946,18,-1607,4
137700.0,-1425,3,-1368,16
138720.0,-1390,5,-1154,55
139740.0,-1233,100,-1395,67
140760.0,-1037,13,-1275,69
141780.0,-1332,71,-1739,46
142800.0,-1228,27,-1346,34
143820.0,-1600,89,-1228,33
144840.0,-1491,63,-1559,52
145860.0,-2108,60,-1315,1
146880.0,-1578,85,-1633,63
147900.0,-1189,49,-1762,26
148920.0,-1282,23,-1324,45
149940.0,-1404,10,-1345,20
150960.0,-1089,16,-1461,89
151980.0,-1138,50,-1558,50
153000.0,-1411,98,-1641,83
154020.0,-2135,75,-1161,4
155040.0,-1607,8,-1456,16
156060.0,-1303,42,-1053,68
157080.0,-1535,96,-1459,74
158100.0,-1299,1,-1484,63
159120.0,-1138,7,-1589,101
160140.0,-846,41,-1687,19
161160.0,-1392,58,-1414,64
162180.0,-1315,33,-1507,20
163200.0,-1303,11,-1420,14
164220.0,-1294,14,-1419,21
165240.0,-1350,20,-1238,45
166260.0,-1373,11,-1363,20
167280.0,-1625,66,-1137,10
168300.0,-1423,44,-1153,90
169320.0,-1016,16,-1413,79
170340.0,-1188,33,-1427,43
171360.0,-1283,39,-1125,73
172380.0,-1775,77,-1228,84
173400.0,-1965,64,-1320,79
174420.0,-1587,31,-1245,49
175440.0,-1234,20,-1324,25
176460.0,-1033,44,-1572,37
177480.0,-964,46,-1314,1
178500.0,-1262,29,-1254,67
179520.0,-1330,27,-1200,51
180540.0,-1046,16,-1298,83
181560.0,-792,26,-1409,97
182580.0,-1255,9,-1587,95
183600.0,-1707,70,-1189,6
184620.0,-1538,91,-1336,53
185640.0,-1371,26,-1290,44
186660.0,-1702,88,-1453,95
187680.0,-1618,83,-1599,64
188700.0,-1085,22,-1714,5
189720.0,-1212,58,-1556,52
190740.0,-1603,5,-1267,39
191760.0,-1348,64,-1548,40
192780.0,-1505,84,-1388,42
193800.0,-1595,63,-1413,64
194820.0,-1640,10,-1199,43
195840.0,-1445,66,-1511,40
196860.0,-1149,43,-1557,4
197880.0,-1065,39,-1468,37
198900.0,-1465,88,-1720,73
199920.0,-1210,32,-1149,59
200940.0,-1761,76,-1298,77
201960.0,-1373,50,-1159,94
202980.0,-1545,63,-1399,70
204000.0,-1606,84,-1194,33
205020.0,-982,35,-1579,101
206040.0,-1769,72,-1292,93
207060.0,-1408,54,-1585,49
208080.0,-1279,44,-1538,33
209100.0,-1413,96,-1706,76
210120.0,-1819,94,-1531,62
211140.0,-1976,77,-1384,71
212160.0,-1784,67,-1503,32
213180.0,-1220,15,-1544,12
214200.0,-1186,48,-1411,48
215220.0,-1792,97,-1426,7
216240.0,-1434,71,-1467,63
217260.0,-1487,12,-1225,35
218280.0,-1297,23,-1122,60
219300.0,-1694,65,-1196,71
220320.0,-1741,4,-1285,38
221340.0,-1794,86,-1275,93
222360.0,-1636,80,-1500,61
223380.0,-1092,38,-1644,10
224400.0,-1743,83,-1401,8
225420.0,-1281,21,-1175,36
226440.0,-1190,26,-1292,35
227460.0,-956,25,-1545,96
228480.0,-1488,72,-1554,68
229500.0,-903,25,-1450,95
230520.0,-1704,73,-1076,7
231540.0,-1568,84,-1207,32
232560.0,-1458,1,-1408,9
233580.0,-1668,101,-1335,16
234600.0,-1560,90,-1465,54
235620.0,-1302,55,-1373,7
236640.0,-1675,54,-1580,29
237660.0,-1794,5,-1329,17
238680.0,-1317,95,-1486,69
239700.0,-2103,95,-1396,50
240720.0,-972,13,-1608,97
241740.0,-1391,9,-1110,46
242760.0,-1047,14,-1142,69
243780.0,-1288,53,-1182,98
244800.0,-1557,15,-1450,22
245820.0,-923,30,-1385,93
246840.0,-1334,64,-1394,22
247860.0,-1526,75,-1266,29
248880.0,-1666,55,-1137,73
249900.0,-1424,45,-1464,47
250920.0,-1881,99,-1249,23
251940.0,-1045,21,-1306,84
252960.0,-1275,57,-1605,50
253980.0,-1564,48,-1520,9
255000.0,-1051,39,-1296,48
256020.0,-1111,21,-1665,7
257040.0,-1475,97,-1221,23
258060.0,-1637,3,-1157,29
259080.0,-1736,1,-1197,32
260100.0,-1567,7,-1118,40
261120.0,-1140,11,-1552,6
262140.0,-885,33,-1663,14
263160.0,-1393,70,-1648,45
264180.0,-1487,48,-1184,75
265200.0,-978,26,-1456,4
266220.0,-1186,19,-1405,27
267240.0,-1477,98,-1497,80
268260.0,-1273,38,-1284,57
269280.0,-1900,69,-1170,85
270300.0,-1724,1,-1386,12
271320.0,-1696,99,-1593,87
272340.0,-1047,9,-1518,80
273360.0,-1329,83,-1542,45
274380.0,-1928,61,-1428,65
275400.0,-1763,35,-1326,49
276420.0,-1437,56,-1436,49
277440.0,-1382,89,-1613,63
278460.0,-1116,12,-1182,66
279480.0,-1711,84,-1221,14
280500.0,-1527,55,-1534,45
281520.0,-1409,35,-1378,84
282540.0,-1637,60,-1012,97
283560.0,-1607,72,-1649,61
284580.0,-1597,80,-1466,78
285600.0,-1994,76,-1249,12
286620.0,-1389,9,-1144,54
287640.0,-1479,95,-1350,32
288660.0,-1267,25,-1097,56
289680.0,-1351,11,-1472,25
290700.0,-1570,98,-1277,12
291720.0,-1678,87,-1548,84
292740.0,-1636,92,-1210,12
293760.0,-1512,8,-1156,36
294780.0,-1083,43,-1265,95
295800.0,-1560,70,-1623,41
296820.0,-1754,13,-1163,58
297840.0,-1059,11,-1672,96
298860.0,-1206,99,-1231,54
299880.0,-1254,59,-1649,26
300900.0,-1729,51,-1562,22
301920.0,-1399,14,-1472,16
302940.0,-1222,61,-1269,17
303960.0,-1330,14,-1498,11
304980.0,-1202,36,-1173,52
306000.0,-1312,33,-1640,52
307020.0,-1387,92,-1466,79
308040.0,-1100,11,-1453,13
309060.0,-1179,24,-1355,30
310080.0,-1274,26,-1137,52
311100.0,-1177,20,-1092,70
312120.0,-937,16,-1279,80
313140.0,-1268,73,-1638,49
314160.0,-1661,42,-1202,67
315180.0,-1481,11,-1284,36
316200.0,-1573,58,-1108,70
317220.0,-1326,37,-1103,76
318240.0,-1482,69,-1496,29
319260.0,-1871,55,-1141,73
320280.0,-1689,61,-1011,101
321300.0,-1646,67,-1095,12
322320.0,-1367,33,-1486,28
323340.0,-1424,87,-1265,40
324360.0,-1548,49,-1369,3
325380.0,-1288,62,-1579,53
326400.0,-1636,72,-1377,74
327420.0,-1153,45,-1544,38
328440.0,-1349,96,-1388,56
329460.0,-1094,16,-1139,65
330480.0,-1780,82,-1253,4
331500.0,-1133,18,-1385,77
332520.0,-1426,80,-1284,27
333540.0,-1317,5,-1127,58
334560.0,-1262,8,-1402,25
335580.0,-1353,39,-1077,80
336600.0,-1212,22,-1162,61
337620.0,-922,32,-1614,9
338640.0,-928,4,-1514,72
339660.0,-1263,100,-1425,87
340680.0,-1594,56,-1094,91
341700.0,-1098,27,-1490,94
342720.0,-1495,98,-1334,8
343740.0,-1869,86,-1583,67
344760.0,-1312,49,-1193,96
345780.0,-1502,101,-1287,51
346800.0,-1019,41,-1452,39
347820.0,-1506,59,-1276,101
348840.0,-1466,87,-1524,55
349860.0,-1156,43,-1370,97
350880.0,-1461,82,-1681,61
351900.0,-2134,79,-1390,73
352920.0,-1602,0,-1408,98
353940.0,-1340,23,-1217,47
354960.0,-1278,48,-1115,91
355980.0,-1023,21,-1388,80
357000.0,-1355,69,-1684,52
358020.0,-1805,49,-1107,71
359040.0,-1559,80,-1613,59
360060.0,-1538,97,-1368,43
361080.0,-1771,89,-1480,74
362100.0,-1793,75,-1453,71
363120.0,-1803,85,-1152,100
364140.0,-1824,59,-1220,80
365160.0,-1617,9,-1230,43
366180.0,-1389,65,-1553,48
367200.0,-1554,72,-1367,23
368220.0,-1981,71,-1688,55
369240.0,-1621,86,-1452,84
370260.0,-1847,78,-1498,68
371280.0,-1504,18,-1218,63
372300.0,-1473,79,-1318,27
373320.0,-1149,9,-1205,60
374340.0,-820,33,-1572,100
375360.0,-1052,52,-1692,28
376380.0,-1575,94,-1501,95
377400.0,-1116,26,-1258,35
378420.0,-1788,66,-1146,90
379440.0,-1455,89,-1478,60
380460.0,-942,19,-1502,91
381480.0,-1458,6,-1272,31
382500.0,-1342,49,-1203,91
383520.0,-1661,5,-1262,32
384540.0,-1297,25,-1245,37
385560.0,-1276,20,-1296,37
386580.0,-950,33,-1437,96
387600.0,-1403,91,-1555,89
388620.0,-1336,36,-1139,68
389640.0,-1337,55,-1451,61
390660.0,-1717,3,-1305,28
391680.0,-1050,11,-1358,85
392700.0,-1082,20,-1332,72
393720.0,-1547,101,-1225,45
394740.0,-1357,2,-1383,68
395760.0,-1598,67,-1725,58
396780.0,-2116,66,-1280,8
397800.0,-2373,62,-1145,90
398820.0,-1714,15,-1363,29
399840.0,-1014,45,-1277,0
400860.0,-1282,9,-1155,52
401880.0,-1181,3,-1381,79
402900.0,-1331,42,-1326,60
403920.0,-1082,49,-1541,42
404940.0,-1758,83,-1225,23
405960.0,-1704,66,-1481,52
406980.0,-1533,4,-1609,92
408000.0,-1714,86,-1162,25
409020.0,-1065,19,-1604,100
410040.0,-1186,50,-1308,56
411060.0,-994,25,-1690,10
412080.0,-1174,22,-1221,46
413100.0,-924,24,-1623,99
414120.0,-1327,85,-1545,50
415140.0,-1528,92,-1592,93
416160.0,-1252,43,-1199,61
417180.0,-1471,61,-1203,6
418200.0,-1562,42,-1124,80
419220.0,-1172,33,-1302,45
420240.0,-1325,8,-1532,1
421260.0,-1535,60,-1090,93
422280.0,-1357,4,-1326,62
423300.0,-1256,34,-1301,49
424320.0,-1440,83,-1502,73
425340.0,-1941,80,-1346,90
426360.0,-1327,24,-1129,60
427380.0,-1785,69,-1170,84
428400.0,-1554,97,-1430,96
429420.0,-1124,24,-1390,29
430440.0,-1592,96,-1318,11
431460.0,-924,25,-1439,97
432480.0,-1380,68,-1735,53
433500.0,-1060,25,-1688,4
434520.0,-1672,85,-1355,92
435540.0,-1000,41,-1471,6
436560.0,-1052,36,-1447,39
437580.0,-1712,94,-1232,14
438600.0,-970,28,-1368,85
439620.0,-1184,55,-1178,4
440640.0,-1197,41,-1616,27
441660.0,-1324,11,-1494,21
442680.0,-975,32,-1095,84
443700.0,-1607,68,-1464,78
444720.0,-947,24,-1563,3
445740.0,-1410,89,-1310,37
446760.0,-970,36,-1561,10
447780.0,-1210,99,-1752,85
448800.0,-1864,70,-1194,4
449820.0,-1408,7,-1427,5
450840.0,-1392,69,-1488,37
451860.0,-2136,62,-1202,82
452880.0,-1522,37,-1134,85
453900.0,-1490,99,-1223,45
454920.0,-1720,61,-1293,80
455940.0,-1779,98,-1235,31
456960.0,-1382,44,-1278,46
457980.0,-1666,80,-1349,36
459000.0,-1329,31,-1103,60
460020.0,-975,11,-1221,78
461040.0,-1451,85,-1234,33
462060.0,-1777,59,-1251,81
463080.0,-1673,63,-975,101
464100.0,-1618,22,-1185,41
465120.0,-1374,60,-1239,12
466140.0,-1694,81,-1342,90
467160.0,-1179,9,-1507,74
468180.0,-1371,76,-1565,42
469200.0,-1506,95,-1684,90
470220.0,-1540,71,-1701,62
471240.0,-1849,74,-1214,80
472260.0,-1893,65,-1515,34
473280.0,-1725,94,-1356,16
474300.0,-1429,12,-1231,33
475320.0,-1513,101,-1525,94
476340.0,-1368,9,-1292,29
477360.0,-1227,15,-1264,18
478380.0,-1524,93,-1423,92
479400.0,-1336,35,-1194,52
480420.0,-1260,5,-1492,87
481440.0,-1228,100,-1784,79
482460.0,-1147,42,-1319,54
483480.0,-1553,50,-1053,79
484500.0,-1360,43,-1163,76
485520.0,-1782,68,-1029,8
486540.0,-1586,64,-1509,52
487560.0,-1531,11,-1253,44
488580.0,-949,35,-1623,13
489600.0,-1027,18,-1342,72
490620.0,-1222,57,-1679,41
491640.0,-1435,56,-1605,28
492660.0,-1618,4,-1442,12
493680.0,-1143,58,-1619,37
494700.0,-1905,42,-1298,62
495720.0,-1200,15,-1429,93
496740.0,-1136,11,-1238,65
497760.0,-940,15,-1539,98
498780.0,-982,26,-1575,18
499800.0,-985,6,-1420,83
500820.0,-1194,94,-1638,66
501840.0,-1579,2,-1238,36
502860.0,-1566,83,-1273,40
503880.0,-1197,35,-1535,0
504900.0,-1429,66,-1679,45
505920.0,-1745,76,-1482,88
506940.0,-1498,58,-1778,41
507960.0,-1223,7,-1643,87
508980.0,-1061,6,-1492,91
510000.0,-1160,52,-1488,51
511020.0,-1908,94,-1233,6
512040.0,-1065,45,-1436,44
513060.0,-1635,84,-1590,81
514080.0,-997,22,-1384,89
515100.0,-1564,80,-1543,77
516120.0,-1888,77,-1240,89
517140.0,-1139,37,-1327,83
518160.0,-1807,87,-1058,17
519180.0,-1224,50,-1572,34
520200.0,-1487,84,-1430,40
521220.0,-1544,86,-1528,76
522240.0,-1332,42,-1886,76
523260.0,-1410,70,-1689,46
524280.0,-1763,84,-1251,17
525300.0,-1020,33,-1406,2
526320.0,-863,25,-1535,17
527340.0,-1304,63,-1282,16
528360.0,-1423,0,-1492,90
529380.0,-1384,57,-1581,31
530400.0,-1054,14,-1693,1
531420.0,-1451,77,-1296,26
532440.0,-1499,57,-1465,23
533460.0,-1572,47,-1094,71
534480.0,-1070,46,-1627,27
535500.0,-1694,75,-1170,100
536520.0,-1506,91,-1584,83
537540.0,-1316,58,-1491,52
538560.0,-1554,80,-1390,74
539580.0,-1507,18,-1141,47
540600.0,-1295,28,-1233,43
541620.0,-1565,84,-1652,80
542640.0,-937,42,-1532,30
543660.0,-1054,19,-1633,10
544680.0,-1176,101,-1328,57
545700.0,-1156,46,-1703,39
546720.0,-1323,98,-1422,58
547740.0,-1228,38,-1317,47
548760.0,-1028,37,-1645,27
549780.0,-1052,58,-1712,41
550800.0,-1431,77,-1728,51
551820.0,-1848,57,-1165,73
552840.0,-1422,13,-1203,57
553860.0,-947,39,-1440,100
554880.0,-1319,54,-1168,91
555900.0,-1846,54,-1661,29
556920.0,-1536,53,-1518,38
557940.0,-1737,51,-1392,94
558960.0,-1504,32,-1136,72
559980.0,-868,35,-1539,9
561000.0,-1569,67,-1141,10
562020.0,-1307,15,-1741,98
563040.0,-994,27,-1477,97
564060.0,-1743,76,-1266,95
565080.0,-1994,63,-1148,86
566100.0,-1382,64,-1626,49
567120.0,-1356,73,-1478,44
568140.0,-1485,65,-1490,44
569160.0,-1759,98,-1338,12
570180.0,-2117,90,-1254,14
571200.0,-915,24,-1692,100
572220.0,-1523,90,-1217,29
573240.0,-1437,52,-1119,95
574260.0,-1455,89,-1430,53
575280.0,-1272,39,-1130,64
576300.0,-1356,62,-1685,37
577320.0,-1372,22,-1647,101
578340.0,-1070,56,-1397,18
579360.0,-1397,12,-1526,98
580380.0,-957,50,-1412,12
581400.0,-1319,16,-1300,29
582420.0,-1049,29,-1415,23
583440.0,-1509,95,-1183,31
584460.0,-1640,14,-1179,32
585480.0,-1273,100,-1802,84
586500.0,-2385,89,-1298,5
587520.0,-1642,27,-1184,77
588540.0,-1613,77,-1222,22
589560.0,-1112,22,-1416,95
590580.0,-1609,93,-1272,25
591600.0,-1548,48,-1014,75
592620.0,-1199,45,-1060,87
593640.0,-981,42,-1476,11
594660.0,-1534,70,-1590,63
595680.0,-1273,13,-1381,19
596700.0,-1372,84,-1428,48
597720.0,-996,10,-1300,67
598740.0,-1228,22,-1314,52
599760.0,-1501,77,-1366,28
600780.0,-1472,1,-1427,99
601800.0,-1755,96,-1222,27
602820.0,-1663,82,-1320,85
603840.0,-1458,64,-1597,34
604860.0,-1535,76,-1551,69
605880.0,-1128,38,-1273,90
606900.0,-1651,68,-1250,89
607920.0,-1896,57,-1308,84
608940.0,-1500,79,-1568,57
609960.0,-1240,46,-1586,34
610980.0,-940,25,-1609,14
612000.0,-1300,55,-1432,59
613020.0,-1439,5,-1506,73
614040.0,-1525,93,-1334,92
615060.0,-1057,47,-1285,98
616080.0,-1183,15,-1537,77
617100.0,-1318,62,-1368,14
618120.0,-1491,13,-1197,37
619140.0,-1495,100,-1375,7
620160.0,-1388,60,-1480,26
621180.0,-1532,18,-1275,31
622200.0,-1305,54,-1322,56
623220.0,-1813,74,-1089,2
624240.0,-1343,42,-1314,52
625260.0,-1075,47,-1561,41
626280.0,-1096,11,-1721,94
627300.0,-1101,60,-1565,52
628320.0,-1238,33,-1571,16
629340.0,-801,41,-1598,17
630360.0,-964,48,-1668,23
631380.0,-1198,39,-1332,52
632400.0,-1249,19,-1457,24
633420.0,-1428,89,-1253,39
634440.0,-1718,78,-1509,70
635460.0,-1395,19,-1223,44
636480.0,-1103,41,-1460,39
637500.0,-1060,47,-1321,98
638520.0,-1271,59,-1654,56
639540.0,-1660,76,-1514,73
640560.0,-1230,37,-1161,82
641580.0,-1196,5,-1605,68
642600.0,-1096,4,-1341,70
643620.0,-1014,24,-1594,17
644640.0,-901,23,-1280,80
645660.0,-1259,16,-1290,55
646680.0,-1206,9,-1199,70
647700.0,-1039,35,-1542,32
648720.0,-847,36,-1686,13
649740.0,-1407,88,-1362,47
650760.0,-1466,66,-1508,50
651780.0,-1522,101,-1127,45
652800.0,-1151,18,-1446,18
653820.0,-1595,74,-1293,81
654840.0,-1434,96,-1403,88
655860.0,-1158,18,-1253,71
656880.0,-1046,19,-1467,16
657900.0,-1389,92,-1359,62
658920.0,-1281,37,-1139,72
659940.0,-926,31,-1613,13
660960.0,-1625,70,-1263,10
661980.0,-1513,42,-1156,85
663000.0,-1938,93,-1168,25
664020.0,-1207,41,-1182,87
665040.0,-930,38,-1467,19
666060.0,-967,20,-1618,12
667080.0,-1310,80,-1629,57
668100.0,-1152,39,-1464,98
669120.0,-1213,57,-1609,45
670140.0,-1316,4,-1373,65
671160.0,-1689,91,-1266,23
672180.0,-1459,29,-1042,58
673200.0,-1188,60,-1747,45
674220.0,-1230,10,-1674,8
675240.0,-1187,55,-1594,48
676260.0,-1851,41,-1158,77
677280.0,-1308,44,-944,80
678300.0,-1065,25,-1582,15
679320.0,-1289,26,-1348,41
680340.0,-1855,72,-1225,84
681360.0,-1146,44,-1694,32
682380.0,-1652,65,-1209,100
683400.0,-1419,97,-1617,89
684420.0,-1266,42,-1137,79
685440.0,-1339,44,-1193,76
686460.0,-1325,1,-1335,59
687480.0,-1612,77,-1535,64
688500.0,-1030,20,-1626,4
689520.0,-1072,52,-1641,36
690540.0,-1393,20,-1212,51
691560.0,-960,18,-1326,86
692580.0,-1424,81,-1282,28
693600.0,-1347,36,-1085,71
694620.0,-1213,17,-1232,59
695640.0,-1261,18,-1271,45
696660.0,-1819,70,-1092,99
697680.0,-1114,41,-1480,10
698700.0,-1299,59,-1277,10
699720.0,-1305,11,-1657,98
700740.0,-1619,97,-1267,32
701760.0,-1681,78,-1444,56
702780.0,-1627,56,-1632,34
703800.0,-1927,22,-1215,58
704820.0,-1117,6,-1408,86
705840.0,-1079,16,-1480,14
706860.0,-1219,42,-1219,54
707880.0,-1627,74,-1542,63
708900.0,-1853,68,-1370,65
709920.0,-1778,84,-1630,56
710940.0,-1376,23,-1397,37
711960.0,-1320,7,-1009,47
712980.0,-1412,87,-1420,63
714000.0,-1123,26,-1441,27
715020.0,-1104,59,-1545,32
716040.0,-1340,63,-1450,17
717060.0,-1920,49,-1171,67
718080.0,-1595,80,-1675,66
719100.0,-1374,97,-1253,51
720120.0,-1574,98,-1259,18
721140.0,-1743,84,-1342,81
722160.0,-1448,3,-1383,58
723180.0,-996,38,-1663,32
724200.0,-1844,74,-1291,94
725220.0,-1082,20,-1289,76
726240.0,-1151,33,-1266,56
727260.0,-1505,8,-1312,40
728280.0,-1244,22,-1335,28
729300.0,-1315,83,-1545,60
730320.0,-1476,75,-1550,51
731340.0,-1802,91,-1140,23
732360.0,-1782,72,-1099,13
733380.0,-1898,87,-1062,23
734400.0,-1718,97,-1112,34
735420.0,-1832,62,-1036,88
736440.0,-1582,52,-1201,75
737460.0,-1234,59,-1715,48
738480.0,-1088,30,-1556,17
739500.0,-1474,61,-1392,68
740520.0,-1569,79,-1635,64
741540.0,-1682,69,-1639,53
742560.0,-1428,47,-1669,20
743580.0,-1260,11,-1281,71
744600.0,-1110,47,-1501,47
745620.0,-1229,24,-1481,29
746640.0,-1320,73,-1504,44
747660.0,-1365,34,-1405,35
748680.0,-1504,66,-1304,16
749700.0,-1469,23,-1084,57
750720.0,-955,21,-1647,1
751740.0,-1294,29,-1170,70
752760.0,-1342,8,-1321,58
753780.0,-1564,69,-1313,71
754800.0,-1115,15,-1348,88
755820.0,-1337,77,-1711,66
756840.0,-1671,75,-1472,39
757860.0,-1252,21,-1443,26
758880.0,-1349,92,-1478,83
759900.0,-1109,24,-1177,70
760920.0,-817,30,-1430,96
761940.0,-1236,59,-1568,29
762960.0,-1260,36,-1159,83
763980.0,-1427,77,-1665,72
765000.0,-1429,11,-1402,30
766020.0,-1469,98,-1355,98
767040.0,-930,14,-1514,90
768060.0,-1041,32,-1404,38
769080.0,-1718,83,-1183,15
770100.0,-1110,50,-1407,11
771120.0,-1863,83,-1193,7
772140.0,-2050,73,-1278,86
773160.0,-1306,101,-1379,61
774180.0,-1638,77,-1402,32
775200.0,-1387,52,-1334,3
776220.0,-1395,57,-1217,95
777240.0,-1587,38,-1160,63
778260.0,-949,37,-1392,2
779280.0,-1704,96,-1281,7
780300.0,-1496,50,-1142,76
781320.0,-1565,93,-1370,78
782340.0,-1109,44,-1127,89
783360.0,-1045,50,-1228,2
784380.0,-1639,63,-1270,83
785400.0,-1454,96,-1431,60
786420.0,-1065,11,-1679,0
787440.0,-1452,90,-1504,84
788460.0,-1258,19,-1290,35
789480.0,-1514,61,-1332,68
790500.0,-1360,0,-1220,54
791520.0,-938,34,-1439,97
792540.0,-1407,70,-1586,41
793560.0,-1320,46,-1309,46
794580.0,-1358,81,-1559,56
795600.0,-1552,95,-1498,93
796620.0,-1616,59,-1639,25
797640.0,-1283,18,-1142,59
798660.0,-1082,18,-1134,66
799680.0,-1450,78,-1549,44
800700.0,-1088,46,-1588,12
801720.0,-1648,72,-1179,2
802740.0,-1668,94,-1249,36
803760.0,-1149,6,-1593,92
804780.0,-1284,71,-1591,49
805800.0,-1344,7,-1176,52
806820.0,-1427,94,-1499,46
807840.0,-1171,47,-1386,2
808860.0,-1402,90,-1609,58
809880.0,-1330,97,-1268,49
810900.0,-1620,0,-1229,17
811920.0,-1617,73,-1460,50
812940.0,-1527,50,-1532,8
813960.0,-1239,3,-1668,88
814980.0,-1186,1,-1451,1
816000.0,-1501,89,-1500,64
817020.0,-1192,24,-1474,28
818040.0,-1334,44,-999,77
819060.0,-1620,69,-1699,65
820080.0,-1663,3,-1390,15
821100.0,-1517,97,-1580,91
822120.0,-1311,25,-1129,56
823140.0,-1299,100,-1378,48
824160.0,-2006,67,-1056,0
825180.0,-2032,57,-1334,67
826200.0,-1418,7,-1275,58
827220.0,-1228,0,-1452,82
828240.0,-843,19,-1382,92
829260.0,-1460,92,-1170,31
830280.0,-1139,50,-1522,21
831300.0,-985,20,-1661,8
832320.0,-1632,65,-1266,100
833340.0,-1369,10,-1361,12
834360.0,-1482,86,-1620,76
835380.0,-1974,84,-1212,21
836400.0,-1313,53,-1290,12
837420.0,-1307,26,-1211,79
838440.0,-1513,99,-1159,40
