step_time,gneJ00_offset,gneJ9_offset,reward,queue_sum
49980,79,84,1,83
50490,61,95,-2,85
51000,9,35,2,83
51510,73,99,-3,86
52020,78,70,2,84
52530,60,35,0,84
53040,74,0,0,84
53550,75,71,-1,85
54060,89,82,10,75
54570,71,47,-3,78
55080,85,53,6,72
55590,99,59,-4,76
56100,19,65,-7,83
56610,83,38,9,74
57120,3,44,-12,86
57630,67,8,5,81
58140,68,79,6,75
58650,73,44,-1,76
59160,87,50,4,72
59670,7,56,-9,81
60180,71,76,-3,84
60690,85,87,2,82
61200,67,52,4,78
61710,81,17,7,71
62220,97,34,1,70
62730,17,54,-10,80
63240,81,53,3,77
63750,95,59,-2,79
64260,7,65,-3,82
64770,71,85,2,80
65280,76,56,0,80
65790,90,21,-3,83
66300,4,38,1,82
66810,68,2,-2,84
67320,69,73,1,83
67830,83,84,2,81
68340,65,95,-5,86
68850,70,66,5,81
69360,84,77,-2,83
69870,66,42,2,81
70380,80,48,5,76
70890,94,54,1,75
71400,14,60,-3,78
71910,78,80,-6,84
72420,60,91,2,82
72930,8,62,8,74
73440,72,82,-6,80
73950,54,47,-6,86
74460,68,58,5,81
74970,82,69,6,75
75480,96,75,-2,77
75990,78,81,-9,86
76500,60,92,4,82
77010,65,32,3,79
77520,81,38,10,69
78030,1,44,-12,81
78540,65,64,-1,82
79050,79,75,-1,83
79560,61,86,0,83
80070,66,92,0,83
80580,71,63,3,80
81090,85,28,3,77
81600,101,45,0,77
82110,21,51,-5,82
82620,2,15,6,76
83130,66,52,0,76
83640,80,17,1,75
84150,96,34,0,75
84660,16,51,-8,83
85170,80,50,11,72
85680,94,56,-4,76
86190,14,62,5,71
86700,78,2,-6,77
87210,60,73,-5,82
87720,42,84,-4,86
88230,92,56,13,73
88740,4,62,-7,80
89250,68,82,-4,84
89760,73,93,9,75
90270,55,64,-10,85
90780,37,75,1,84
91290,18,47,2,82
91800,13,9,-1,83
92310,8,20,5,78
92820,3,84,1,77
93330,86,48,2,75
93840,100,54,2,73
94350,82,60,-2,75
94860,96,66,-1,76
95370,78,72,-7,83
95880,60,83,3,80
96390,65,54,-3,83
96900,79,65,1,82
97410,93,30,1,81
97920,7,47,-4,85
98430,71,67,6,79
98940,53,78,-1,80
99450,58,84,-4,84
99960,85,90,3,81
100470,67,101,-3,84
100980,72,5,4,80
101490,56,76,-3,83
102000,70,47,4,79
102510,84,53,3,76
103020,98,59,-1,77
103530,80,65,-1,78
104040,94,71,4,74
104550,76,77,-8,82
105060,58,88,2,80
105570,63,2,2,78
106080,64,19,4,74
106590,65,36,-4,78
107100,79,42,1,77
107610,93,48,5,72
108120,75,54,-12,84
108630,89,60,11,73
109140,71,66,-13,86
109650,85,77,10,76
110160,67,88,-7,83
110670,72,59,0,83
111180,91,24,9,74
111690,5,41,-9,83
112200,69,32,6,77
112710,85,38,0,77
113220,101,44,7,70
113730,21,50,-13,83
114240,88,12,8,75
114750,70,29,-5,80
115260,86,35,6,74
115770,0,41,-8,82
116280,64,61,1,81
116790,78,72,-1,82
117300,60,83,-3,85
117810,74,84,1,84
118320,56,95,-1,85
118830,4,67,4,81
119340,68,87,-2,83
119850,50,93,-3,86
120360,100,99,5,81
120870,82,8,7,74
121380,64,79,-7,81
121890,69,80,-4,85
122400,51,91,6,79
122910,101,31,0,79
123420,83,48,7,72
123930,97,54,-6,78
124440,79,60,-7,85
124950,93,66,4,81
125460,75,72,-2,83
125970,57,83,1,82
126480,62,89,4,78
126990,67,95,0,78
127500,72,101,-7,85
128010,77,73,2,83
128520,91,84,3,80
129030,73,95,-5,85
129540,55,66,0,85
130050,69,77,7,78
130560,51,88,-11,89
131070,32,28,0,89
131580,51,39,11,78
132090,70,50,4,74
132600,84,56,0,74
133110,66,62,-6,80
133620,48,73,-5,85
134130,98,74,7,78
134640,6,80,-7,85
135150,70,44,10,75
135660,84,50,7,68
136170,66,56,-15,83
136680,80,67,7,76
137190,62,73,-12,88
137700,76,84,11,77
138210,58,95,-11,88
138720,6,35,8,80
139230,70,99,-4,84
139740,75,3,4,80
140250,57,74,-8,88
140760,39,75,0,88
141270,20,81,7,81
141780,84,21,1,80
142290,100,38,7,73
142800,82,44,-2,75
143310,52,50,-3,78
143820,71,61,1,77
144330,85,72,-6,83
144840,67,83,1,82
145350,81,84,4,78
145860,63,95,-4,82
146370,68,101,2,80
146880,73,5,2,78
147390,55,76,-6,84
147900,36,77,1,83
148410,17,83,6,77
148920,100,23,0,77
149430,82,40,-2,79
149940,98,46,6,73
150450,80,52,-6,79
150960,62,58,-5,84
151470,81,69,6,78
151980,63,80,-10,88
152490,77,91,10,78
153000,59,0,-4,82
153510,41,19,-5,87
154020,42,30,8,79
154530,61,41,-6,85
155040,80,47,10,75
155550,94,53,4,71
156060,76,59,-7,78
156570,90,65,3,75
157080,72,71,-12,87
157590,54,82,10,77
158100,59,83,-9,86
158610,40,84,5,81
159120,59,56,1,80
159630,78,18,9,71
160140,94,35,-6,77
160650,8,41,-3,80
161160,72,61,-6,86
161670,91,72,13,73
162180,73,78,-8,81
162690,55,89,1,80
163200,60,90,-2,82
163710,87,30,2,80
164220,69,47,3,77
164730,88,53,8,69
165240,70,59,-10,79
165750,89,70,-1,80
166260,71,76,-5,85
166770,85,87,5,80
167280,67,98,-2,82
167790,94,38,1,81
168300,8,44,4,77
168810,72,35,1,76
169320,86,41,5,71
169830,6,47,-7,78
170340,70,67,-6,84
170850,84,29,11,73
171360,100,35,-3,76
171870,20,39,-1,77
172380,15,1,-5,82
172890,99,26,5,77
173400,81,43,1,76
173910,63,49,-8,84
174420,82,11,0,84
174930,64,82,3,81
175440,46,83,-10,91
175950,96,84,11,80
176460,78,49,1,79
176970,92,55,5,74
177480,74,61,-9,83
177990,93,72,6,77
178500,75,94,0,77
179010,57,65,-6,83
179520,39,66,-1,84
180030,20,67,-1,85
180540,15,40,3,82
181050,10,2,5,77
181560,5,13,4,73
182070,0,24,0,73
182580,64,88,-6,79
183090,69,89,-1,80
183600,74,60,4,76
184110,56,25,0,76
184620,75,31,6,70
185130,91,37,-5,75
185640,11,43,-1,76
186150,75,5,-5,81
186660,59,76,1,80
187170,40,77,1,79
187680,90,83,0,79
188190,72,48,5,74
188700,91,54,0,74
189210,73,60,-3,77
189720,92,25,3,74
190230,12,96,-7,81
190740,95,45,3,78
191250,15,51,0,78
191760,98,24,-3,81
192270,80,95,-3,84
192780,62,4,8,76
193290,81,75,-6,82
193800,2,86,10,72
194310,83,50,-2,74
194820,97,56,4,70
195330,79,62,-6,76
195840,93,68,3,73
196350,75,74,-8,81
196860,6,85,4,77
197370,89,76,7,70
197880,71,82,-11,81
198390,53,93,-5,86
198900,1,99,10,76
199410,82,17,2,74
199920,64,88,-13,87
200430,78,59,14,73
200940,92,65,-3,76
201450,74,71,-6,82
201960,97,82,10,72
202470,79,88,-7,79
202980,61,99,-11,90
203490,9,39,8,82
204000,73,59,3,79
204510,92,24,-2,81
205020,74,95,1,80
205530,79,66,-4,84
206040,93,31,12,72
206550,49,5,-2,74
207060,50,76,-9,83
207570,100,77,8,75
208080,82,83,-7,82
208590,64,48,3,79
209100,83,13,-6,85
209610,65,84,3,82
210120,70,55,1,81
210630,84,20,2,79
211140,9,91,4,75
211650,90,46,0,75
212160,10,52,-2,77
212670,74,72,-8,85
213180,56,83,7,78
213690,61,89,-7,85
214200,66,90,6,79
214710,71,61,0,79
215220,94,26,-2,81
215730,14,0,-1,82
216240,98,25,5,77
216750,80,101,-4,81
217260,62,72,-7,88
217770,76,100,8,80
218280,58,71,0,80
218790,72,72,1,79
219300,54,73,1,78
219810,59,74,-7,85
220320,64,75,2,83
220830,69,86,0,83
221340,74,57,1,82
221850,93,22,9,73
222360,75,93,-4,77
222870,57,64,-4,81
223380,39,60,-7,88
223890,21,61,1,87
224400,16,16,5,82
224910,11,27,6,76
225420,6,91,-5,81
225930,87,40,3,78
226440,7,46,-8,86
226950,71,66,10,76
227460,94,67,1,75
227970,76,73,-9,84
228480,58,84,2,82
228990,63,85,-3,85
229500,68,86,4,81
230010,73,87,-2,83
230520,78,88,8,75
231030,60,53,-9,84
231540,79,64,1,83
232050,0,65,12,71
232560,64,56,-12,83
233070,83,67,11,72
233580,65,73,-13,85
234090,47,74,2,83
234600,52,75,-1,84
235110,57,76,5,79
235620,62,77,-3,82
236130,67,78,2,80
236640,72,79,-2,82
237150,77,90,-3,85
237660,82,91,1,84
238170,64,56,6,78
238680,83,57,-4,82
239190,0,63,2,80
239700,64,27,7,73
240210,80,1,-3,76
240720,62,72,-6,82
241230,67,84,0,82
241740,72,85,5,77
242250,77,86,-2,79
242760,59,51,-5,84
243270,78,62,5,79
243780,101,27,10,69
244290,21,1,-8,77
244800,3,26,-6,83
245310,67,27,8,75
245820,46,1,-6,81
246330,65,72,-6,87
246840,79,83,6,81
247350,61,84,-1,82
247860,75,85,-5,87
248370,80,96,2,85
248880,62,97,-2,87
249390,89,98,7,80
249900,71,63,-3,83
250410,94,25,2,81
250920,19,101,-5,86
251430,100,50,12,74
251940,82,56,-4,78
252450,96,62,13,65
252960,78,68,-20,85
253470,60,30,8,77
253980,79,36,-4,81
254490,58,10,1,80
255000,59,81,2,78
255510,64,82,4,74
256020,69,83,-11,85
256530,74,84,1,84
257040,97,85,7,77
257550,79,50,4,73
258060,93,56,2,71
258570,75,62,-7,78
259080,98,27,2,76
259590,80,1,-3,79
260100,62,72,0,79
260610,67,73,-6,85
261120,84,74,6,79
261630,56,36,5,74
262140,75,37,-2,76
262650,89,11,-1,77
263160,71,82,1,76
263670,53,83,-4,80
264180,80,84,-3,83
264690,62,85,-5,88
265200,89,86,6,82
265710,10,87,-2,84
266220,19,36,11,73
266730,14,100,-11,84
267240,95,49,12,72
267750,77,55,-1,73
268260,59,61,-9,82
268770,87,23,4,78
269280,12,99,-1,79
269790,93,48,7,72
270300,75,54,-3,75
270810,89,55,2,73
271320,71,61,-7,80
271830,90,23,6,74
272340,15,99,-4,78
272850,96,48,-1,79
273360,16,22,-2,81
273870,11,33,6,75
274380,6,97,-5,80
274890,87,46,10,70
275400,69,52,-8,78
275910,83,14,5,73
276420,65,85,-16,89
276930,70,86,6,83
277440,52,87,2,81
277950,57,88,-1,82
278460,84,89,2,80
278970,66,90,-8,88
279480,71,91,7,81
279990,76,92,-3,84
280500,58,93,6,78
281010,63,94,-6,84
281520,90,95,7,77
282030,72,96,-8,85
282540,77,97,-5,90
283050,59,98,11,79
283560,64,99,-3,82
284070,69,100,-9,91
284580,96,101,10,81
285090,78,0,4,77
285600,60,71,-7,84
286110,42,72,-5,89
286620,61,73,9,80
287130,66,74,0,80
287640,71,75,-2,82
288150,53,76,2,80
288660,58,77,-3,83
289170,72,78,3,80
289680,54,79,-12,92
290190,59,80,11,81
290700,64,81,1,80
291210,69,82,-3,83
291720,51,83,3,80
292230,56,84,-4,84
292740,83,85,4,80
293250,65,86,-8,88
293760,70,87,2,86
294270,75,58,7,79
294780,98,59,3,76
295290,80,65,-2,78
295800,1,66,1,77
296310,65,86,-5,82
296820,70,87,-1,83
297330,75,88,-1,84
297840,57,89,0,84
298350,62,90,2,82
298860,67,91,1,81
299370,72,92,6,75
299880,77,63,0,75
300390,59,64,-5,80
300900,64,65,-2,82
301410,87,66,8,74
301920,69,67,-5,79
302430,51,68,-4,83
302940,56,69,3,80
303450,99,70,7,73
303960,81,44,-2,75
304470,95,18,0,75
304980,77,89,-7,82
305490,59,90,-4,86
306000,64,91,7,79
306510,69,92,-3,82
307020,74,93,0,82
307530,56,94,-2,84
308040,84,95,4,80
308550,66,96,-3,83
309060,71,97,5,78
309570,76,98,0,78
310080,81,69,-1,79
310590,2,70,-1,80
311100,66,19,6,74
311610,79,95,-6,80
312120,61,96,-6,86
312630,66,97,6,80
313140,71,71,-5,85
313650,94,72,11,74
314160,76,46,-6,80
314670,99,52,7,73
315180,19,82,0,73
315690,100,37,-4,77
316200,20,11,-3,80
316710,2,22,0,80
317220,66,23,4,76
317730,92,99,-10,86
318240,74,100,6,80
318750,79,101,5,75
319260,61,72,-7,82
319770,43,73,1,81
320280,71,45,0,81
320790,94,46,4,77
321300,14,20,0,77
321810,9,31,-4,81
322320,8,95,-2,83
322830,89,44,6,77
323340,9,18,3,74
323850,4,29,-1,75
324360,68,30,3,72
324870,90,4,-3,75
325380,72,75,-9,84
325890,95,86,5,79
326400,77,51,-1,80
326910,100,57,2,78
327420,82,31,3,75
327930,61,5,-2,77
328440,87,76,-1,78
328950,8,77,2,76
329460,72,26,7,69
329970,94,0,-10,79
330480,76,71,-3,82
330990,58,72,3,79
331500,72,73,-3,82
332010,54,84,-5,87
332520,82,85,3,84
333030,64,96,5,79
333540,69,97,0,79
334050,74,98,-6,85
334560,79,99,4,81
335070,61,100,-4,85
335580,88,101,12,73
336090,70,72,-6,79
336600,93,83,4,75
337110,75,48,3,72
337620,98,22,-4,76
338130,80,98,-5,81
338640,62,99,4,77
339150,67,39,3,74
339660,90,45,3,71
340170,72,19,-6,77
340680,98,95,0,77
341190,80,60,2,75
341700,1,78,-2,77
342210,82,27,-1,78
342720,61,1,-2,80
343230,87,72,-3,83
343740,8,78,3,80
344250,89,27,5,75
344760,9,1,-5,80
345270,4,26,2,78
345780,68,27,1,77
346290,94,1,-4,81
346800,76,72,3,78
347310,58,73,-4,82
347820,81,74,0,82
348330,63,85,-1,83
348840,44,86,2,81
349350,63,26,7,74
349860,89,0,0,74
350370,71,71,-10,84
350880,94,82,6,78
351390,76,47,7,71
351900,99,53,-2,73
352410,20,59,-8,81
352920,1,33,10,71
353430,65,53,-15,86
353940,88,18,8,78
354450,70,94,-4,82
354960,75,65,2,80
355470,98,66,5,75
355980,80,72,-7,82
356490,1,83,2,80
357000,82,32,3,77
357510,2,6,-1,78
358020,66,17,2,76
358530,92,88,-3,79
359040,74,53,4,75
359550,28,59,-11,86
360060,9,60,12,74
360570,73,80,-10,84
361080,96,45,9,75
361590,17,19,-3,78
362100,101,30,5,73
362610,83,4,-4,77
363120,65,75,-9,86
363630,93,76,7,79
364140,75,82,0,79
364650,57,83,-5,84
365160,37,84,0,84
365670,101,58,-3,87
366180,83,64,10,77
366690,4,70,2,75
367200,68,90,-6,81
367710,50,61,3,78
368220,32,62,-3,81
368730,51,63,0,81
369240,74,74,1,80
369750,97,39,0,80
370260,79,89,-5,85
370770,61,54,4,81
371280,89,65,10,71
371790,71,39,0,71
372300,94,13,-8,79
372810,76,84,-8,87
373320,58,85,5,82
373830,86,91,1,81
374340,68,56,1,80
374850,91,21,7,73
375360,73,97,-7,80
375870,55,68,3,77
376380,83,69,-6,83
376890,4,34,6,77
377400,68,54,-3,80
377910,87,19,2,78
378420,69,95,-1,79
378930,74,66,0,79
379440,97,77,0,79
379950,79,83,-3,82
380460,61,94,-2,84
380970,89,34,7,77
381480,9,8,-10,87
381990,4,19,7,80
382500,68,30,6,74
383010,94,4,-12,86
383520,76,75,6,80
384030,58,86,-9,89
384540,86,87,9,80
385050,68,52,1,79
385560,87,17,5,74
386070,90,88,-7,81
386580,72,53,4,77
387090,95,59,-1,78
387600,82,33,5,73
388110,2,7,-7,80
388620,66,18,1,79
389130,92,89,1,78
389640,74,54,-2,80
390150,97,19,0,80
390660,79,90,3,77
391170,61,55,-5,82
391680,89,66,8,74
392190,10,40,-3,77
392700,74,2,-5,82
393210,56,73,-4,86
393720,42,74,1,85
394230,61,75,5,80
394740,89,46,8,72
395250,10,20,-9,81
395760,5,31,7,74
396270,69,95,-12,86
396780,74,66,1,85
397290,97,77,9,76
397800,79,42,4,72
398310,0,16,1,71
398820,64,17,-7,78
399330,90,88,-6,84
399840,11,99,1,83
400350,92,48,10,73
400860,74,22,-5,78
401370,100,98,-6,84
401880,82,63,5,79
402390,47,28,-2,81
402900,66,39,6,75
403410,93,45,1,74
403920,14,19,-6,80
404430,9,30,3,77
404940,8,94,-5,82
405450,89,43,10,72
405960,9,63,-11,83
406470,73,83,0,83
406980,96,94,7,76
407490,78,59,-1,77
408000,101,24,6,71
408510,83,100,-10,81
409020,65,71,0,81
409530,47,72,-8,89
410040,81,73,8,81
410550,63,84,5,76
411060,43,61,-14,90
411570,77,62,12,78
412080,100,27,0,78
412590,79,1,1,77
413100,61,72,-7,84
413610,89,83,5,79
414120,71,94,-4,83
414630,53,65,1,82
415140,33,66,-4,86
415650,52,28,12,74
416160,71,2,-7,81
416670,55,73,-3,84
417180,82,74,4,80
417690,3,85,5,75
418200,84,34,3,72
418710,4,8,-7,79
419220,68,19,4,75
419730,94,95,2,73
420240,76,55,-6,79
420750,99,61,3,76
421260,20,67,-3,79
421770,1,87,-1,80
422280,82,36,8,72
422790,2,56,-1,73
423300,66,76,-15,88
423810,46,87,0,88
424320,24,59,0,88
424830,19,21,7,81
425340,14,32,4,77
425850,9,96,-8,85
426360,90,45,16,69
426870,11,65,-11,80
427380,75,85,2,78
427890,57,96,-7,85
428400,85,68,8,77
428910,6,74,-2,79
429420,70,23,1,78
429930,96,99,-2,80
430440,78,64,-5,85
430950,101,29,14,71
431460,81,3,-11,82
431970,63,74,1,81
432480,91,85,2,79
432990,12,96,-3,82
433500,93,45,6,76
434010,14,65,-2,78
434520,78,85,-9,87
435030,60,96,3,84
435540,88,15,9,75
436050,70,86,-4,79
436560,75,97,-4,83
437070,98,68,8,75
437580,19,74,-8,83
438090,0,29,4,79
438600,64,30,0,79
439110,90,4,-4,83
439620,72,75,1,82
440130,95,86,-1,83
440640,77,51,6,77
441150,100,57,2,75
441660,21,63,-5,80
442170,2,37,6,74
442680,66,88,-8,82
443190,89,59,8,74
443700,10,65,-9,83
444210,74,85,-2,85
444720,56,86,4,81
445230,79,65,5,76
445740,0,30,0,76
446250,64,31,2,74
446760,90,5,-9,83
447270,72,76,2,81
447780,95,90,0,81
448290,16,101,-5,86
448800,97,50,9,77
449310,17,56,-4,81
449820,81,76,-5,86
450330,2,87,10,76
450840,83,36,1,75
451350,3,10,-7,82
451860,67,21,5,77
452370,93,97,-1,78
452880,75,62,-2,80
453390,98,73,3,77
453900,19,79,2,75
454410,68,34,-4,79
454920,94,8,5,74
455430,76,79,-8,82
455940,99,90,6,76
456450,20,101,-9,85
456960,101,50,16,69
457470,21,56,-10,79
457980,2,30,11,68
458490,66,94,-14,82
459000,89,73,7,75
459510,10,79,-7,82
460020,91,28,4,78
460530,11,2,1,77
461040,95,13,1,76
461550,77,84,-5,81
462060,59,95,-3,84
462570,86,67,8,76
463080,7,32,2,74
463590,71,96,-12,86
464100,94,75,14,72
464610,15,81,-3,75
465120,96,101,1,74
465630,78,66,-5,79
466140,101,31,2,77
466650,21,5,-7,84
467160,40,30,-1,85
467670,59,41,6,79
468180,78,52,3,76
468690,17,58,-3,79
469200,12,78,-4,83
469710,76,27,11,72
470220,55,1,-7,79
470730,81,72,-1,80
471240,2,83,1,79
471750,83,9,4,75
472260,65,80,-8,83
472770,47,91,-4,87
473280,66,63,-1,88
473790,85,74,10,78
474300,67,39,1,77
474810,93,13,-1,78
475320,75,84,-4,82
475830,57,95,-1,83
476340,80,67,2,81
476850,1,32,4,77
477360,65,96,-1,78
477870,88,42,6,72
478380,8,16,-7,79
478890,3,27,5,74
479400,67,96,-6,80
479910,72,68,-11,91
480420,95,79,15,76
480930,77,44,-2,78
481440,16,50,-1,79
481950,11,12,1,78
482460,37,23,-4,82
482970,56,34,7,75
483480,97,45,1,74
483990,17,65,-5,79
484500,100,85,-2,81
485010,82,101,5,76
485520,64,72,-19,95
486030,87,83,13,82
486540,8,94,10,72
487050,89,43,0,72
487560,9,17,-8,80
488070,4,28,1,79
488580,68,92,-3,82
489090,50,63,-1,83
489600,69,74,7,76
490110,51,85,-2,78
490620,70,57,-5,83
491130,89,68,11,72
491640,10,74,-12,84
492150,74,23,12,72
492660,53,64,-9,81
493170,33,75,2,79
493680,14,49,0,79
494190,78,11,5,74
494700,2,82,-8,82
495210,66,31,4,78
495720,92,5,4,74
496230,74,76,-9,83
496740,97,87,4,79
497250,79,98,0,79
497760,61,69,-9,88
498270,80,80,7,81
498780,1,91,3,78
499290,82,40,4,74
499800,2,14,-1,75
500310,66,25,-2,77
500820,92,66,4,73
501330,13,40,-4,77
501840,8,2,-4,81
502350,3,13,3,78
502860,67,24,2,76
503370,93,100,-2,78
503880,75,9,-5,83
504390,101,80,2,81
504900,83,26,7,74
505410,87,67,0,74
505920,69,13,-1,75
506430,95,84,-6,81
506940,16,95,-2,83
507450,97,44,9,74
507960,17,18,-4,78
508470,12,29,3,75
508980,98,93,-8,83
509490,80,2,3,80
510000,62,73,-1,81
510510,42,84,-5,86
511020,76,56,13,73
511530,99,38,-12,85
512040,19,79,4,81
512550,83,28,4,77
513060,62,69,-4,81
513570,85,80,-1,82
514080,6,91,2,80
514590,87,40,7,73
515100,7,14,-6,79
515610,2,25,-2,81
516120,66,26,1,80
516630,92,67,5,75
517140,13,13,1,74
517650,8,24,-3,77
518160,72,88,-7,84
518670,54,99,1,83
519180,88,71,9,74
519690,9,53,-3,77
520200,73,73,1,76
520710,96,84,-12,88
521220,78,95,7,81
521730,60,77,-6,87
522240,55,78,-6,93
522750,89,79,15,78
523260,71,90,-1,79
523770,53,69,-8,87
524280,34,70,2,85
524790,15,32,8,77
525300,10,96,-8,85
525810,91,45,8,77
526320,11,19,1,76
526830,6,83,-2,78
527340,70,32,4,74
527850,9,6,-4,78
528360,4,17,-3,81
528870,68,18,8,73
529380,94,59,-5,78
529890,15,33,0,78
530400,10,97,-5,83
530910,91,46,4,79
531420,11,20,-2,81
531930,6,31,5,76
532440,70,95,-5,81
532950,75,77,4,77
533460,98,88,3,74
533970,80,50,-3,77
534480,1,25,-7,84
534990,65,26,6,78
535500,44,67,-10,88
536010,78,29,17,71
536520,57,3,-10,81
537030,58,74,2,79
537540,38,75,0,79
538050,72,47,8,71
538560,11,22,-8,79
539070,6,86,-7,86
539580,70,35,12,74
540090,97,9,-4,78
540600,79,21,1,77
541110,58,62,-2,79
541620,40,73,-5,84
542130,74,45,3,81
542640,97,20,7,74
543150,79,37,-2,76
543660,7,78,0,76
544170,71,27,0,76
544680,50,68,-8,84
545190,32,69,1,83
545700,13,31,0,83
546210,8,95,-1,84
546720,72,44,3,81
547230,11,19,2,79
547740,6,30,5,74
548250,70,94,-9,83
548760,50,65,0,83
549270,32,66,1,82
549780,13,28,6,76
550290,8,92,-10,86
550800,72,41,10,76
551310,0,15,-1,77
551820,64,16,-1,78
552330,43,57,-10,88
552840,22,68,4,84
553350,3,42,-2,86
553860,67,62,-1,87
554370,90,73,12,75
554880,72,55,-5,80
555390,11,17,0,80
555900,6,28,7,73
556410,70,92,-17,90
556920,9,71,4,86
557430,73,62,10,76
557940,96,73,-1,77
558450,78,55,-1,78
558960,101,37,-1,79
559470,80,11,2,77
559980,62,82,-6,83
560490,44,83,-4,87
561000,78,55,11,76
561510,101,37,-5,81
562020,80,78,1,80
562530,62,89,-7,87
563040,67,90,7,80
563550,49,61,-1,81
564060,31,62,-7,88
564570,12,24,8,80
565080,7,88,2,78
565590,88,37,3,75
566100,8,78,-10,85
566610,72,27,9,76
567120,51,68,-12,88
567630,85,69,11,77
568140,67,34,0,77
568650,46,8,-7,84
569160,26,27,4,80
569670,8,38,-8,88
570180,72,0,9,79
570690,54,19,7,72
571200,33,60,-14,86
571710,67,15,9,77
572220,47,7,-12,89
572730,48,36,2,87
573240,67,47,17,70
573750,6,53,-11,81
574260,70,69,1,80
574770,93,80,-2,82
575280,75,45,4,78
575790,98,19,2,76
576300,80,38,1,75
576810,0,27,4,71
577320,64,28,-8,79
577830,43,69,-6,85
578340,77,70,-2,87
578850,100,81,13,74
579360,82,27,3,71
579870,61,90,-8,79
580380,84,91,-7,86
580890,66,0,8,78
581400,48,19,-6,84
581910,27,48,1,83
582420,8,10,3,80
582930,3,21,6,74
583440,67,46,-10,84
583950,6,57,6,78
584460,70,77,-4,82
584970,93,88,3,79
585480,75,99,5,74
585990,57,18,-4,78
586500,36,59,-7,85
587010,70,60,3,82
587520,93,71,4,78
588030,14,17,6,72
588540,9,28,-2,74
589050,4,92,-5,79
589560,85,41,0,79
590070,5,30,0,79
590580,69,31,4,75
591090,48,72,-3,78
591600,53,44,3,75
592110,72,55,-3,78
592620,11,37,0,78
593130,75,101,1,77
593640,57,20,3,74
594150,37,61,-8,82
594660,71,33,7,75
595170,10,74,-6,81
595680,74,94,2,79
596190,56,34,0,79
596700,97,45,0,79
597210,17,34,3,76
597720,12,98,-7,83
598230,93,47,12,71
598740,13,67,-8,79
599250,77,7,-2,81
599760,59,26,2,79
600270,39,67,-2,81
600780,73,39,2,79
601290,53,14,-3,82
601800,33,33,-6,88
602310,15,44,2,86
602820,10,6,5,81
603330,5,17,12,69
603840,69,42,-7,76
604350,8,17,-1,77
604860,3,28,1,76
605370,67,29,-2,78
605880,89,70,3,75
606390,71,16,-3,78
606900,97,57,5,73
607410,17,32,-2,75
607920,12,96,-9,84
608430,93,45,12,72
608940,13,34,-5,77
609450,8,98,-4,81
609960,89,47,9,72
610470,9,22,-5,77
610980,4,86,-7,84
611490,68,35,-1,85
612000,7,64,2,83
612510,71,56,13,70
613020,94,63,-10,80
613530,15,38,0,80
614040,10,0,-6,86
614550,5,49,8,78
615060,69,69,-4,82
615570,92,80,9,73
616080,74,45,1,72
616590,97,20,-7,79
617100,79,61,0,79
617610,0,23,5,74
618120,64,24,-1,75
618630,43,65,-9,84
619140,77,66,5,79
619650,59,77,-4,83
620160,41,56,1,82
620670,23,57,-2,84
