step_time,gneJ00_offset,gneJ9_offset,queue_sum
170748,32,45,21.3
171360,35,50,20.3
171972,38,57,23.0
172584,38,70,26.3
173196,40,87,24.7
173808,42,11,25.7
174420,86,38,31.3
175032,11,43,28.0
175644,27,48,22.0
176256,29,50,23.3
176868,30,50,29.7
177480,31,55,23.0
178092,33,63,25.7
178704,33,74,27.7
179316,33,84,28.7
179928,33,96,23.7
180540,34,7,22.7
181152,67,71,28.3
181764,67,89,29.7
182376,67,12,27.3
182988,6,14,26.0
183600,9,38,28.3
184212,20,47,27.0
184824,22,57,27.3
185436,25,72,29.3
186048,28,85,27.7
186660,31,100,22.3
187272,32,24,23.7
187884,35,49,21.3
188496,35,52,23.0
189108,38,60,21.0
189720,41,75,24.7
190332,43,89,26.7
190944,47,15,23.0
191556,55,32,28.3
192168,61,32,32.3
192780,67,32,30.0
193392,74,32,32.0
194004,80,32,31.3
194616,26,32,24.0
195228,27,46,21.7
195840,27,54,26.3
196452,32,67,27.7
197064,35,76,26.3
197676,35,88,28.3
198288,35,4,22.3
198900,72,53,29.0
199512,72,59,27.3
200124,72,82,28.0
200736,72,100,27.7
201348,74,28,30.7
201960,91,33,31.3
202572,1,37,29.3
203184,17,49,25.7
203796,17,60,31.3
204408,24,75,29.7
205020,24,89,32.7
205632,25,96,25.3
206244,26,10,23.7
206856,26,39,24.0
207468,26,42,23.7
208080,26,49,24.0
208692,26,59,25.3
209304,29,77,27.0
209916,35,0,24.0
210528,14,19,25.0
211140,15,51,28.0
211752,22,62,30.0
212364,22,72,34.7
212976,22,81,34.7
213588,22,92,30.0
214200,22,96,30.0
214812,22,99,29.3
215424,22,101,28.7
216036,24,5,25.7
216648,27,26,22.8
217260,31,57,24.0
217872,34,70,28.0
218484,34,87,27.3
219096,34,101,27.0
219708,34,32,20.0
220320,34,50,23.3
220932,34,57,23.3
221544,34,66,25.3
222156,34,72,28.3
222768,34,82,26.0
223380,34,86,22.7
223992,34,94,26.0
224604,34,15,23.7
225216,34,29,19.3
225828,34,55,20.7
226440,34,78,27.7
227052,34,97,27.7
227664,34,22,21.3
228276,34,38,24.0
228888,34,55,22.7
229500,34,71,22.7
230112,34,92,28.7
230724,34,1,27.0
231336,12,12,24.3
231948,16,42,24.7
232560,22,52,24.7
233172,25,63,27.0
233784,28,79,28.0
234396,28,96,25.0
235008,28,10,23.0
235620,28,69,30.0
236232,28,80,26.0
236844,28,96,24.3
237456,28,14,20.7
238068,28,54,26.0
238680,28,65,24.7
239292,28,77,28.3
239904,28,92,26.0
240516,28,8,21.7
241128,4,32,28.7
241740,13,44,26.7
242352,18,61,28.7
242964,22,75,28.3
243576,22,88,32.0
244188,22,97,29.0
244800,22,15,28.0
245412,22,55,34.7
246024,24,67,27.0
246636,27,78,28.3
247248,30,89,25.3
247860,31,101,20.7
248472,34,18,23.0
249084,40,55,25.7
249696,46,64,23.3
250308,52,83,24.7
250920,59,2,25.7
251532,2,2,24.3
252144,23,83,27.3
252756,23,97,32.7
253368,26,13,23.0
253980,26,37,25.3
254592,26,38,24.3
255204,26,39,21.0
255816,26,43,22.3
256428,26,44,23.7
257040,27,47,24.7
257652,27,50,21.2
258264,27,54,23.5
258876,27,61,26.7
259488,27,68,31.5
260100,27,79,29.7
260712,27,88,27.3
261324,28,95,25.3
261936,28,4,23.7
262548,7,31,28.0
263160,15,33,25.3
263772,15,33,31.7
264384,17,37,26.3
264996,17,43,29.3
265608,17,50,33.0
266220,25,64,27.3
266832,25,75,32.3
267444,25,94,31.3
268056,25,18,26.0
268668,25,40,29.0
269280,25,44,26.0
269892,25,48,33.3
270504,25,51,27.7
271116,25,60,32.0
271728,25,70,31.7
272340,25,84,31.3
272952,25,98,31.3
273564,25,25,27.7
274176,29,68,27.7
274788,30,80,28.0
275400,31,89,25.3
276012,32,2,24.3
276624,13,74,27.7
277236,13,89,32.3
277848,13,15,31.0
278460,13,51,32.0
279072,25,66,29.0
279684,25,80,35.3
280296,25,96,30.3
280908,25,30,26.3
281520,25,64,33.3
282132,25,79,35.3
282744,25,98,32.0
283356,25,31,28.0
283968,25,62,32.7
284580,25,75,32.3
285192,25,93,28.3
285804,25,15,29.0
286416,25,78,37.7
287028,25,97,34.3
287640,25,21,26.3
288252,25,51,33.0
288864,25,59,33.3
289476,25,70,33.0
290088,25,83,31.3
290700,25,95,33.7
291312,26,14,21.7
291924,29,81,30.3
292536,36,3,24.3
293148,15,33,26.7
293760,18,41,26.7
294372,21,50,25.7
294984,24,57,26.0
295596,26,70,26.0
296208,28,85,23.3
296820,32,99,25.0
297432,38,19,22.7
298044,23,67,30.7
298656,27,77,23.3
299268,28,92,28.0
299880,28,4,23.0
300492,15,46,25.3
301104,25,54,24.7
301716,28,62,27.0
302328,33,77,27.3
302940,35,98,21.3
303552,35,23,20.3
304164,36,59,24.0
304776,36,72,22.7
305388,36,86,26.3
306000,36,0,24.3
306612,13,35,27.7
307224,13,40,31.3
307836,16,44,25.7
308448,18,48,27.3
309060,19,53,24.0
309672,22,58,27.0
310284,22,64,31.3
310896,22,70,34.0
311508,22,76,29.5
312120,22,80,32.7
312732,22,88,36.3
313344,22,0,30.7
313956,10,55,26.0
314568,33,61,25.0
315180,34,65,25.0
315792,36,75,27.7
316404,37,85,27.0
317016,37,97,26.3
317628,37,22,23.0
318240,92,50,30.7
318852,97,50,33.3
319464,101,50,32.0
320076,5,50,29.0
320688,36,64,24.0
321300,46,74,23.3
321912,55,82,24.7
322524,59,97,23.7
323136,62,19,27.0
323748,66,19,26.7
324360,71,19,28.7
324972,75,19,27.2
325584,77,19,28.0
326196,77,19,34.3
326808,77,19,35.3
327420,77,19,32.7
328032,77,19,36.7
328644,77,20,38.3
329256,80,21,29.7
329868,82,21,30.3
330480,88,25,29.7
331092,91,30,28.7
331704,94,33,29.0
332316,95,37,30.0
332928,98,42,29.3
333540,99,46,28.7
334152,99,49,35.3
334764,99,49,36.0
335376,99,50,34.0
335988,99,54,33.7
336600,100,60,31.7
337212,100,62,34.7
337824,100,64,32.3
338436,100,67,30.0
339048,100,73,33.3
339660,101,77,29.7
340272,101,79,33.3
340884,101,81,32.0
341496,1,81,27.3
342108,14,96,27.3
342720,14,17,27.3
343332,15,46,30.0
343944,22,52,25.7
344556,24,57,29.3
345168,27,62,25.2
345780,30,71,27.0
346392,34,82,26.7
347004,40,93,23.3
347616,44,11,24.3
348228,53,11,23.3
348840,60,11,27.3
349452,63,11,27.0
350064,67,11,28.7
350676,67,11,28.3
351288,67,11,27.7
351900,67,11,28.7
352512,67,11,28.0
353124,68,11,29.0
353736,69,11,25.7
354348,74,11,28.7
354960,82,11,31.0
355572,90,11,30.7
356184,97,11,29.7
356796,1,11,23.3
357408,21,22,21.5
358020,26,40,21.3
358632,32,49,21.7
359244,41,58,22.0
359856,47,67,24.0
360468,51,78,24.0
361080,57,87,29.0
361692,63,2,27.0
362304,65,3,32.0
362916,66,5,29.7
363528,66,6,27.7
364140,66,8,25.3
364752,66,10,28.0
365364,66,12,26.0
365976,66,12,25.7
366588,66,12,26.7
367200,66,12,25.7
367812,66,17,26.3
368424,66,20,26.0
369036,66,24,27.3
369648,66,32,27.7
370260,66,38,26.7
370872,66,47,30.0
371484,66,57,27.0
372096,68,65,26.3
372708,75,72,28.0
373320,80,79,27.0
373932,80,85,30.7
374544,80,4,32.3
375156,80,5,34.0
375768,80,5,35.0
376380,83,7,30.7
376992,83,7,36.3
377604,84,7,30.0
378216,84,7,36.0
378828,87,7,28.0
379440,90,7,30.3
380052,91,8,31.0
380664,91,8,31.7
381276,91,8,31.0
381888,91,8,36.3
382500,91,8,33.3
383112,91,8,31.3
383724,91,8,32.7
384336,91,8,32.3
384948,91,8,32.7
385560,91,8,32.7
386172,91,8,33.7
386784,91,8,33.3
387396,91,8,31.7
388008,91,8,36.7
388620,91,8,31.7
389232,91,8,32.0
389844,91,8,31.3
390456,91,8,33.0
391068,91,8,27.7
391680,91,8,33.7
392292,91,8,35.0
392904,91,8,34.7
393516,91,8,29.7
394128,91,8,34.0
394740,91,8,31.7
395352,91,8,31.3
395964,91,8,32.3
396576,94,8,31.7
397188,97,8,28.0
397800,98,11,30.7
398412,101,20,28.7
399024,1,27,29.3
399636,22,44,26.3
400248,25,56,24.3
400860,26,68,26.3
401472,27,80,25.3
402084,27,95,26.7
402696,28,7,24.3
403308,38,23,21.0
403920,48,26,24.0
404532,48,26,25.0
405144,48,26,23.7
405756,48,26,27.0
406368,48,26,26.3
406980,48,26,26.0
407592,48,26,24.3
408204,48,26,28.3
408816,48,26,27.0
409428,48,26,27.3
410040,48,26,29.3
410652,48,26,29.3
411264,48,26,29.0
411876,48,26,28.3
412488,48,26,27.7
413100,48,26,26.7
413712,48,26,24.7
414324,48,26,27.3
414936,48,26,25.0
415548,48,26,24.3
416160,48,26,28.0
416772,48,26,30.3
417384,48,26,26.3
417996,48,29,25.0
418608,48,32,26.0
419220,49,36,23.0
419832,52,41,26.0
420444,56,43,22.3
421056,58,46,26.7
421668,60,49,26.0
422280,64,52,27.3
422892,67,52,31.0
423504,70,54,29.0
424116,72,54,31.7
424728,72,54,30.7
425340,72,54,31.7
425952,73,54,29.3
426564,74,54,31.3
427176,74,54,33.0
427788,74,54,31.3
428400,74,54,32.3
429012,74,54,30.3
429624,74,54,32.0
430236,74,54,30.7
430848,74,54,32.0
431460,74,54,31.7
432072,74,54,31.7
432684,74,54,29.0
433296,74,54,30.3
433908,74,54,30.0
434520,74,54,33.0
435132,74,56,26.3
435744,74,57,28.7
436356,74,60,28.0
436968,74,66,26.7
437580,74,70,27.7
438192,77,74,28.7
438804,82,76,28.5
439416,83,77,28.7
440028,89,80,27.0
440640,91,87,29.0
441252,93,96,27.7
441864,95,27,31.3
442476,95,35,35.3
443088,95,46,36.0
443700,95,55,32.7
444312,95,60,33.3
444924,98,67,29.7
445536,98,75,34.0
446148,98,84,34.3
446760,98,92,28.3
447372,98,8,31.7
447984,99,16,29.7
448596,99,27,34.7
449208,99,35,36.3
449820,99,45,37.0
450432,99,52,35.3
451044,99,56,34.7
451656,99,59,34.3
452268,99,59,33.7
452880,99,59,36.7
453492,99,59,34.7
454104,99,59,39.3
454716,99,59,35.3
455328,99,59,40.7
455940,99,59,34.7
456552,99,59,33.7
457164,99,59,37.7
457776,99,59,36.0
458388,99,59,37.7
459000,99,59,34.7
459612,99,61,37.0
460224,99,61,36.0
460836,99,61,35.7
461448,99,61,38.0
462060,99,63,31.0
462672,99,63,33.0
463284,99,63,37.7
463896,99,63,38.3
464508,99,63,35.7
465120,99,63,34.7
465732,99,63,37.3
466344,99,63,34.3
466956,99,63,38.0
467568,99,63,36.0
468180,99,67,32.0
468792,99,73,32.7
469404,99,77,34.0
470016,99,77,35.7
470628,99,80,33.0
471240,99,83,32.3
471852,99,84,32.0
472464,100,84,29.3
473076,101,84,27.7
473688,101,84,31.3
474300,1,84,29.7
474912,21,1,24.7
475524,43,17,22.3
476136,53,17,22.3
476748,64,17,29.0
477360,73,17,29.3
477972,80,17,31.0
478584,83,18,30.7
479196,84,18,29.3
479808,84,18,36.7
480420,84,19,32.7
481032,84,20,36.0
481644,84,21,37.7
482256,84,22,35.2
482868,84,24,34.7
483480,84,26,34.0
484092,84,26,37.0
484704,84,26,37.7
485316,84,26,36.3
485928,84,26,37.0
486540,84,26,34.0
487152,84,26,36.7
487764,84,26,37.7
488376,84,26,39.0
488988,84,26,37.0
489600,84,26,38.0
490212,84,26,39.0
490824,84,26,39.7
491436,84,26,37.0
492048,84,27,35.0
492660,84,28,34.0
493272,84,29,33.3
493884,84,29,38.7
494496,84,29,39.0
495108,84,29,34.7
495720,84,29,38.0
496332,84,29,40.3
496944,84,31,34.7
497556,84,31,33.3
498168,84,31,38.7
498780,85,31,32.7
499392,87,31,33.3
500004,87,31,36.3
500616,87,31,38.0
501228,87,31,33.7
501840,87,31,38.3
502452,88,31,33.0
503064,89,31,33.7
503676,91,31,35.7
504288,93,31,32.7
504900,93,31,39.3
505512,93,31,37.0
506124,93,31,35.7
506736,93,31,36.7
507348,93,31,36.0
507960,93,32,35.3
508572,93,32,38.3
509184,93,33,38.7
509796,93,33,39.0
510408,93,33,40.7
511020,93,33,41.0
511632,93,33,37.3
512244,93,33,38.3
512856,93,33,39.7
513468,93,33,35.3
514080,93,33,38.0
514692,93,35,35.3
515304,93,37,38.3
515916,93,41,36.0
516528,93,44,34.7
517140,93,48,36.3
517752,93,57,35.3
518364,93,63,35.3
518976,95,68,26.7
519588,95,70,31.0
520200,95,73,35.7
520812,95,77,31.7
521424,95,79,32.3
522036,96,79,28.0
522648,96,79,34.3
523260,96,81,32.7
523872,96,83,30.3
524484,96,83,30.3
525096,96,83,31.3
525708,96,83,30.0
526320,96,83,34.7
526932,98,84,27.3
527544,0,84,29.0
528156,14,100,25.3
528768,16,20,24.7
529380,17,44,28.0
529992,19,49,26.0
530604,21,51,29.0
531216,25,54,25.3
531828,27,57,24.3
532440,29,60,23.3
533052,30,63,27.7
533664,30,68,27.0
534276,30,76,25.8
534888,30,88,27.7
535500,30,97,25.7
536112,30,12,24.3
536724,38,37,23.7
537336,38,49,19.0
537948,38,65,25.0
538560,38,72,27.3
539172,38,81,28.7
539784,38,97,24.3
540396,38,12,25.0
541008,38,19,24.0
541620,38,31,18.3
542232,38,34,21.0
542844,38,42,23.3
543456,38,65,25.0
544068,38,73,27.7
544680,38,85,25.7
545292,38,100,23.0
545904,38,26,21.0
546516,42,35,21.7
547128,42,39,22.3
547740,42,50,22.0
548352,42,78,25.7
548964,42,94,22.3
549576,42,17,24.3
550188,42,28,21.7
550800,46,38,23.0
551412,46,45,22.0
552024,46,59,21.7
552636,46,74,24.0
553248,46,90,26.3
553860,46,11,25.0
554472,46,13,24.0
555084,47,14,24.0
555696,53,16,25.0
556308,59,16,27.3
556920,62,16,25.0
557532,65,16,28.0
558144,67,16,25.7
558756,67,16,27.3
559368,67,16,28.3
559980,68,16,26.7
560592,72,16,27.7
561204,77,16,29.3
561816,82,16,30.7
562428,90,16,32.3
563040,97,16,30.3
563652,2,16,28.0
564264,22,35,21.7
564876,27,43,24.5
565488,29,50,24.7
566100,29,54,22.0
566712,29,58,24.7
567324,29,61,25.3
567936,29,66,25.0
568548,29,76,29.0
569160,29,85,26.0
569772,29,97,26.7
570384,29,14,22.7
570996,35,52,24.0
571608,35,53,23.3
572220,35,56,23.0
572832,35,61,28.0
573444,35,66,25.0
574056,35,76,27.2
574668,35,85,26.0
575280,35,97,27.3
575892,35,14,22.3
576504,35,50,21.7
577116,35,58,26.3
577728,35,61,27.7
578340,35,63,24.3
578952,35,66,23.3
579564,35,72,27.3
580176,35,80,26.3
580788,35,89,25.3
581400,35,1,24.0
582012,35,4,25.3
582624,35,10,24.0
583236,35,31,19.0
583848,35,48,26.3
584460,37,71,27.0
585072,39,88,26.0
585684,39,6,23.0
586296,39,13,26.7
586908,39,27,22.3
587520,45,38,21.3
588132,47,44,23.7
588744,50,57,23.0
589356,53,83,27.7
589968,56,97,28.3
590580,57,19,26.3
591192,57,26,24.3
591804,57,31,28.3
592416,57,40,27.0
593028,57,50,26.3
593640,58,65,26.0
594252,58,86,27.0
594864,58,100,26.0
595476,58,18,23.0
596088,58,18,25.0
596700,58,18,25.3
597312,58,18,25.3
597924,58,18,26.3
598536,58,18,26.3
599148,58,18,23.0
599760,58,18,26.7
600372,58,18,22.7
600984,58,18,24.7
601596,58,18,26.7
602208,58,21,29.3
602820,58,23,25.7
603432,59,24,28.0
604044,59,28,28.7
604656,59,31,26.0
605268,59,32,26.0
605880,61,32,29.7
606492,61,32,28.3
607104,61,32,30.0
607716,61,32,30.3
608328,61,32,35.0
608940,61,32,31.3
609552,61,32,27.3
610164,61,32,30.3
610776,61,32,30.0
611388,61,32,30.7
612000,61,32,28.0
612612,61,32,29.3
613224,61,32,28.3
613836,61,32,30.0
614448,61,32,35.7
615060,64,32,28.3
615672,66,32,34.0
616284,67,32,30.0
616896,70,32,31.0
617508,72,32,31.0
618120,77,32,31.0
618732,82,33,28.0
619344,87,33,32.7
619956,91,33,32.7
620568,94,33,33.3
621180,100,33,33.3
621792,3,33,31.3
622404,26,40,25.3
623016,30,47,22.7
623628,33,53,22.3
624240,35,60,23.0
624852,36,68,27.3
625464,37,77,29.0
626076,39,87,24.7
626688,43,101,21.7
627300,47,19,24.0
627912,47,20,21.7
628524,47,21,24.7
629136,47,21,23.7
629748,47,21,22.3
630360,47,21,21.0
630972,47,21,23.7
631584,47,23,23.3
632196,47,28,25.7
632808,47,31,25.7
633420,49,35,24.0
634032,51,39,23.0
634644,51,39,26.3
635256,52,39,24.7
635868,53,39,28.7
636480,54,41,25.3
637092,58,45,28.7
637704,61,46,27.7
638316,61,50,26.3
638928,64,56,27.0
639540,66,67,26.0
640152,71,87,28.0
640764,74,1,30.3
641376,78,3,31.0
641988,82,3,31.3
642600,83,3,33.3
643212,83,3,33.7
643824,85,3,28.3
644436,86,3,29.0
645048,87,3,30.7
645660,87,3,31.3
646272,87,3,32.3
646884,87,3,33.0
647496,88,3,28.7
648108,90,3,30.0
648720,95,3,28.0
649332,0,4,27.3
649944,19,36,23.3
650556,27,44,21.7
651168,32,53,21.3
651780,34,63,24.7
652392,34,74,29.0
653004,34,92,25.7
653616,34,11,24.3
654228,36,35,21.0
654840,41,49,20.7
655452,43,68,27.0
656064,45,76,25.8
656676,45,88,23.3
657288,45,99,25.3
657900,45,13,24.3
658512,45,13,22.0
659124,45,13,26.7
659736,45,13,25.7
660348,45,13,23.0
660960,45,13,24.7
661572,45,13,24.0
662184,45,13,21.3
662796,45,16,23.3
663408,45,18,26.7
664020,45,22,23.5
664632,45,24,23.3
665244,45,27,25.3
665856,45,30,22.7
666468,45,33,23.3
667080,47,33,23.3
667692,48,33,27.7
668304,48,33,26.3
668916,48,34,25.3
669528,48,37,23.7
670140,50,44,23.3
670752,50,51,23.0
671364,51,76,25.0
671976,51,87,24.7
672588,51,4,26.7
673200,51,7,25.7
673812,51,9,22.7
674424,51,13,23.7
675036,51,17,25.7
675648,51,17,25.3
676260,51,17,25.0
676872,52,17,22.7
677484,53,17,27.7
678096,56,17,24.7
678708,58,17,28.3
679320,61,17,30.0
679932,64,17,24.3
680544,69,17,26.3
681156,74,19,28.7
681768,78,19,29.0
682380,85,20,30.0
682992,92,23,32.3
683604,99,28,30.3
684216,2,29,29.7
684828,23,40,23.7
685440,26,51,21.0
686052,29,66,28.3
686664,31,87,26.3
687276,34,12,22.3
687888,39,45,22.7
688500,39,69,23.7
689112,39,82,25.3
689724,39,91,24.7
690336,39,3,23.3
690948,39,12,26.7
691560,39,40,21.3
692172,39,48,22.3
692784,39,59,20.3
693396,39,61,23.3
694008,39,63,22.7
694620,39,66,23.3
695232,39,73,25.3
695844,39,77,24.3
696456,39,78,24.3
697068,39,79,27.3
697680,39,83,28.0
698292,39,89,26.7
698904,39,94,25.0
699516,39,2,24.3
700128,39,45,20.7
700740,39,57,20.3
701352,39,59,23.7
701964,40,59,25.0
702576,41,61,22.7
703188,41,65,22.7
703800,41,70,23.0
704412,41,76,27.0
705024,41,80,27.7
705636,41,88,25.3
706248,43,97,23.7
706860,44,11,24.7
707472,44,31,22.3
708084,49,37,25.7
708696,55,42,26.0
709308,62,47,29.3
709920,68,52,27.7
710532,75,62,25.3
711144,86,69,30.0
711756,96,77,28.0
712368,7,86,28.7
712980,32,11,19.3
713592,39,44,23.7
714204,42,65,23.7
714816,45,74,25.7
715428,50,87,24.7
716040,51,0,22.3
716652,52,2,24.0
717264,58,2,25.0
717876,64,3,31.0
718488,70,3,30.7
719100,75,3,31.0
719712,81,3,30.7
720324,82,3,28.7
720936,83,3,27.7
721548,84,3,31.7
722160,87,3,29.7
722772,88,3,29.3
723384,88,3,32.7
723996,88,3,33.0
724608,88,3,33.3
725220,88,4,35.0
725832,88,6,34.3
726444,88,7,32.3
727056,88,9,34.3
727668,88,12,34.0
728280,88,14,32.0
728892,89,16,29.0
729504,89,19,35.3
730116,89,20,35.7
730728,89,20,35.0
731340,89,21,35.0
731952,89,24,35.0
732564,91,27,29.3
733176,91,29,33.3
733788,91,29,36.0
734400,91,30,37.0
735012,91,30,35.7
735624,91,30,40.7
736236,91,30,39.0
736848,91,32,35.7
737460,91,34,33.0
738072,91,37,34.7
738684,91,39,34.0
739296,91,39,36.7
739908,91,39,36.3
740520,91,40,33.7
741132,91,40,37.3
741744,91,41,38.0
742356,91,43,32.0
742968,91,48,34.3
743580,91,50,33.0
744192,91,52,34.3
744804,91,56,32.3
745416,92,59,29.0
746028,95,59,29.7
746640,100,63,26.3
747252,3,66,26.7
747864,38,92,25.3
748476,41,18,25.7
749088,45,42,23.3
749700,45,54,20.7
750312,45,79,24.3
750924,45,2,24.3
751536,46,84,24.0
752148,46,3,26.3
752760,46,72,26.7
753372,46,91,24.7
753984,46,14,23.3
754596,46,34,23.3
755208,46,35,26.0
755820,48,41,23.7
756432,51,49,24.7
757044,52,64,26.0
757656,52,84,25.3
758268,52,6,28.0
758880,52,79,28.7
759492,52,95,25.0
760104,53,18,28.0
760716,54,33,24.7
761328,55,40,26.7
761940,56,48,25.7
762552,56,56,26.3
763164,56,71,26.7
763776,56,84,25.0
764388,56,99,26.3
765000,56,16,29.0
765612,56,35,28.3
766224,56,35,29.0
766836,56,35,29.3
767448,56,38,27.3
768060,56,39,27.0
768672,56,39,28.3
769284,56,40,29.0
769896,56,42,28.0
770508,56,46,26.3
771120,56,52,24.0
771732,56,61,27.0
772344,56,73,26.0
772956,56,94,24.7
773568,56,11,26.3
774180,56,35,26.7
774792,57,35,31.0
775404,58,35,30.7
776016,58,35,27.3
