step_time,gneJ00_offset,gneJ9_offset,reward,queue_sum
169830,1,39,8,73
170340,65,30,-8,81
170850,90,19,5,76
171360,66,46,-8,84
171870,80,29,7,77
172380,3,39,-5,82
172890,67,30,5,77
173400,92,37,5,72
173910,15,64,-6,78
174420,22,55,-1,79
174930,25,17,-8,87
175440,28,24,6,81
175950,31,13,0,81
176460,34,20,0,81
176970,37,27,-1,82
177480,40,16,-1,83
177990,43,23,5,78
178500,62,30,0,78
179010,87,37,-1,79
179520,10,26,-4,83
180030,62,20,1,82
180540,69,30,4,78
181050,94,19,0,78
181560,70,46,1,77
182070,95,35,-3,80
182580,18,62,-1,81
183090,21,53,-2,83
183600,24,15,5,78
184110,27,4,0,78
184620,28,11,-2,80
185130,31,18,0,80
185640,34,25,0,80
186150,37,14,-8,88
186660,40,21,12,76
187170,43,28,-9,85
187680,46,17,7,78
188190,47,24,-6,84
188700,66,31,5,79
189210,91,20,12,67
189720,67,47,-20,87
190230,81,58,7,80
190740,95,41,-1,81
191250,18,30,-3,84
191760,70,99,4,80
192270,52,55,-8,88
192780,66,17,10,78
193290,3,27,-5,83
193800,55,18,5,78
194310,56,25,-4,82
194820,81,32,9,73
195330,4,21,-6,79
195840,17,12,-4,83
196350,20,30,10,73
196860,72,99,-2,75
197370,54,24,-7,82
197880,68,31,0,82
198390,93,20,3,79
198900,69,47,0,79
199410,94,30,-2,81
199920,76,57,2,79
200430,101,40,2,77
200940,83,67,-3,80
201450,97,29,4,76
201960,20,56,-12,88
202470,23,18,12,76
202980,26,7,-7,83
203490,29,18,0,83
204000,32,64,1,82
204510,35,26,1,81
205020,38,15,2,79
205530,41,22,-3,82
206040,44,11,4,78
206550,45,21,-2,80
207060,64,28,3,77
207570,89,17,0,77
208080,65,44,-11,88
208590,79,33,14,74
209100,2,43,-5,79
209610,66,34,0,79
210120,91,41,8,71
210630,14,68,-8,79
211140,13,59,0,79
211650,12,50,3,76
212160,64,41,-1,77
212670,89,30,0,77
213180,12,57,0,77
213690,53,48,-7,84
214200,56,10,9,75
214710,57,20,0,75
215220,82,30,3,72
215730,5,40,-8,80
216240,69,31,4,76
216750,94,20,-2,78
217260,70,47,1,77
217770,95,30,-9,86
218280,77,57,6,80
218790,91,40,0,80
219300,14,29,1,79
219810,66,98,4,75
220320,48,34,-9,84
220830,93,23,9,75
221340,69,50,-4,79
221850,94,33,1,78
222360,17,60,-3,81
222870,12,49,-1,82
223380,7,40,-1,83
223890,6,31,2,81
224400,5,22,1,80
224910,57,28,2,78
225420,82,35,6,72
225930,5,24,-10,82
226440,57,30,0,82
226950,82,37,8,74
227460,5,26,-8,82
227970,4,17,1,81
228480,92,23,0,81
228990,68,50,-2,83
229500,93,33,5,78
230010,16,60,1,77
230520,23,51,-7,84
231030,26,13,2,82
231540,29,31,-1,83
232050,43,100,6,77
232560,46,28,-9,86
233070,65,39,9,77
233580,90,28,-2,79
234090,13,55,4,75
234600,12,46,-11,86
235110,11,37,6,80
235620,10,28,0,80
236130,62,37,-1,81
236640,87,48,5,76
237150,10,78,-7,83
237660,55,28,3,80
238170,80,35,3,77
238680,3,45,-7,84
239190,13,36,7,77
239700,8,100,0,77
240210,53,89,3,74
240720,67,25,-5,79
241230,28,35,2,77
241740,42,2,1,76
242250,43,52,-5,81
242760,57,14,-2,83
243270,58,24,1,82
243780,83,31,8,74
244290,6,58,-5,79
244800,51,49,-2,81
245310,65,11,5,76
245820,80,21,3,73
246330,87,31,-2,75
246840,10,58,-6,81
247350,9,49,3,78
247860,97,40,-1,79
248370,20,67,-1,80
248880,23,56,1,79
249390,26,18,-1,80
249900,45,29,4,76
250410,59,40,-8,84
250920,73,51,9,75
251430,98,78,-2,77
251940,80,3,7,70
252450,56,13,-11,81
252960,71,23,5,76
253470,96,33,-3,79
253980,78,60,-1,80
254490,1,43,0,80
255000,89,34,5,75
255510,71,44,-4,79
256020,96,27,0,79
256530,78,54,-3,82
257040,1,84,5,77
257550,46,34,-4,81
258060,65,45,-2,83
258570,79,56,-1,84
259080,2,39,5,79
259590,66,30,4,75
260100,25,19,-3,78
260610,28,30,-12,90
261120,42,41,12,78
261630,56,3,0,78
262140,71,33,-3,81
262650,96,85,3,78
263160,78,10,2,76
263670,54,20,-5,81
264180,79,27,12,69
264690,2,37,-8,77
265200,1,28,-3,80
265710,65,25,7,73
266220,90,35,-3,76
266730,13,62,-5,81
267240,22,23,-7,88
267750,36,34,6,82
268260,50,45,4,78
268770,64,7,1,77
269280,71,37,1,76
269790,96,26,-5,81
270300,72,53,0,81
270810,86,36,2,79
271320,9,25,-1,80
271830,61,19,2,78
272340,76,29,7,71
272850,101,39,-11,82
273360,24,66,1,81
273870,27,28,-4,85
274380,41,97,7,78
274890,42,33,-1,79
275400,18,44,-3,82
275910,94,6,4,78
276420,70,36,-1,79
276930,95,25,1,78
277440,77,52,-2,80
277950,0,82,6,74
278460,45,32,-6,80
278970,64,43,1,79
279480,89,54,1,78
279990,12,84,1,77
280500,28,34,-5,82
281010,42,1,4,78
281520,43,12,-1,79
282030,44,23,4,75
282540,63,34,-10,85
283050,88,45,8,77
283560,11,34,-4,81
284070,87,25,5,76
284580,63,52,-7,83
285090,77,63,2,81
285600,91,46,4,77
286110,14,35,-3,80
286620,90,2,9,71
287130,66,12,-11,82
287640,81,22,13,69
288150,88,49,-11,80
288660,11,38,3,77
289170,6,29,-5,82
289680,5,42,-4,86
290190,4,55,8,78
290700,49,5,2,76
291210,50,35,-8,84
291720,69,46,4,80
292230,94,57,1,79
292740,17,40,-2,81
293250,93,2,0,81
293760,69,32,7,74
294270,94,21,-3,77
294780,70,48,-10,87
295290,84,59,11,76
295800,7,42,-6,82
296310,6,33,-1,83
296820,5,24,4,79
297330,57,21,-1,80
297840,82,28,6,74
298350,5,38,-1,75
298860,4,29,-5,80
299370,68,20,3,77
299880,75,30,2,75
300390,100,40,-6,81
300900,23,67,3,78
301410,26,50,-7,85
301920,40,12,2,83
302430,41,23,2,81
302940,60,34,-1,82
303450,74,45,8,74
303960,99,28,-4,78
304470,81,55,-3,81
304980,4,85,3,78
305490,49,35,2,76
306000,68,46,-7,83
306510,82,29,11,72
307020,89,39,-5,77
307530,12,28,3,74
308040,7,97,-3,77
308550,52,86,2,75
309060,57,22,-4,79
309570,82,32,7,72
310080,5,42,-7,79
310590,69,33,1,78
311100,94,40,2,76
311610,17,29,-1,77
312120,101,98,-10,87
312630,83,23,17,70
313140,90,33,-6,76
313650,13,60,-4,80
314160,24,51,-2,82
314670,27,13,0,82
315180,30,24,1,81
315690,49,93,5,76
316200,63,29,0,76
316710,88,36,2,74
317220,11,25,-4,78
317730,63,94,1,77
318240,45,30,-4,81
318750,64,41,2,79
319260,78,52,0,79
319770,92,82,5,74
320280,74,18,2,72
320790,89,28,-5,77
321300,71,55,-2,79
321810,85,66,3,76
322320,99,49,-3,79
322830,55,38,-1,80
323340,69,49,-1,81
323850,83,60,3,78
324360,12,90,-2,80
324870,57,40,1,79
325380,71,23,5,74
325890,86,33,4,70
326400,68,24,-5,75
326910,83,34,6,69
327420,65,44,-12,81
327930,79,55,0,81
328440,8,38,1,80
328950,72,29,1,79
329460,97,39,4,75
329970,79,66,-8,83
330480,93,28,13,70
330990,75,55,-10,80
331500,89,38,7,73
332010,71,27,-1,74
332520,78,37,0,74
333030,1,26,-5,79
333540,65,17,3,76
334050,80,27,-1,77
334560,3,37,-4,81
335070,67,28,3,78
335580,92,35,2,76
336090,99,24,1,75
336600,75,51,-2,77
337110,89,34,0,77
337620,71,23,4,73
338130,78,33,1,72
338640,1,43,-7,79
339150,65,34,7,72
339660,90,41,-7,79
340170,13,30,2,77
340680,65,99,3,74
341190,47,35,-2,76
341700,66,18,2,74
342210,73,28,1,73
342720,98,38,-8,81
343230,21,65,-3,84
343740,20,54,4,80
344250,23,33,-3,83
344760,57,29,2,81
345270,76,36,7,74
345780,101,25,-5,79
346290,77,52,-1,80
346800,82,35,3,77
347310,5,24,-4,81
347820,57,21,0,81
348330,64,28,5,76
348840,89,35,3,73
349350,12,45,-4,77
349860,76,36,-2,79
350370,101,43,5,74
350880,24,70,-9,83
351390,27,59,0,83
351900,30,21,0,83
352410,49,32,1,82
352920,68,43,2,80
353430,82,32,0,80
353940,64,42,-1,81
354450,78,31,8,73
354960,1,20,-3,76
355470,65,17,-2,78
355980,72,27,1,77
356490,97,37,2,75
357000,79,64,-2,77
357510,93,10,-11,88
358020,69,20,8,80
358530,76,30,2,78
359040,101,19,-8,86
359550,77,29,7,79
360060,0,39,2,77
360570,64,30,-2,79
361080,89,37,3,76
361590,71,26,-8,84
362100,96,36,8,76
362610,78,25,1,75
363120,85,35,3,72
363630,8,24,-5,77
364140,72,18,5,72
364650,87,28,-5,77
365160,92,38,0,77
365670,74,27,5,72
366180,99,37,-7,79
366690,22,64,-1,80
367200,25,53,-1,81
367710,28,15,3,78
368220,47,22,-7,85
368730,66,29,9,76
369240,91,36,2,74
369750,73,25,2,72
370260,80,35,-4,76
370770,3,24,-10,86
371280,67,15,14,72
371790,82,25,-2,74
372300,64,35,-7,81
372810,89,42,13,68
373320,71,31,-11,79
373830,96,20,2,77
374340,72,47,-4,81
374850,97,30,4,77
375360,79,57,-1,78
375870,93,87,5,73
376380,75,23,-4,77
376890,82,33,1,76
377400,5,43,-3,79
377910,69,34,-1,80
378420,94,41,6,74
378930,17,30,-3,77
379440,69,94,-4,81
379950,83,30,9,72
380460,6,40,-10,82
380970,5,31,6,76
381480,69,22,-3,79
381990,76,32,4,75
382500,101,42,-4,79
383010,57,69,0,79
383520,71,56,-7,86
384030,85,39,10,76
384540,8,28,-5,81
385050,72,19,6,75
385560,79,29,-1,76
386070,2,39,-2,78
386580,66,30,-4,82
387090,91,19,8,74
387600,73,46,-8,82
388110,98,29,2,80
388620,80,56,-2,82
389130,94,39,0,82
389640,17,67,3,79
390150,81,56,-5,84
390660,95,39,9,75
391170,77,28,-4,79
391680,84,38,4,75
392190,40,27,-7,82
392700,59,16,5,77
393210,66,26,-5,82
393720,91,36,5,77
394230,73,25,4,73
394740,98,35,-4,77
395250,21,62,-1,78
395760,20,53,1,77
396270,23,15,-4,81
396780,42,26,7,74
397290,61,37,-6,80
397800,75,44,3,77
398310,100,27,0,77
398820,76,54,-10,87
399330,90,37,11,76
399840,46,26,-6,82
400350,65,33,7,75
400860,90,40,-8,83
401370,13,29,2,81
401880,77,98,9,72
402390,59,34,-2,74
402900,73,23,0,74
403410,80,33,2,72
403920,36,22,-10,82
404430,55,11,7,75
404940,74,41,-7,82
405450,99,24,5,77
405960,81,51,-2,79
406470,37,81,4,75
406980,40,17,-7,82
407490,59,35,1,81
408000,73,54,1,80
408510,2,37,3,77
409020,66,28,3,74
409530,91,47,0,74
410040,47,30,-5,79
410550,66,19,4,75
411060,73,29,1,74
411570,98,39,-4,78
412080,80,66,2,76
412590,62,2,8,68
413100,39,21,-12,80
413610,58,39,2,78
414120,77,22,9,69
414630,84,32,-7,76
415140,66,42,-8,84
415650,80,25,6,78
416160,87,35,5,73
416670,69,24,-5,78
417180,94,34,2,76
417690,76,61,-6,82
418200,90,67,4,78
418710,72,3,7,71
419220,54,22,-7,78
419730,61,29,2,76
420240,86,36,2,74
420750,68,46,-4,78
421260,73,29,0,78
421770,98,39,4,74
422280,80,66,3,71
422790,62,67,-12,83
423300,81,29,7,76
423810,4,39,-2,78
424320,68,30,0,78
424830,93,49,-1,79
425340,16,32,-2,81
425850,68,101,9,72
426360,50,37,-12,84
426870,69,20,7,77
427380,76,30,2,75
427890,101,40,0,75
428400,24,67,-5,80
428910,27,29,1,79
429420,69,98,-2,81
429930,54,34,-1,82
430440,73,17,0,82
430950,88,27,7,75
431460,70,54,-11,86
431970,84,37,9,77
432480,7,20,3,74
432990,71,14,-2,76
433500,86,24,0,76
434010,93,51,-1,77
434520,49,81,1,76
435030,68,0,3,73
435540,45,19,-9,82
436050,64,37,-1,83
436560,83,56,6,77
437070,6,57,-5,82
437580,70,48,-1,83
438090,84,31,6,77
438600,7,58,1,76
439110,71,49,-7,83
439620,96,32,6,77
440130,70,59,-10,87
440640,84,21,11,76
441150,88,48,-2,78
441660,11,31,-9,87
442170,21,70,5,82
442680,24,100,-4,86
443190,35,36,0,86
443700,54,100,9,77
444210,59,36,-5,82
444720,73,55,-2,84
445230,92,38,9,75
445740,74,85,-6,81
446250,56,21,1,80
446760,81,40,4,76
447270,4,23,0,76
447780,68,20,1,75
448290,83,30,2,73
448800,6,40,-7,80
449310,70,31,2,78
449820,95,20,-2,80
450330,99,47,6,74
450840,81,74,-1,75
451350,63,10,-1,76
451860,70,40,-5,81
452370,95,23,7,74
452880,69,50,-9,83
453390,88,33,3,80
453900,70,16,2,78
454410,85,26,5,73
454920,59,36,-14,87
455430,78,19,15,72
455940,85,29,-5,77
456450,8,56,0,77
456960,53,47,-5,82
457470,72,9,5,77
457980,91,19,3,74
458490,65,46,-9,83
459000,84,29,7,76
459510,91,56,0,76
460020,47,94,4,72
460530,52,30,-9,81
461040,71,13,6,75
461550,90,23,3,72
462060,64,50,-12,84
462570,83,33,9,75
463080,65,43,-8,83
463590,84,26,4,79
464100,58,36,-4,83
464610,77,19,13,70
465120,84,29,-6,76
465630,91,39,-2,78
466140,73,22,6,72
466650,80,32,1,71
467160,36,42,-12,83
467670,55,4,5,78
468180,56,34,-5,83
468690,75,17,7,76
469200,79,27,4,72
469710,53,37,-9,81
470220,72,20,3,78
470730,79,30,3,75
471240,2,40,-8,83
471750,66,31,-3,86
472260,91,38,8,78
472770,14,27,2,76
473280,66,96,0,76
473790,48,32,-5,81
474300,67,43,-1,82
474810,92,26,6,76
475320,66,53,-2,78
475830,85,15,0,78
476340,59,25,1,77
476850,84,32,3,74
477360,7,42,-11,85
477870,71,33,10,75
478380,96,16,-3,78
478890,72,43,0,78
479400,97,26,-6,84
479910,73,53,6,78
480420,98,36,-7,85
480930,21,63,4,81
481440,32,25,-5,86
481950,51,14,7,79
482460,70,99,6,73
482970,52,35,-8,81
483480,71,18,4,77
483990,78,28,5,72
484500,1,38,-11,83
485010,65,39,6,77
485520,90,22,-6,83
486030,66,49,3,80
486540,85,32,2,78
487050,8,42,0,78
487560,72,33,0,78
488070,97,40,0,78
488580,20,67,2,76
489090,31,56,-10,86
489600,59,18,10,76
490110,84,1,-4,80
490620,61,20,4,76
491130,73,30,-3,79
491640,98,40,-1,80
492150,21,67,2,78
492660,24,56,-4,82
493170,27,18,-1,83
493680,46,100,0,83
494190,49,36,6,77
494700,68,19,2,75
495210,83,29,-6,81
495720,6,39,5,76
496230,70,30,1,75
496740,95,49,-2,77
497250,18,32,-1,78
497760,0,96,-6,84
498270,45,85,5,79
498780,48,21,2,77
499290,67,28,-2,79
499800,92,47,4,75
500310,48,30,-7,82
500820,67,41,1,81
501330,92,24,4,77
501840,66,51,-4,81
502350,85,13,-2,83
502860,89,23,12,71
503370,63,50,-12,83
503880,82,33,6,77
504390,5,43,-3,80
504900,69,34,4,76
505410,94,17,-6,82
505920,70,44,2,80
506430,95,27,0,80
506940,69,54,-3,83
507450,88,37,11,72
507960,11,20,-6,78
508470,75,38,2,76
508980,100,21,0,76
509490,74,48,-6,82
510000,99,31,2,80
510510,73,58,0,80
511020,2,20,-1,81
511530,66,17,1,80
512040,81,27,9,71
512550,4,37,-5,76
513060,68,28,-4,80
513570,93,47,5,75
514080,16,30,-7,82
514590,80,99,0,82
515100,62,35,-7,89
515610,87,18,11,78
516120,91,45,4,74
516630,14,28,-5,79
517140,78,97,7,72
517650,60,33,-12,84
518160,85,16,12,72
518670,89,43,-9,81
519180,12,26,4,77
519690,6,44,-3,80
520200,70,35,7,73
520710,95,18,-8,81
521220,69,45,-2,83
521730,94,28,11,72
522240,76,55,-10,82
522750,90,38,3,79
523260,13,21,2,77
523770,65,18,-3,80
524280,80,28,7,73
524790,3,11,-9,82
525300,67,8,6,76
525810,82,18,0,76
526320,97,45,-2,78
526830,53,28,2,76
527340,72,11,5,71
527850,76,21,-1,72
528360,91,31,-5,77
528870,14,41,-4,81
529380,78,3,13,68
529890,73,22,-9,77
530400,88,32,4,73
530910,11,15,-11,84
531420,63,12,10,74
531930,78,22,-2,76
532440,93,32,-2,78
532950,16,59,1,77
533460,80,50,1,76
533970,3,33,-4,80
534480,67,24,-4,84
534990,92,43,5,79
535500,15,26,0,79
536010,67,95,7,72
536520,49,31,-11,83
537030,68,14,7,76
537540,83,24,4,72
538050,98,51,-11,83
538560,21,34,0,83
539070,3,1,3,80
539580,67,100,3,77
540090,72,36,-2,79
540600,97,25,-4,83
541110,82,52,8,75
541620,5,35,-6,81
542130,69,26,2,79
542640,94,9,4,75
543150,70,19,5,70
543660,85,29,-5,75
544170,8,56,-11,86
544680,96,47,6,80
545190,19,74,-1,81
545700,30,63,0,81
546210,58,25,4,77
546720,83,8,2,75
547230,59,27,0,75
547740,84,34,1,74
548250,7,23,-5,79
548760,71,14,5,74
549270,86,24,-4,78
549780,62,51,-1,79
550290,81,13,5,74
550800,57,23,-8,82
551310,82,30,10,72
551820,5,13,-3,75
552330,69,10,-4,79
552840,84,20,4,75
553350,88,47,-8,83
553860,11,30,6,77
554370,75,21,3,74
554880,90,31,3,71
555390,13,58,-8,79
555900,24,49,-2,81
556410,27,11,-2,83
556920,28,22,-3,86
557430,53,11,7,79
557940,68,96,-1,80
558450,50,32,0,80
558960,69,15,6,74
559470,84,25,-1,75
559980,99,52,-8,83
560490,22,35,2,81
561000,4,2,6,75
561510,68,34,-2,77
562020,93,17,-2,79
562530,67,44,1,78
563040,84,27,3,75
563550,7,54,-1,76
564060,95,45,-2,78
564570,18,28,-4,82
565080,0,97,-2,84
565590,45,88,9,75
566100,50,79,0,75
566610,55,70,-6,81
567120,69,6,7,74
567630,88,25,-3,77
568140,95,52,-3,80
568650,18,35,4,76
569160,0,99,-1,77
569670,45,90,4,73
570180,50,81,-7,80
570690,53,72,0,80
571200,67,8,7,73
571710,82,18,2,71
572220,86,45,-4,75
572730,9,28,-3,78
573240,73,19,8,70
573750,88,29,-5,75
574260,62,39,-11,86
574770,87,22,13,73
575280,61,49,-7,80
575790,80,11,9,71
576300,84,38,-5,76
576810,7,21,-1,77
577320,71,12,4,73
577830,86,22,-2,75
578340,60,49,-10,85
578850,79,32,5,80
579360,2,15,4,76
579870,66,12,-2,78
580380,81,22,13,65
580890,55,49,-21,86
581400,74,11,10,76
581910,78,38,4,72
582420,1,21,-8,80
582930,65,12,1,79
583440,80,22,3,76
583950,87,32,3,73
584460,10,59,-4,77
584970,98,50,3,74
585480,21,77,-5,79
585990,32,68,-4,83
586500,35,59,3,80
587010,63,21,4,76
587520,88,4,1,75
588030,64,89,0,75
588540,46,25,-8,83
589050,49,8,4,79
589560,50,93,2,77
590070,55,84,7,70
590580,37,20,-5,75
591090,56,27,-10,85
591600,75,10,14,71
592110,90,37,-6,77
592620,13,20,0,77
593130,97,38,5,72
593640,79,65,-7,79
594150,61,48,-3,82
594660,80,31,11,71
595170,3,20,-5,76
595680,67,17,-2,78
596190,82,27,4,74
596700,97,10,3,71
597210,71,37,-4,75
597720,96,20,-2,77
598230,70,47,-1,78
598740,95,30,-1,79
599250,69,57,-10,89
599760,88,40,11,78
600270,11,23,-1,79
600780,75,41,2,77
601290,100,24,-3,80
601800,74,51,-4,84
602310,93,34,10,74
602820,67,61,-1,75
603330,86,23,1,74
603840,101,33,-7,81
604350,75,60,1,80
604860,4,43,4,76
605370,68,34,-2,78
605880,93,17,-3,81
606390,67,44,4,77
606900,92,27,6,71
607410,66,54,-10,81
607920,85,37,3,78
608430,8,20,1,77
608940,72,14,-4,81
609450,87,99,4,77
609960,69,35,-2,79
610470,94,18,-5,84
610980,68,45,1,83
611490,93,28,8,75
612000,67,55,-8,83
612510,86,38,5,78
613020,9,21,-1,79
613530,73,18,6,73
614040,88,1,1,72
614550,64,86,-1,73
615060,46,22,-5,78
615570,49,29,-7,85
616080,68,12,16,69
616590,83,22,-6,75
617100,57,49,-10,85
617610,60,32,4,81
618120,79,39,8,73
618630,2,22,-2,75
619140,66,13,-4,79
619650,81,23,9,70
620160,55,50,-13,83
620670,48,12,0,83
621180,49,97,9,74
